CRT_TM,M14.QUE.ALL.CURRENTQCNT,M14.QUE.ALL.CURRENTQCOMPLETED,M14.QUE.OHT.CURRENTOHTQCNT,M14.QUE.OHT.OHTUTIL,M14.QUE.LOAD.AVGLOADTIME,M14.QUE.ALL.TRANSPORT4MINOVERCNT,M14.OHT.STATECNT.DRIVING,M14.OHT.STATECNT.OBSANDBZSTOP,M14.OHT.STATECNT.CONGESTED,M14.OHT.STATECNT.PAUSE,M14.OHT.STATECNT.TIMEOUT
2026-04-14 16:10:00,1317,2952,894,,2.606,150,883,178,0,0,0
2026-04-14 16:11:00,1318,2969,897,,2.63,139,886,174,0,0,0
2026-04-14 16:12:00,1271,2984,853,,2.635,136,896,163,0,1,0
2026-04-14 16:13:00,1245,3009,827,,2.598,133,880,178,0,1,0
2026-04-14 16:14:00,1196,3029,788,,2.589,138,901,157,0,2,0
2026-04-14 16:15:00,1194,3005,788,,2.566,134,908,150,0,1,0
2026-04-14 16:16:00,1219,2982,817,,2.55,118,928,132,0,0,0
2026-04-14 16:17:00,1223,2997,822,,2.524,119,906,151,0,0,0
2026-04-14 16:18:00,1248,2988,855,,2.505,114,924,138,0,0,0
2026-04-14 16:19:00,1307,2956,892,,2.494,105,919,141,0,0,1
2026-04-14 16:20:00,1362,2933,944,,2.469,92,906,156,0,0,0
2026-04-14 16:21:00,1367,2939,944,,2.432,121,897,162,0,2,0
2026-04-14 16:22:00,1348,2938,910,,2.435,110,902,155,0,3,0
2026-04-14 16:23:00,1344,2910,906,,2.468,111,909,152,0,0,0
2026-04-14 16:24:00,1353,2879,909,,2.47,113,898,164,0,0,0
2026-04-14 16:25:00,1369,2889,917,,2.478,125,913,148,0,1,0
2026-04-14 16:26:00,1356,2912,903,,2.488,130,922,136,0,1,0
2026-04-14 16:27:00,1384,2902,916,,2.496,118,937,123,0,1,0
2026-04-14 16:28:00,1393,2907,934,,2.518,124,936,124,0,1,0
2026-04-14 16:29:00,1395,2932,944,,2.519,129,923,138,0,1,0
2026-04-14 16:30:00,1383,2978,932,,2.523,136,906,155,0,0,0
2026-04-14 16:31:00,1431,2963,970,,2.539,115,926,133,0,0,0
2026-04-14 16:32:00,1436,2948,963,,2.553,120,899,161,0,0,0
2026-04-14 16:33:00,1444,2957,979,,2.55,123,893,168,0,0,0
2026-04-14 16:34:00,1453,2961,973,,2.554,121,883,174,0,0,0
2026-04-14 16:35:00,1475,2950,981,,2.556,122,900,160,0,0,0
2026-04-14 16:36:00,1467,2958,971,,2.543,102,916,144,0,0,0
2026-04-14 16:37:00,1476,2946,996,,2.533,111,912,148,0,1,0
2026-04-14 16:38:00,1437,2980,953,,2.526,130,915,145,0,0,0
2026-04-14 16:39:00,1426,3003,960,,2.571,136,917,143,0,1,0
2026-04-14 16:40:00,1416,3020,952,,2.596,138,919,143,0,0,0
2026-04-14 16:41:00,1455,3030,981,,2.594,130,926,135,0,0,0
2026-04-14 16:42:00,1438,3045,959,,2.606,136,896,161,0,1,0
2026-04-14 16:43:00,1458,3038,977,,2.584,144,875,182,0,1,0
2026-04-14 16:44:00,1462,3038,987,,2.606,150,902,158,0,1,0
2026-04-14 16:45:00,1458,3044,954,,2.604,148,885,176,0,0,0
2026-04-14 16:46:00,1415,3031,925,,2.613,137,902,161,0,1,0
2026-04-14 16:47:00,1437,3065,921,,2.62,137,898,161,0,1,0
2026-04-14 16:48:00,1403,3038,934,,2.618,133,898,163,0,1,0
2026-04-14 16:49:00,1400,3011,937,,2.593,135,910,151,0,1,0
2026-04-14 16:50:00,1417,2990,953,,2.586,130,909,155,0,0,0
2026-04-14 16:51:00,1451,2968,971,,2.59,120,892,167,0,0,0
2026-04-14 16:52:00,1453,2946,972,,2.576,123,907,154,0,0,0
2026-04-14 16:53:00,1429,2961,953,,2.609,125,904,155,0,0,0
2026-04-14 16:54:00,1403,2977,935,,2.59,130,895,166,0,0,0
2026-04-14 16:55:00,1440,2986,953,,2.594,116,894,168,0,0,0
2026-04-14 16:56:00,1448,2970,966,,2.607,132,907,152,0,0,0
2026-04-14 16:57:00,1414,2970,946,,2.617,115,903,157,0,0,0
2026-04-14 16:58:00,1373,2974,913,,2.605,125,910,152,0,0,0
2026-04-14 16:59:00,1386,2974,914,,2.625,124,919,142,0,1,0
2026-04-14 17:00:00,1391,2967,932,,2.611,127,894,167,0,1,1
