Zone_ID,HID_No,Bay_Zone,Sub_Region,Full_Name,Territory,Type,IN_Count,OUT_Count,IN_Lanes,OUT_Lanes,Vehicle_Max,Vehicle_Precaution,Project,ZCU,HID_Type,HID_ID,Zone_ID2,Addr_No,Station_No
10112,HID-OHT-10112,B1012,2,HID-B1012-2(10112),1,HID,2,3,742→743; 8165→8166,743→744; 747→748; 8167→8168,0,1,M14 Project Ph-1,,HID3,4ANZ51-129,10112,742,22551
10112,HID-OHT-10112,B1012,2,HID-B1012-2(10112),1,HID,2,3,742→743; 8165→8166,743→744; 747→748; 8167→8168,0,1,M14 Project Ph-1,,HID3,4DSA5210_1,10112,8166,13750
10112,HID-OHT-10112,B1012,2,HID-B1012-2(10112),1,HID,2,3,742→743; 8165→8166,743→744; 747→748; 8167→8168,0,1,M14 Project Ph-1,,HID3,4IMI5104_1,10112,743,11032
10112,HID-OHT-10112,B1012,2,HID-B1012-2(10112),1,HID,2,3,742→743; 8165→8166,743→744; 747→748; 8167→8168,0,1,M14 Project Ph-1,,HID3,4IMI5104_2,10112,743,11031
10112,HID-OHT-10112,B1012,2,HID-B1012-2(10112),1,HID,2,3,742→743; 8165→8166,743→744; 747→748; 8167→8168,0,1,M14 Project Ph-1,,HID3,4IMI5104_3,10112,742,11030
10112,HID-OHT-10112,B1012,2,HID-B1012-2(10112),1,HID,2,3,742→743; 8165→8166,743→744; 747→748; 8167→8168,0,1,M14 Project Ph-1,,HID3,4IMI5104_4,10112,742,11029
10121,HID-OHT-10121,B1013,1,HID-B1013-1(10121),1,HID,3,3,8176→8177; 842→843; 9293→8177,8179→846; 8182→8183; 843→845,0,1,M14 Project Ph-1,,HID3,,,,
10122,HID-OHT-10122,B1013,2,HID-B1013-2(10122),1,HID,2,3,8177→8178; 842→843,8179→8180; 843→844; 847→848,0,1,M14 Project Ph-1,,HID3,,,,
10131,HID-OHT-10131,B1014,1,HID-B1014-1(10131),1,HID,3,3,8189→8190; 918→919; 9303→8190,8191→922; 8195→8196; 919→921,0,1,M14 Project Ph-1,,HID3,4AFZ49-001,10131,921,14949
10132,HID-OHT-10132,B1014,2,HID-B1014-2(10132),1,HID,3,3,8189→8190; 918→919; 9303→8190,8191→8192; 919→920; 923→924,0,1,M14 Project Ph-1,,HID3,4AFZ49-245,10132,918,32253
10132,HID-OHT-10132,B1014,2,HID-B1014-2(10132),1,HID,3,3,8189→8190; 918→919; 9303→8190,8191→8192; 919→920; 923→924,0,1,M14 Project Ph-1,,HID3,4AFZ49-246,10132,918,32254
10132,HID-OHT-10132,B1014,2,HID-B1014-2(10132),1,HID,3,3,8189→8190; 918→919; 9303→8190,8191→8192; 919→920; 923→924,0,1,M14 Project Ph-1,,HID3,4AFZ49-247,10132,918,32255
10132,HID-OHT-10132,B1014,2,HID-B1014-2(10132),1,HID,3,3,8189→8190; 918→919; 9303→8190,8191→8192; 919→920; 923→924,0,1,M14 Project Ph-1,,HID3,4AFZ49-248,10132,918,32256
10132,HID-OHT-10132,B1014,2,HID-B1014-2(10132),1,HID,3,3,8189→8190; 918→919; 9303→8190,8191→8192; 919→920; 923→924,0,1,M14 Project Ph-1,,HID3,4AFZ49-301,10132,923,22256
10132,HID-OHT-10132,B1014,2,HID-B1014-2(10132),1,HID,3,3,8189→8190; 918→919; 9303→8190,8191→8192; 919→920; 923→924,0,1,M14 Project Ph-1,,HID3,4AFZ49-302,10132,924,22257
10132,HID-OHT-10132,B1014,2,HID-B1014-2(10132),1,HID,3,3,8189→8190; 918→919; 9303→8190,8191→8192; 919→920; 923→924,0,1,M14 Project Ph-1,,HID3,4AFZ49-303,10132,924,22258
10132,HID-OHT-10132,B1014,2,HID-B1014-2(10132),1,HID,3,3,8189→8190; 918→919; 9303→8190,8191→8192; 919→920; 923→924,0,1,M14 Project Ph-1,,HID3,4AFZ49-401,10132,924,32257
10132,HID-OHT-10132,B1014,2,HID-B1014-2(10132),1,HID,3,3,8189→8190; 918→919; 9303→8190,8191→8192; 919→920; 923→924,0,1,M14 Project Ph-1,,HID3,4AFZ49-402,10132,924,32258
10132,HID-OHT-10132,B1014,2,HID-B1014-2(10132),1,HID,3,3,8189→8190; 918→919; 9303→8190,8191→8192; 919→920; 923→924,0,1,M14 Project Ph-1,,HID3,4ANZ49-128,10132,918,22252
10132,HID-OHT-10132,B1014,2,HID-B1014-2(10132),1,HID,3,3,8189→8190; 918→919; 9303→8190,8191→8192; 919→920; 923→924,0,1,M14 Project Ph-1,,HID3,4ANZ49-129,10132,918,22253
10132,HID-OHT-10132,B1014,2,HID-B1014-2(10132),1,HID,3,3,8189→8190; 918→919; 9303→8190,8191→8192; 919→920; 923→924,0,1,M14 Project Ph-1,,HID3,4ANZ49-130,10132,918,22254
10132,HID-OHT-10132,B1014,2,HID-B1014-2(10132),1,HID,3,3,8189→8190; 918→919; 9303→8190,8191→8192; 919→920; 923→924,0,1,M14 Project Ph-1,,HID3,4ANZ49-131,10132,918,22255
10132,HID-OHT-10132,B1014,2,HID-B1014-2(10132),1,HID,3,3,8189→8190; 918→919; 9303→8190,8191→8192; 919→920; 923→924,0,1,M14 Project Ph-1,,HID3,4EAL4904_1,10132,919,10632
10132,HID-OHT-10132,B1014,2,HID-B1014-2(10132),1,HID,3,3,8189→8190; 918→919; 9303→8190,8191→8192; 919→920; 923→924,0,1,M14 Project Ph-1,,HID3,4EAL4904_2,10132,919,10631
10132,HID-OHT-10132,B1014,2,HID-B1014-2(10132),1,HID,3,3,8189→8190; 918→919; 9303→8190,8191→8192; 919→920; 923→924,0,1,M14 Project Ph-1,,HID3,4EAL4904_3,10132,919,10630
10141,HID-OHT-10141,B1015,1,HID-B1015-1(10141),1,HID,2,3,8197→8198; 990→991,8200→994; 8204→8205; 991→993,0,1,M14 Project Ph-1,,HID3,4AFZ48-001,10141,993,14948
10141,HID-OHT-10141,B1015,1,HID-B1015-1(10141),1,HID,2,3,8197→8198; 990→991,8200→994; 8204→8205; 991→993,0,1,M14 Project Ph-1,,HID3,4AFZNO-318,10141,8205,34546
10141,HID-OHT-10141,B1015,1,HID-B1015-1(10141),1,HID,2,3,8197→8198; 990→991,8200→994; 8204→8205; 991→993,0,1,M14 Project Ph-1,,HID3,4AFZNO-319,10141,8205,34547
10141,HID-OHT-10141,B1015,1,HID-B1015-1(10141),1,HID,2,3,8197→8198; 990→991,8200→994; 8204→8205; 991→993,0,1,M14 Project Ph-1,,HID3,4AFZNO-320,10141,8205,34548
10141,HID-OHT-10141,B1015,1,HID-B1015-1(10141),1,HID,2,3,8197→8198; 990→991,8200→994; 8204→8205; 991→993,0,1,M14 Project Ph-1,,HID3,4IRT4803_1,10141,8205,13783
10141,HID-OHT-10141,B1015,1,HID-B1015-1(10141),1,HID,2,3,8197→8198; 990→991,8200→994; 8204→8205; 991→993,0,1,M14 Project Ph-1,,HID3,4IRT4803_2,10141,8205,13782
10142,HID-OHT-10142,B1015,2,HID-B1015-2(10142),1,HID,2,3,8198→8199; 990→991,8200→8201; 991→992; 995→996,0,1,M14 Project Ph-1,,HID3,4AFZ48-158,10142,990,22108
10142,HID-OHT-10142,B1015,2,HID-B1015-2(10142),1,HID,2,3,8198→8199; 990→991,8200→8201; 991→992; 995→996,0,1,M14 Project Ph-1,,HID3,4AFZ48-159,10142,990,22109
10142,HID-OHT-10142,B1015,2,HID-B1015-2(10142),1,HID,2,3,8198→8199; 990→991,8200→8201; 991→992; 995→996,0,1,M14 Project Ph-1,,HID3,4AFZ48-160,10142,990,22110
10142,HID-OHT-10142,B1015,2,HID-B1015-2(10142),1,HID,2,3,8198→8199; 990→991,8200→8201; 991→992; 995→996,0,1,M14 Project Ph-1,,HID3,4AFZ48-161,10142,990,22111
10142,HID-OHT-10142,B1015,2,HID-B1015-2(10142),1,HID,2,3,8198→8199; 990→991,8200→8201; 991→992; 995→996,0,1,M14 Project Ph-1,,HID3,4AFZNO-315,10142,8199,34543
10142,HID-OHT-10142,B1015,2,HID-B1015-2(10142),1,HID,2,3,8198→8199; 990→991,8200→8201; 991→992; 995→996,0,1,M14 Project Ph-1,,HID3,4AFZNO-316,10142,8199,34544
10142,HID-OHT-10142,B1015,2,HID-B1015-2(10142),1,HID,2,3,8198→8199; 990→991,8200→8201; 991→992; 995→996,0,1,M14 Project Ph-1,,HID3,4ANZ48-225,10142,990,32099
10142,HID-OHT-10142,B1015,2,HID-B1015-2(10142),1,HID,2,3,8198→8199; 990→991,8200→8201; 991→992; 995→996,0,1,M14 Project Ph-1,,HID3,4ANZ48-226,10142,990,32100
10142,HID-OHT-10142,B1015,2,HID-B1015-2(10142),1,HID,2,3,8198→8199; 990→991,8200→8201; 991→992; 995→996,0,1,M14 Project Ph-1,,HID3,4ANZ48-227,10142,990,32101
10142,HID-OHT-10142,B1015,2,HID-B1015-2(10142),1,HID,2,3,8198→8199; 990→991,8200→8201; 991→992; 995→996,0,1,M14 Project Ph-1,,HID3,4ANZ48-228,10142,990,32102
10142,HID-OHT-10142,B1015,2,HID-B1015-2(10142),1,HID,2,3,8198→8199; 990→991,8200→8201; 991→992; 995→996,0,1,M14 Project Ph-1,,HID3,4ANZ48-301,10142,995,22112
10142,HID-OHT-10142,B1015,2,HID-B1015-2(10142),1,HID,2,3,8198→8199; 990→991,8200→8201; 991→992; 995→996,0,1,M14 Project Ph-1,,HID3,4ANZ48-302,10142,996,22113
10142,HID-OHT-10142,B1015,2,HID-B1015-2(10142),1,HID,2,3,8198→8199; 990→991,8200→8201; 991→992; 995→996,0,1,M14 Project Ph-1,,HID3,4ANZ48-303,10142,996,22114
10142,HID-OHT-10142,B1015,2,HID-B1015-2(10142),1,HID,2,3,8198→8199; 990→991,8200→8201; 991→992; 995→996,0,1,M14 Project Ph-1,,HID3,4ANZ48-401,10142,996,32103
10142,HID-OHT-10142,B1015,2,HID-B1015-2(10142),1,HID,2,3,8198→8199; 990→991,8200→8201; 991→992; 995→996,0,1,M14 Project Ph-1,,HID3,4ANZ48-402,10142,996,32104
10142,HID-OHT-10142,B1015,2,HID-B1015-2(10142),1,HID,2,3,8198→8199; 990→991,8200→8201; 991→992; 995→996,0,1,M14 Project Ph-1,,HID3,4IPP4804_1,10142,995,10448
10142,HID-OHT-10142,B1015,2,HID-B1015-2(10142),1,HID,2,3,8198→8199; 990→991,8200→8201; 991→992; 995→996,0,1,M14 Project Ph-1,,HID3,4IPP4804_2,10142,995,10447
10151,HID-OHT-10151,B1016,1,HID-B1016-1(10151),1,HID,2,3,1058→1059; 8210→8211,1059→1061; 8213→1062; 8218→8219,0,1,M14 Project Ph-1,,HID3,,,,
10152,HID-OHT-10152,B1016,2,HID-B1016-2(10152),1,HID,2,3,1058→1059; 8212→8213,1059→1060; 1063→1064; 8213→8214,0,1,M14 Project Ph-1,,HID3,4AFZ47-301,10152,1063,21953
10152,HID-OHT-10152,B1016,2,HID-B1016-2(10152),1,HID,2,3,1058→1059; 8212→8213,1059→1060; 1063→1064; 8213→8214,0,1,M14 Project Ph-1,,HID3,4AFZ47-302,10152,1064,21954
10152,HID-OHT-10152,B1016,2,HID-B1016-2(10152),1,HID,2,3,1058→1059; 8212→8213,1059→1060; 1063→1064; 8213→8214,0,1,M14 Project Ph-1,,HID3,4AFZ47-303,10152,1064,21955
10152,HID-OHT-10152,B1016,2,HID-B1016-2(10152),1,HID,2,3,1058→1059; 8212→8213,1059→1060; 1063→1064; 8213→8214,0,1,M14 Project Ph-1,,HID3,4ANZ47-127,10152,1058,21949
10152,HID-OHT-10152,B1016,2,HID-B1016-2(10152),1,HID,2,3,1058→1059; 8212→8213,1059→1060; 1063→1064; 8213→8214,0,1,M14 Project Ph-1,,HID3,4ANZ47-128,10152,1058,21950
10152,HID-OHT-10152,B1016,2,HID-B1016-2(10152),1,HID,2,3,1058→1059; 8212→8213,1059→1060; 1063→1064; 8213→8214,0,1,M14 Project Ph-1,,HID3,4ANZ47-129,10152,1058,21951
10152,HID-OHT-10152,B1016,2,HID-B1016-2(10152),1,HID,2,3,1058→1059; 8212→8213,1059→1060; 1063→1064; 8213→8214,0,1,M14 Project Ph-1,,HID3,4ANZ47-130,10152,1058,21952
10152,HID-OHT-10152,B1016,2,HID-B1016-2(10152),1,HID,2,3,1058→1059; 8212→8213,1059→1060; 1063→1064; 8213→8214,0,1,M14 Project Ph-1,,HID3,4ANZ47-257,10152,1058,31957
10152,HID-OHT-10152,B1016,2,HID-B1016-2(10152),1,HID,2,3,1058→1059; 8212→8213,1059→1060; 1063→1064; 8213→8214,0,1,M14 Project Ph-1,,HID3,4ANZ47-258,10152,1058,31958
10152,HID-OHT-10152,B1016,2,HID-B1016-2(10152),1,HID,2,3,1058→1059; 8212→8213,1059→1060; 1063→1064; 8213→8214,0,1,M14 Project Ph-1,,HID3,4ANZ47-259,10152,1058,31959
10152,HID-OHT-10152,B1016,2,HID-B1016-2(10152),1,HID,2,3,1058→1059; 8212→8213,1059→1060; 1063→1064; 8213→8214,0,1,M14 Project Ph-1,,HID3,4ANZ47-260,10152,1058,31960
10152,HID-OHT-10152,B1016,2,HID-B1016-2(10152),1,HID,2,3,1058→1059; 8212→8213,1059→1060; 1063→1064; 8213→8214,0,1,M14 Project Ph-1,,HID3,4ANZ47-401,10152,1063,31961
10152,HID-OHT-10152,B1016,2,HID-B1016-2(10152),1,HID,2,3,1058→1059; 8212→8213,1059→1060; 1063→1064; 8213→8214,0,1,M14 Project Ph-1,,HID3,4ANZ47-402,10152,1064,31962
10152,HID-OHT-10152,B1016,2,HID-B1016-2(10152),1,HID,2,3,1058→1059; 8212→8213,1059→1060; 1063→1064; 8213→8214,0,1,M14 Project Ph-1,,HID3,4ANZ47-403,10152,1064,31963
10152,HID-OHT-10152,B1016,2,HID-B1016-2(10152),1,HID,2,3,1058→1059; 8212→8213,1059→1060; 1063→1064; 8213→8214,0,1,M14 Project Ph-1,,HID3,4IMI4710_1,10152,1058,10232
10152,HID-OHT-10152,B1016,2,HID-B1016-2(10152),1,HID,2,3,1058→1059; 8212→8213,1059→1060; 1063→1064; 8213→8214,0,1,M14 Project Ph-1,,HID3,4IMI4710_2,10152,1058,10231
10152,HID-OHT-10152,B1016,2,HID-B1016-2(10152),1,HID,2,3,1058→1059; 8212→8213,1059→1060; 1063→1064; 8213→8214,0,1,M14 Project Ph-1,,HID3,4IMI4710_3,10152,1058,10230
10152,HID-OHT-10152,B1016,2,HID-B1016-2(10152),1,HID,2,3,1058→1059; 8212→8213,1059→1060; 1063→1064; 8213→8214,0,1,M14 Project Ph-1,,HID3,4IMI4710_4,10152,1058,10229
10152,HID-OHT-10152,B1016,2,HID-B1016-2(10152),1,HID,2,3,1058→1059; 8212→8213,1059→1060; 1063→1064; 8213→8214,0,1,M14 Project Ph-1,,HID3,4ISE4701_1,10152,1063,10240
10161,HID-OHT-10161,B1017,1,HID-B1017-1(10161),1,HID,3,3,1130→1131; 8219→8220; 9330→8220,1132→1134; 8222→1135; 8226→8227,0,1,M14 Project Ph-1,,HID3,4AFZ46-001,10161,1134,14946
10161,HID-OHT-10161,B1017,1,HID-B1017-1(10161),1,HID,3,3,1130→1131; 8219→8220; 9330→8220,1132→1134; 8222→1135; 8226→8227,0,1,M14 Project Ph-1,,HID3,4ISR4701_NTB4,10161,8219,10191
10162,HID-OHT-10162,B1017,2,HID-B1017-2(10162),1,HID,2,3,1130→1131; 8220→8221,1132→1133; 1136→1137; 8222→8223,0,1,M14 Project Ph-1,,HID3,4AFZ46-143,10162,1132,21793
10162,HID-OHT-10162,B1017,2,HID-B1017-2(10162),1,HID,2,3,1130→1131; 8220→8221,1132→1133; 1136→1137; 8222→8223,0,1,M14 Project Ph-1,,HID3,4AFZ46-301,10162,1136,21794
10162,HID-OHT-10162,B1017,2,HID-B1017-2(10162),1,HID,2,3,1130→1131; 8220→8221,1132→1133; 1136→1137; 8222→8223,0,1,M14 Project Ph-1,,HID3,4ISR4701_NTB3,10162,8220,10192
10162,HID-OHT-10162,B1017,2,HID-B1017-2(10162),1,HID,2,3,1130→1131; 8220→8221,1132→1133; 1136→1137; 8222→8223,0,1,M14 Project Ph-1,,HID3,4POL4510_1,10162,1132,10037
10162,HID-OHT-10162,B1017,2,HID-B1017-2(10162),1,HID,2,3,1130→1131; 8220→8221,1132→1133; 1136→1137; 8222→8223,0,1,M14 Project Ph-1,,HID3,4POL4510_2,10162,1132,10036
10162,HID-OHT-10162,B1017,2,HID-B1017-2(10162),1,HID,2,3,1130→1131; 8220→8221,1132→1133; 1136→1137; 8222→8223,0,1,M14 Project Ph-1,,HID3,4POL4510_3,10162,1132,10035
10171,HID-OHT-10171,B1018,1,HID-B1018-1(10171),1,HID,2,3,1196→1219; 8229→8230,1220→1222; 8232→1224; 8236→8237,0,1,M14 Project Ph-1,,HID3,,,,
10172,HID-OHT-10172,B1018,2,HID-B1018-2(10172),1,HID,1,2,1196→1219,1220→1221; 1223→1225,0,1,M14 Project Ph-1,,HID3,,,,
10181,HID-OHT-10181,B1019,1,HID-B1019-1(10181),1,HID,2,2,1220→1222; 8230→8231,1226→1227; 8232→8233,0,1,M14 Project Ph-1,,HID3,4PYS4501_1,10181,8231,13798
10181,HID-OHT-10181,B1019,1,HID-B1019-1(10181),1,HID,2,2,1220→1222; 8230→8231,1226→1227; 8232→8233,0,1,M14 Project Ph-1,,HID3,4PYS4501_2,10181,8231,13797
10191,HID-OHT-10191,B1020,1,HID-B1020-1(10191),1,HID,3,3,1294→1295; 8238→8239; 9346→8239,1296→1298; 8241→1299; 8245→8246,0,1,M14 Project Ph-1,,HID3,,,,
10192,HID-OHT-10192,B1020,2,HID-B1020-2(10192),1,HID,2,3,1294→1295; 8240→8241,1296→1297; 1301→1302; 8241→8242,0,1,M14 Project Ph-1,,HID3,4EAS4402_1,10192,1296,9657
10192,HID-OHT-10192,B1020,2,HID-B1020-2(10192),1,HID,2,3,1294→1295; 8240→8241,1296→1297; 1301→1302; 8241→8242,0,1,M14 Project Ph-1,,HID3,4EAS4402_2,10192,1296,9656
10201,HID-OHT-10201,B1021,1,HID-B1021-1(10201),1,HID,2,3,1365→1366; 8247→8248,1367→1370; 8250→1369; 8254→8255,0,1,M14 Project Ph-1,,HID3,,,,
10202,HID-OHT-10202,B1021,2,HID-B1021-2(10202),1,HID,2,3,1365→1366; 8249→8250,1367→1368; 1370→1371; 8250→8251,0,1,M14 Project Ph-1,,HID3,,,,
10211,HID-OHT-10211,B1022,1,HID-B1022-1(10211),1,HID,3,3,1458→1459; 8256→8257; 9361→8257,1460→1462; 8259→1463; 8263→8264,0,1,M14 Project Ph-1,,HID3,,,,
10212,HID-OHT-10212,B1022,2,HID-B1022-2(10212),1,HID,2,3,1458→1459; 8257→8258,1460→1461; 1464→1465; 8259→8260,0,1,M14 Project Ph-1,,HID3,,,,
10221,HID-OHT-10221,B1023,1,HID-B1023-1(10221),1,HID,2,3,1532→1533; 8265→8266,1533→1535; 8268→1536; 8272→8273,0,1,M14 Project Ph-1,,HID3,,,,
10222,HID-OHT-10222,B1023,2,HID-B1023-2(10222),1,HID,2,3,1532→1533; 8266→8267,1533→1534; 1537→1538; 8268→8269,0,1,M14 Project Ph-1,,HID3,4AFZ41-163,10222,1532,21063
10222,HID-OHT-10222,B1023,2,HID-B1023-2(10222),1,HID,2,3,1532→1533; 8266→8267,1533→1534; 1537→1538; 8268→8269,0,1,M14 Project Ph-1,,HID3,4AFZ41-164,10222,1532,21064
10222,HID-OHT-10222,B1023,2,HID-B1023-2(10222),1,HID,2,3,1532→1533; 8266→8267,1533→1534; 1537→1538; 8268→8269,0,1,M14 Project Ph-1,,HID3,4AFZ41-165,10222,1532,21065
10222,HID-OHT-10222,B1023,2,HID-B1023-2(10222),1,HID,2,3,1532→1533; 8266→8267,1533→1534; 1537→1538; 8268→8269,0,1,M14 Project Ph-1,,HID3,4AFZ41-166,10222,1532,21066
10231,HID-OHT-10231,B1024,1,HID-B1024-1(10231),1,HID,3,3,1534→8272; 1599→1600; 8271→8272,1600→1602; 8274→1603; 8278→8279,0,1,M14 Project Ph-1,,HID3,4AFZ40-001,10231,1602,14940
10231,HID-OHT-10231,B1024,1,HID-B1024-1(10231),1,HID,3,3,1534→8272; 1599→1600; 8271→8272,1600→1602; 8274→1603; 8278→8279,0,1,M14 Project Ph-1,,HID3,4AFZNO-261,10231,8279,36522
10231,HID-OHT-10231,B1024,1,HID-B1024-1(10231),1,HID,3,3,1534→8272; 1599→1600; 8271→8272,1600→1602; 8274→1603; 8278→8279,0,1,M14 Project Ph-1,,HID3,4AFZNO-262,10231,8279,36523
10231,HID-OHT-10231,B1024,1,HID-B1024-1(10231),1,HID,3,3,1534→8272; 1599→1600; 8271→8272,1600→1602; 8274→1603; 8278→8279,0,1,M14 Project Ph-1,,HID3,4AFZNO-263,10231,8279,36524
10232,HID-OHT-10232,B1024,2,HID-B1024-2(10232),1,HID,2,3,1599→1600; 8273→8274,1600→1601; 1604→1605; 8274→8275,0,1,M14 Project Ph-1,,HID3,4AFZ40-301,10232,1604,20902
10232,HID-OHT-10232,B1024,2,HID-B1024-2(10232),1,HID,2,3,1599→1600; 8273→8274,1600→1601; 1604→1605; 8274→8275,0,1,M14 Project Ph-1,,HID3,4AFZ40-302,10232,1605,20903
10232,HID-OHT-10232,B1024,2,HID-B1024-2(10232),1,HID,2,3,1599→1600; 8273→8274,1600→1601; 1604→1605; 8274→8275,0,1,M14 Project Ph-1,,HID3,4AFZ40-303,10232,1605,20904
10232,HID-OHT-10232,B1024,2,HID-B1024-2(10232),1,HID,2,3,1599→1600; 8273→8274,1600→1601; 1604→1605; 8274→8275,0,1,M14 Project Ph-1,,HID3,4ANS4001A_OUT01,10232,8273,1367
10232,HID-OHT-10232,B1024,2,HID-B1024-2(10232),1,HID,2,3,1599→1600; 8273→8274,1600→1601; 1604→1605; 8274→8275,0,1,M14 Project Ph-1,,HID3,4ANS4001A_OUT02,10232,8273,1366
10232,HID-OHT-10232,B1024,2,HID-B1024-2(10232),1,HID,2,3,1599→1600; 8273→8274,1600→1601; 1604→1605; 8274→8275,0,1,M14 Project Ph-1,,HID3,4ANS4001A_OUT03,10232,8273,1365
10232,HID-OHT-10232,B1024,2,HID-B1024-2(10232),1,HID,2,3,1599→1600; 8273→8274,1600→1601; 1604→1605; 8274→8275,0,1,M14 Project Ph-1,,HID3,4ANZ40-126,10232,1599,20898
10232,HID-OHT-10232,B1024,2,HID-B1024-2(10232),1,HID,2,3,1599→1600; 8273→8274,1600→1601; 1604→1605; 8274→8275,0,1,M14 Project Ph-1,,HID3,4ANZ40-127,10232,1599,20899
10232,HID-OHT-10232,B1024,2,HID-B1024-2(10232),1,HID,2,3,1599→1600; 8273→8274,1600→1601; 1604→1605; 8274→8275,0,1,M14 Project Ph-1,,HID3,4ANZ40-128,10232,1599,20900
10232,HID-OHT-10232,B1024,2,HID-B1024-2(10232),1,HID,2,3,1599→1600; 8273→8274,1600→1601; 1604→1605; 8274→8275,0,1,M14 Project Ph-1,,HID3,4ANZ40-129,10232,1599,20901
10232,HID-OHT-10232,B1024,2,HID-B1024-2(10232),1,HID,2,3,1599→1600; 8273→8274,1600→1601; 1604→1605; 8274→8275,0,1,M14 Project Ph-1,,HID3,4ANZ40-213,10232,1599,30913
10232,HID-OHT-10232,B1024,2,HID-B1024-2(10232),1,HID,2,3,1599→1600; 8273→8274,1600→1601; 1604→1605; 8274→8275,0,1,M14 Project Ph-1,,HID3,4ANZ40-214,10232,1599,30914
10232,HID-OHT-10232,B1024,2,HID-B1024-2(10232),1,HID,2,3,1599→1600; 8273→8274,1600→1601; 1604→1605; 8274→8275,0,1,M14 Project Ph-1,,HID3,4ANZ40-215,10232,1599,30915
10232,HID-OHT-10232,B1024,2,HID-B1024-2(10232),1,HID,2,3,1599→1600; 8273→8274,1600→1601; 1604→1605; 8274→8275,0,1,M14 Project Ph-1,,HID3,4ANZ40-216,10232,1599,30916
10232,HID-OHT-10232,B1024,2,HID-B1024-2(10232),1,HID,2,3,1599→1600; 8273→8274,1600→1601; 1604→1605; 8274→8275,0,1,M14 Project Ph-1,,HID3,4ANZ40-401,10232,1605,30917
10232,HID-OHT-10232,B1024,2,HID-B1024-2(10232),1,HID,2,3,1599→1600; 8273→8274,1600→1601; 1604→1605; 8274→8275,0,1,M14 Project Ph-1,,HID3,4ANZ40-402,10232,1605,30918
10232,HID-OHT-10232,B1024,2,HID-B1024-2(10232),1,HID,2,3,1599→1600; 8273→8274,1600→1601; 1604→1605; 8274→8275,0,1,M14 Project Ph-1,,HID3,4DPN4001_1,10232,1599,8839
10232,HID-OHT-10232,B1024,2,HID-B1024-2(10232),1,HID,2,3,1599→1600; 8273→8274,1600→1601; 1604→1605; 8274→8275,0,1,M14 Project Ph-1,,HID3,4DPN4003_1,10232,1600,8844
10232,HID-OHT-10232,B1024,2,HID-B1024-2(10232),1,HID,2,3,1599→1600; 8273→8274,1600→1601; 1604→1605; 8274→8275,0,1,M14 Project Ph-1,,HID3,4DPN4003_2,10232,1600,8843
10232,HID-OHT-10232,B1024,2,HID-B1024-2(10232),1,HID,2,3,1599→1600; 8273→8274,1600→1601; 1604→1605; 8274→8275,0,1,M14 Project Ph-1,,HID3,4DPN4003_3,10232,1600,8842
10232,HID-OHT-10232,B1024,2,HID-B1024-2(10232),1,HID,2,3,1599→1600; 8273→8274,1600→1601; 1604→1605; 8274→8275,0,1,M14 Project Ph-1,,HID3,4DSA4011_2,10232,1605,8846
10232,HID-OHT-10232,B1024,2,HID-B1024-2(10232),1,HID,2,3,1599→1600; 8273→8274,1600→1601; 1604→1605; 8274→8275,0,1,M14 Project Ph-1,,HID3,4DSA4011_3,10232,1604,8845
10241,HID-OHT-10241,B1025,1,HID-B1025-1(10241),1,HID,3,3,1666→1667; 8280→8281; 9379→8281,1667→1669; 8283→1671; 8287→8288,0,1,M14 Project Ph-1,,HID3,ST-13739,10241,8280,13739
10242,HID-OHT-10242,B1025,2,HID-B1025-2(10242),1,HID,1,2,1666→1667,1667→1668; 1670→1672,0,1,M14 Project Ph-1,,HID3,4AFZ39-001,10242,1670,14939
10242,HID-OHT-10242,B1025,2,HID-B1025-2(10242),1,HID,1,2,1666→1667,1667→1668; 1670→1672,0,1,M14 Project Ph-1,,HID3,4ANZ39-126,10242,1666,20743
10242,HID-OHT-10242,B1025,2,HID-B1025-2(10242),1,HID,1,2,1666→1667,1667→1668; 1670→1672,0,1,M14 Project Ph-1,,HID3,4ANZ39-127,10242,1666,20744
10242,HID-OHT-10242,B1025,2,HID-B1025-2(10242),1,HID,1,2,1666→1667,1667→1668; 1670→1672,0,1,M14 Project Ph-1,,HID3,4ANZ39-128,10242,1666,20745
10242,HID-OHT-10242,B1025,2,HID-B1025-2(10242),1,HID,1,2,1666→1667,1667→1668; 1670→1672,0,1,M14 Project Ph-1,,HID3,4ANZ39-129,10242,1666,20746
10242,HID-OHT-10242,B1025,2,HID-B1025-2(10242),1,HID,1,2,1666→1667,1667→1668; 1670→1672,0,1,M14 Project Ph-1,,HID3,4ANZ39-212,10242,1666,30750
10242,HID-OHT-10242,B1025,2,HID-B1025-2(10242),1,HID,1,2,1666→1667,1667→1668; 1670→1672,0,1,M14 Project Ph-1,,HID3,4ANZ39-213,10242,1666,30751
10242,HID-OHT-10242,B1025,2,HID-B1025-2(10242),1,HID,1,2,1666→1667,1667→1668; 1670→1672,0,1,M14 Project Ph-1,,HID3,4ANZ39-214,10242,1666,30752
10242,HID-OHT-10242,B1025,2,HID-B1025-2(10242),1,HID,1,2,1666→1667,1667→1668; 1670→1672,0,1,M14 Project Ph-1,,HID3,4ANZ39-215,10242,1666,30753
