CRT_TM,M16HUB.QUE.ALL.CURRENTQCNT,M16HUB.QUE.ALL.CURRENTQCOMPLETED,M16HUB.QUE.OHT.CURRENTOHTQCNT,M16HUB.QUE.OHT.OHTUTIL,M16HUB.QUE.LOAD.AVGLOADTIME,M16HUB.QUE.ALL.TRANSPORT4MINOVERCNT,M16HUB.QUE.ALL.TRANSPORT4MINOVERRATIO,M16HUB.QUE.ALL.TRANSPORT4MINOVERTIMEAVG,M16HUB.QUE.TIME.AVGTOTALTIME,M16HUB.QUE.TIME.AVGTOTALTIME1MIN,M16HUB.OHT.ALERT.OHTMCPALARMCNT,M16HUB.QUE.M14TOM16.MESCURRENTQCNT,M16HUB.QUE.M16TOM14.MESCURRENTQCNT,M16HUB.QUE.M16TOM14A.MESCURRENTQCNT,M16HUB.QUE.M16TOM14B.MESCURRENTQCNT,M16HUB.QUE.ALL.FABTRANSJOBCNT,M16HUB.QUE.M14ATOM16.MESCURRENTQCNT,M16HUB.QUE.M14BTOM16.MESCURRENTQCNT,M16HUB.LFT.6ABL6011.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL6012.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL6021.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL6022.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL6031.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL6032.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL0111.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL0112.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL0121.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL0122.TOTAL_CURRENTQCNT,M16HUB.QUE.ALL.M16HUBTOM14MANUAL_CURRENTQCNT,M16HUB.STRATE.STK.STORAGERATIO,M16HUB.STRATE.ALL.FABSTORAGERATIO
2026-05-06 00:00:00,1033,587,231,78.75,,0,0,0,4.368,5.322,0,170,726,463,263,1235,,,26,36,19,21,16,27,15,21,18,26,61,0,0
2026-05-06 00:01:00,1051,579,243,82.58,,0,0,0,4.472,5.435,0,169,738,480,258,1240,,,25,37,18,25,18,28,16,22,17,22,63,0,0
2026-05-06 00:02:00,1054,597,260,87.11,,0,0,0,4.489,6.49,0,166,733,477,256,1237,,,25,36,18,24,20,30,14,20,15,24,68,0,0
2026-05-06 00:03:00,1051,605,256,84.32,,0,0,0,4.625,5.393,0,167,715,464,251,1240,,,24,36,20,24,18,25,23,18,18,23,65,0,0
2026-05-06 00:04:00,1045,610,250,84.32,,0,0,0,4.627,7.5,0,153,707,467,240,1222,,,22,37,18,30,14,25,20,21,25,22,62,0,0
2026-05-06 00:05:00,1045,599,265,88.15,,0,0,0,4.757,5.471,0,135,697,462,235,1208,,,28,37,14,32,16,28,18,25,25,24,59,0,0
2026-05-06 00:06:00,1028,609,254,85.71,,0,0,0,4.371,5.363,0,130,689,464,225,1186,,,27,39,20,34,20,28,22,27,23,24,57,0,.59
2026-05-06 00:07:00,1027,591,257,87.8,,0,0,0,4.464,5.687,0,125,674,453,221,1170,,,27,40,26,33,19,25,23,26,25,22,58,0,0
2026-05-06 00:08:00,1011,592,260,86.41,,0,0,0,4.472,7.345,0,116,656,442,214,1156,,,28,41,26,30,17,25,24,24,23,23,55,0,0
2026-05-06 00:09:00,992,587,245,82.58,,0,0,0,4.592,5.733,0,120,631,428,203,1143,,,31,36,23,30,18,27,24,23,26,25,56,0,.59
2026-05-06 00:10:00,988,587,245,81.53,,0,0,0,4.206,4.319,0,123,619,415,204,1174,,,29,33,21,32,19,28,22,26,24,30,60,0,1.18
2026-05-06 00:11:00,1007,587,238,80.49,,0,0,0,4.329,5.721,0,147,676,457,219,1195,,,30,35,21,31,21,27,26,31,22,27,61,0,1.18
2026-05-06 00:12:00,992,576,238,80.84,,0,0,0,4.372,6.388,0,143,671,449,222,1193,,,29,35,21,33,17,28,24,26,25,28,61,0,.59
2026-05-06 00:13:00,994,573,229,77,,0,0,0,4.408,4.409,0,169,701,464,237,1202,,,31,34,19,34,17,28,26,27,25,29,60,0,0
2026-05-06 00:14:00,981,567,214,70.73,,0,0,0,4.396,7.877,0,178,690,457,233,1232,,,30,32,25,30,21,29,22,24,27,27,59,0,.59
2026-05-06 00:15:00,1007,566,214,71.78,,0,0,0,4.438,4.78,0,165,709,468,241,1198,,,29,32,25,29,19,31,21,23,24,27,57,0,.59
2026-05-06 00:16:00,1025,542,229,77,,0,0,0,4.314,6.332,0,174,702,458,244,1213,,,28,31,26,26,16,30,20,24,24,30,58,0,1.18
2026-05-06 00:17:00,1056,538,245,82.23,,0,0,0,4.38,5.01,0,172,733,470,263,1222,,,24,31,25,23,19,25,18,24,23,28,56,0,2.37
2026-05-06 00:18:00,1051,539,260,88.5,,0,0,0,4.362,7.192,0,167,714,456,258,1229,,,19,31,21,23,16,29,19,23,22,26,57,0,.59
2026-05-06 00:19:00,1053,553,274,91.29,,0,0,0,4.465,5.569,0,156,724,452,272,1215,,,27,29,16,27,17,29,18,25,19,27,57,0,0
2026-05-06 00:20:00,1040,551,267,89.9,,0,0,0,4.249,4.485,0,168,704,439,265,1222,,,30,30,18,25,17,28,18,24,21,26,57,0,0
2026-05-06 00:21:00,1052,567,268,90.24,,0,0,0,4.347,5.578,0,168,745,473,272,1249,,,24,31,23,29,16,28,19,23,19,29,52,0,0
2026-05-06 00:22:00,1069,572,272,90.59,,0,0,0,4.471,6.766,0,154,756,475,281,1258,,,24,27,28,29,19,25,17,24,21,25,52,0,0
2026-05-06 00:23:00,1050,578,265,88.85,,0,0,0,4.614,5.401,0,157,733,457,276,1238,,,23,29,27,24,20,29,20,22,19,28,50,0,0
2026-05-06 00:24:00,1054,571,262,86.41,,0,0,0,4.577,7.2,0,152,719,445,274,1237,,,29,30,26,27,18,27,21,24,18,26,49,0,0
2026-05-06 00:25:00,1064,571,258,86.41,,0,0,0,4.731,5.705,0,156,701,435,266,1227,,,30,30,22,30,19,29,20,25,18,21,54,0,0
2026-05-06 00:26:00,1069,574,262,87.8,,0,0,0,4.466,5.244,0,152,693,428,265,1213,,,31,34,25,31,18,29,19,25,20,22,55,0,0
2026-05-06 00:27:00,1096,581,270,89.9,,0,0,0,4.603,5.987,0,147,731,453,278,1252,,,28,38,26,28,22,28,18,24,21,18,56,0,0
2026-05-06 00:28:00,1101,565,269,88.5,,0,0,0,4.53,6.485,0,151,745,452,293,1267,,,30,35,22,30,22,29,20,26,24,26,60,0,0
2026-05-06 00:29:00,1078,559,264,87.8,,0,0,0,4.661,5.67,0,151,721,434,287,1249,,,29,36,19,29,17,32,22,24,25,28,61,0,0
2026-05-06 00:30:00,1071,568,263,87.11,,0,0,0,4.522,5.33,0,168,715,434,281,1259,,,30,34,21,30,18,33,17,27,28,28,63,0,0
2026-05-06 00:31:00,1082,565,260,86.76,,0,0,0,4.641,5.716,0,154,746,456,290,1255,,,28,34,22,32,19,32,18,24,24,32,62,0,0
2026-05-06 00:32:00,1077,559,254,86.06,,0,0,0,4.676,7.885,0,154,736,452,284,1250,,,27,35,22,32,23,32,21,25,25,31,61,0,0
2026-05-06 00:33:00,1095,547,259,86.41,,0,0,0,4.878,6.739,0,149,754,448,306,1267,,,26,35,20,31,22,31,19,24,23,30,61,0,0
2026-05-06 00:34:00,1095,555,263,88.5,,0,0,0,4.932,9.06,0,150,768,438,330,1289,,,27,34,22,30,20,30,23,26,21,30,62,0,0
2026-05-06 00:35:00,1086,562,251,86.06,,0,0,0,5.161,7.058,0,148,745,428,317,1261,,,26,38,21,28,21,31,25,23,25,30,61,0,0
2026-05-06 00:36:00,1085,572,266,88.5,,0,0,0,4.703,5.018,0,139,741,419,322,1248,,,27,35,22,31,21,28,25,21,21,33,62,0,0
2026-05-06 00:37:00,1086,577,274,90.24,,0,0,0,4.897,6.467,0,131,723,408,315,1221,,,27,33,20,31,18,30,27,25,25,28,57,0,.59
2026-05-06 00:38:00,1080,581,271,92.33,,0,0,0,4.949,7.336,0,128,709,402,307,1208,,,26,33,23,32,22,30,28,25,24,27,56,0,.59
2026-05-06 00:39:00,1077,577,270,91.29,,0,0,0,5.022,5.485,0,131,686,386,300,1200,,,27,33,24,28,26,25,24,25,26,28,55,0,0
2026-05-06 00:40:00,1061,579,260,86.41,,0,0,0,4.759,5.607,0,156,681,384,297,1208,,,28,35,27,29,20,31,25,25,24,32,53,0,.59
2026-05-06 00:41:00,1073,572,251,83.97,,0,0,0,4.908,5.976,0,156,717,409,308,1233,,,27,35,25,29,22,28,26,20,24,34,53,0,.59
2026-05-06 00:42:00,1061,576,247,83.28,,0,0,0,4.99,7.187,0,180,703,397,306,1242,,,32,34,23,29,20,29,24,21,27,35,55,0,0
2026-05-06 00:43:00,1065,589,249,84.67,,0,0,0,5.059,5.713,0,187,727,412,315,1243,,,30,35,18,29,21,29,28,21,28,33,56,0,0
2026-05-06 00:44:00,1066,582,259,86.06,,0,0,0,4.93,7.757,0,187,728,419,309,1249,,,28,35,19,27,21,29,28,26,30,29,55,0,0
2026-05-06 00:45:00,1083,576,260,86.06,,0,0,0,5.043,5.777,0,178,704,403,301,1236,,,29,35,21,27,22,25,31,28,29,27,59,0,0
2026-05-06 00:46:00,1074,576,258,86.76,,0,0,0,4.715,4.958,0,174,685,396,289,1255,,,28,35,21,24,23,26,32,27,31,26,58,0,0
2026-05-06 00:47:00,1083,577,262,87.11,,0,0,0,4.749,5.301,0,168,701,409,292,1235,,,30,35,21,28,19,27,28,29,34,24,60,0,0
2026-05-06 00:48:00,1076,579,254,86.41,,0,0,0,4.684,5.674,0,175,698,411,287,1263,,,29,37,20,27,21,32,30,30,34,24,63,0,0
2026-05-06 00:49:00,1083,574,257,86.41,,0,0,0,4.75,5.277,0,165,708,413,295,1255,,,29,35,24,27,21,31,29,32,33,31,64,0,0
2026-05-06 00:50:00,1093,568,275,89.2,,0,0,0,4.571,4.684,0,161,692,404,288,1246,,,27,35,22,26,19,30,28,34,26,32,66,0,0
2026-05-06 00:51:00,1106,571,269,89.55,,0,0,0,4.581,5.38,0,170,735,429,306,1286,,,29,37,23,25,21,31,24,32,28,36,64,0,0
2026-05-06 00:52:00,1103,570,267,86.41,,0,0,0,4.671,7.359,0,170,742,431,311,1296,,,28,39,24,26,17,29,26,31,27,35,62,0,0
2026-05-06 00:53:00,1109,569,258,87.11,,0,0,0,4.793,5.737,0,157,757,439,318,1285,,,29,37,28,26,17,26,29,29,29,33,62,0,0
2026-05-06 00:54:00,1108,578,271,91.64,,0,0,0,4.607,5.702,0,147,760,424,336,1281,,,27,37,23,30,19,27,28,24,28,31,63,0,0
2026-05-06 00:55:00,1110,590,265,90.24,,0,0,0,4.481,4.786,0,137,742,416,326,1273,,,29,36,21,34,19,28,28,29,28,31,64,0,0
2026-05-06 00:56:00,1109,590,273,91.64,,0,0,0,4.796,9.328,0,128,731,409,322,1253,,,30,35,20,35,16,28,26,29,29,30,64,0,0
2026-05-06 00:57:00,1108,588,277,91.64,,0,0,0,4.436,4.536,0,120,719,404,315,1245,,,31,36,22,34,16,30,23,32,32,27,64,0,0
2026-05-06 00:58:00,1097,600,258,86.06,,0,0,0,4.738,8.012,0,119,698,394,304,1234,,,32,35,23,39,21,26,27,32,31,29,63,0,0
2026-05-06 00:59:00,1078,611,251,83.97,,0,0,0,4.374,4.403,0,124,675,380,295,1216,,,33,37,23,39,19,30,28,32,34,29,63,0,0
2026-05-06 01:00:00,1070,601,248,82.93,,0,0,0,4.408,5.104,0,143,664,373,291,1211,,,33,34,27,37,19,29,27,34,35,30,60,0,0
2026-05-06 01:01:00,1078,600,251,84.67,,0,0,0,4.502,5.062,0,136,680,394,286,1207,,,29,33,27,34,21,26,22,34,33,35,66,0,0
2026-05-06 01:02:00,1063,595,248,83.62,,0,0,0,4.523,6.583,0,147,674,393,281,1203,,,27,35,25,32,21,26,28,32,34,30,65,0,0
2026-05-06 01:03:00,1050,594,237,79.44,,0,0,0,4.728,7.811,0,146,686,397,289,1209,,,28,37,21,32,23,29,26,31,37,31,64,0,0
2026-05-06 01:04:00,1047,589,242,80.84,,0,0,0,4.564,6.411,0,149,698,392,306,1216,,,29,34,24,34,20,27,25,27,36,33,65,0,0
2026-05-06 01:05:00,1050,588,247,82.23,,0,0,0,4.632,5.021,0,135,676,378,298,1189,,,31,34,23,27,17,29,26,28,33,31,64,0,0
2026-05-06 01:06:00,1038,583,248,82.58,,0,0,0,4.413,4.558,0,139,662,367,295,1193,,,30,35,25,27,20,25,28,30,32,29,66,0,0
2026-05-06 01:07:00,1047,586,245,81.88,,0,0,0,4.482,5.189,0,138,704,406,298,1227,,,28,35,25,27,22,26,27,26,32,26,66,0,.59
2026-05-06 01:08:00,1032,578,234,79.44,,0,0,0,4.467,4.859,0,141,704,402,302,1246,,,32,35,25,28,17,25,30,26,27,28,65,0,0
2026-05-06 01:09:00,1027,577,241,81.18,,0,0,0,4.565,5.224,0,140,690,392,298,1225,,,32,37,25,24,20,25,31,27,28,31,66,0,.59
2026-05-06 01:10:00,1014,587,244,81.18,,0,0,0,4.498,4.28,0,165,678,381,297,1228,,,31,36,24,27,18,27,29,28,33,26,65,0,0
2026-05-06 01:11:00,1055,571,239,79.44,,0,0,0,4.624,5.97,0,156,713,407,306,1247,,,30,38,21,28,19,30,29,29,32,28,66,0,0
2026-05-06 01:12:00,1046,588,235,79.09,,0,0,0,4.57,6.739,0,174,697,396,301,1237,,,30,36,21,26,21,29,27,34,31,26,66,0,0
2026-05-06 01:13:00,1072,581,232,78.4,,0,0,0,4.687,6.014,0,174,711,397,314,1249,,,29,38,24,28,19,28,24,31,28,33,65,0,.59
2026-05-06 01:14:00,1064,587,239,81.18,,0,0,0,4.561,6.97,0,160,717,393,324,1245,,,31,38,23,29,17,27,23,31,30,32,65,0,0
2026-05-06 01:15:00,1064,585,257,84.67,,0,0,0,4.737,6.401,0,145,715,394,321,1216,,,32,38,21,32,16,29,26,34,31,27,63,0,0
2026-05-06 01:16:00,1058,584,265,86.76,,0,0,0,4.376,4.58,0,139,698,386,312,1209,,,31,37,22,30,19,28,27,31,30,25,63,0,0
2026-05-06 01:17:00,1072,577,258,87.11,,0,0,0,4.567,7.171,0,170,704,399,305,1227,,,31,37,21,28,18,30,26,28,29,25,68,0,0
2026-05-06 01:18:00,1051,578,253,85.37,,0,0,0,4.529,7.069,0,170,698,387,311,1218,,,27,40,24,30,17,28,24,28,32,27,68,0,0
2026-05-06 01:19:00,1036,581,249,85.02,,0,0,0,4.772,6.415,0,166,681,378,303,1196,,,24,36,20,34,21,25,23,31,33,26,68,0,0
2026-05-06 01:20:00,1039,578,258,84.67,,0,0,0,4.42,5.249,0,169,665,366,299,1204,,,28,32,19,34,23,31,25,31,32,27,68,0,0
2026-05-06 01:21:00,1058,581,255,84.32,,0,0,0,4.597,6.538,0,155,692,386,306,1220,,,28,34,18,32,22,30,28,34,29,23,68,0,0
2026-05-06 01:22:00,1049,565,250,84.67,,0,0,0,4.409,5.027,0,162,685,390,295,1254,,,30,32,25,29,22,26,25,34,29,26,68,0,.59
2026-05-06 01:23:00,1026,588,244,82.93,,0,0,0,4.608,6.769,0,161,681,382,299,1239,,,30,35,23,29,20,28,22,31,30,24,68,0,.59
2026-05-06 01:24:00,1016,585,240,80.84,,0,0,0,4.49,7.039,0,162,664,371,293,1220,,,27,35,19,34,20,30,24,31,28,25,67,0,0
2026-05-06 01:25:00,1009,588,234,79.79,,0,0,0,4.591,5.202,0,168,670,367,303,1224,,,28,36,18,29,20,31,25,29,30,27,69,0,0
2026-05-06 01:26:00,1020,584,241,79.44,,0,0,0,4.46,7.193,0,167,651,359,292,1204,,,29,35,16,31,22,29,27,32,31,28,69,0,.59
2026-05-06 01:27:00,1045,584,245,82.23,,0,0,0,4.548,5.497,0,161,679,376,303,1233,,,28,36,21,30,23,30,25,33,33,33,67,0,.59
2026-05-06 01:28:00,1045,584,248,84.32,,0,0,0,4.477,6.234,0,142,673,381,292,1245,,,25,34,22,27,22,32,27,29,31,32,68,0,.59
2026-05-06 01:29:00,1056,568,257,85.71,,0,0,0,4.592,5.542,0,129,685,386,299,1222,,,27,35,23,31,19,31,23,29,30,32,66,0,.59
2026-05-06 01:30:00,1040,572,246,83.62,,0,0,0,4.426,5.993,0,129,659,367,292,1238,,,27,38,21,30,20,29,25,33,28,29,62,0,0
2026-05-06 01:31:00,1039,591,243,81.88,,0,0,0,4.515,5.106,0,162,686,386,300,1240,,,27,34,25,27,26,24,26,29,30,23,61,0,0
2026-05-06 01:32:00,1045,589,250,82.58,,0,0,0,4.472,5.988,0,186,674,380,294,1255,,,26,32,24,26,21,28,29,30,29,23,61,0,0
2026-05-06 01:33:00,1058,579,256,83.62,,0,0,0,4.532,4.899,0,169,681,395,286,1241,,,27,27,25,28,21,30,31,27,30,24,64,0,0
2026-05-06 01:34:00,1054,585,250,84.32,,0,0,0,4.479,7.444,0,167,695,401,294,1261,,,25,32,23,27,22,30,31,28,30,23,65,0,0
2026-05-06 01:35:00,1067,573,252,85.37,,0,0,0,4.499,4.329,0,168,684,396,288,1253,,,29,31,26,29,22,29,30,27,29,23,65,0,0
2026-05-06 01:36:00,1072,574,252,83.62,,0,0,0,4.136,4.757,0,178,672,386,286,1244,,,30,31,25,30,20,27,29,25,28,31,64,0,0
2026-05-06 01:37:00,1090,575,246,81.88,,0,0,0,4.119,4.134,0,179,698,396,302,1255,,,32,33,27,29,16,26,27,28,25,30,66,0,0
2026-05-06 01:38:00,1092,571,251,83.62,,0,0,0,4.104,5.343,0,180,703,395,308,1276,,,28,34,27,32,17,26,30,29,26,29,69,0,0
2026-05-06 01:39:00,1087,581,237,79.09,,0,0,0,4.135,4.491,0,182,695,389,306,1273,,,25,36,28,34,15,28,28,25,26,33,69,0,0
2026-05-06 01:40:00,1083,583,246,81.53,,0,0,0,4.046,3.921,0,175,689,387,302,1261,,,26,39,23,36,17,27,27,22,26,28,69,0,0
2026-05-06 01:41:00,1126,559,266,86.06,,0,0,0,4.05,4.365,0,164,729,413,316,1288,,,31,39,26,31,22,24,25,26,26,26,71,0,0
2026-05-06 01:42:00,1115,568,263,84.32,,0,0,0,4.448,10.339,0,177,717,413,304,1318,,,28,39,24,33,21,26,27,28,28,26,71,0,0
2026-05-06 01:43:00,1118,565,259,85.71,,0,0,0,4.524,4.616,0,189,729,408,321,1326,,,29,38,22,35,22,27,28,24,32,27,72,0,0
2026-05-06 01:44:00,1130,555,267,86.41,,0,0,0,4.5,8.449,0,182,740,421,319,1337,,,30,36,24,32,20,28,24,24,32,27,70,0,0
2026-05-06 01:45:00,1113,560,259,85.37,,0,0,0,4.58,4.893,0,173,729,416,313,1306,,,32,36,21,34,20,32,22,23,32,26,67,0,0
2026-05-06 01:46:00,1097,583,262,86.06,,0,0,0,4.182,3.962,0,164,719,413,306,1289,,,31,36,24,35,21,29,25,21,26,30,65,0,0
2026-05-06 01:47:00,1088,577,260,87.8,,0,0,0,4.274,5.2,0,160,697,400,297,1272,,,32,37,27,29,22,25,24,27,29,29,65,0,0
2026-05-06 01:48:00,1081,579,257,85.71,,0,0,0,4.403,6.469,0,153,678,394,284,1254,,,33,38,24,29,17,26,28,27,29,31,65,0,0
2026-05-06 01:49:00,1057,596,253,84.67,,0,0,0,4.5,5.485,0,145,651,376,275,1222,,,33,41,24,30,19,27,26,27,26,37,65,0,0
2026-05-06 01:50:00,1047,592,262,88.15,,0,0,0,4.317,4.625,0,141,627,365,262,1198,,,34,41,22,31,19,28,22,26,29,37,67,0,.59
2026-05-06 01:51:00,1053,601,258,85.71,,0,0,0,4.421,5.559,0,165,647,386,261,1231,,,33,39,23,33,19,26,25,26,27,37,68,0,.59
2026-05-06 01:52:00,1037,605,255,84.32,,0,0,0,4.316,3.987,0,187,655,389,266,1249,,,33,37,27,31,21,27,24,25,27,41,68,0,.59
2026-05-06 01:53:00,1050,592,261,86.76,,0,0,0,4.398,5.552,0,182,665,395,270,1252,,,28,37,23,30,20,25,27,23,26,41,74,0,.59
2026-05-06 01:54:00,1036,606,264,88.15,,0,0,0,4.535,7.387,0,178,686,404,282,1267,,,30,33,23,27,19,25,27,26,24,37,78,0,.59
2026-05-06 01:55:00,1049,607,253,85.37,,0,0,0,4.683,6.246,0,163,668,395,273,1239,,,31,35,19,28,22,25,27,27,25,37,75,0,.59
2026-05-06 01:56:00,1046,593,253,83.97,,0,0,0,4.356,4.763,0,165,651,384,267,1265,,,30,34,21,25,20,27,29,31,29,39,75,0,.59
2026-05-06 01:57:00,1068,589,251,83.62,,0,0,0,4.504,6.223,0,167,688,410,278,1258,,,28,33,20,28,20,26,30,29,33,34,75,0,.59
2026-05-06 01:58:00,1073,587,255,85.02,,0,0,0,4.412,5.11,0,159,675,399,276,1264,,,27,36,17,26,18,28,29,30,34,32,76,0,.59
2026-05-06 01:59:00,1084,562,260,86.41,,0,0,0,4.482,5.463,0,157,687,396,291,1248,,,31,37,21,26,18,28,28,29,34,31,74,0,.59
2026-05-06 02:00:00,1082,560,274,89.55,,0,0,0,4.388,5.238,0,148,676,386,290,1236,,,28,34,22,24,18,27,27,31,31,33,71,0,.59
2026-05-06 02:01:00,1100,563,276,89.55,,0,0,0,4.452,5.833,0,161,713,407,306,1263,,,31,32,25,26,21,29,26,26,33,33,71,0,0
2026-05-06 02:02:00,1110,543,271,87.46,,0,0,0,4.437,4.688,0,171,715,410,305,1290,,,27,34,19,21,23,32,30,27,33,36,74,0,0
2026-05-06 02:03:00,1120,544,271,86.76,,0,0,0,4.614,6.28,0,157,736,422,314,1286,,,28,32,22,23,26,29,31,23,31,37,71,0,.59
2026-05-06 02:04:00,1104,538,265,87.46,,0,0,0,4.46,4.202,0,161,741,434,307,1297,,,24,36,21,27,27,28,30,26,32,37,70,0,0
2026-05-06 02:05:00,1105,536,273,88.15,,0,0,0,4.644,6.893,0,150,727,428,299,1287,,,24,33,19,34,22,32,28,27,33,33,70,0,0
2026-05-06 02:06:00,1088,532,265,87.46,,0,0,0,4.626,5.466,0,159,721,425,296,1274,,,29,32,20,31,24,30,26,29,35,35,67,0,.59
2026-05-06 02:07:00,1083,543,266,87.8,,0,0,0,4.699,5.506,0,157,713,421,292,1255,,,31,32,25,30,22,30,29,27,35,35,66,0,.59
2026-05-06 02:08:00,1084,544,260,86.76,,0,0,0,4.741,5.746,0,150,707,420,287,1259,,,31,35,26,30,21,33,31,24,32,35,63,0,0
2026-05-06 02:09:00,1079,544,251,85.37,,0,0,0,4.861,5.211,0,155,701,418,283,1245,,,29,37,18,28,24,33,33,28,37,35,65,0,1.18
2026-05-06 02:10:00,1064,557,255,86.06,,0,0,0,4.779,4.737,0,152,698,420,278,1244,,,30,36,20,29,19,34,29,25,39,30,64,0,0
2026-05-06 02:11:00,1083,557,261,87.11,,0,0,0,4.862,4.977,0,166,738,444,294,1284,,,30,33,21,27,19,37,27,26,38,30,62,0,0
2026-05-06 02:12:00,1061,580,257,86.06,,0,0,0,4.898,5.958,0,174,726,435,291,1291,,,28,35,19,31,19,30,28,29,35,28,60,0,0
2026-05-06 02:13:00,1066,593,259,87.11,,0,0,0,5.016,5.88,0,157,737,437,300,1291,,,28,37,19,30,17,33,31,26,33,26,63,0,0
2026-05-06 02:14:00,1073,592,265,89.2,,0,0,0,4.889,5.062,0,153,722,427,295,1300,,,29,37,17,30,16,31,29,26,34,32,62,0,0
2026-05-06 02:15:00,1084,594,263,89.2,,0,0,0,4.856,5.508,0,151,736,435,301,1301,,,26,38,17,29,19,30,29,27,33,33,63,0,0
2026-05-06 02:16:00,1086,589,265,88.15,,0,0,0,4.783,6.096,0,142,729,430,299,1312,,,21,38,24,28,21,30,29,27,27,32,62,0,.59
2026-05-06 02:17:00,1120,595,258,86.41,,0,0,0,4.851,5.246,0,149,761,453,308,1331,,,23,35,26,29,18,27,31,21,28,35,65,0,0
2026-05-06 02:18:00,1111,589,252,82.23,,0,0,0,4.781,6.007,0,151,769,471,298,1335,,,28,33,22,28,19,32,30,23,23,35,63,0,1.78
2026-05-06 02:19:00,1105,604,244,82.23,,0,0,0,4.836,5.376,0,149,784,480,304,1340,,,33,38,19,29,19,33,29,22,29,33,63,0,.59
2026-05-06 02:20:00,1092,604,240,80.14,,0,0,0,4.642,4.712,0,151,761,466,295,1331,,,31,35,24,31,20,30,30,20,27,36,62,0,0
2026-05-06 02:21:00,1092,598,242,80.84,,0,0,0,4.729,5.103,0,143,757,462,295,1310,,,29,33,26,29,18,28,26,18,27,37,64,0,0
2026-05-06 02:22:00,1093,591,247,82.93,,0,0,0,4.701,5.507,0,151,741,452,289,1302,,,29,32,23,27,20,27,26,21,27,35,65,0,0
2026-05-06 02:23:00,1097,588,257,86.06,,0,0,0,4.734,4.886,0,136,719,440,279,1280,,,25,31,19,27,17,30,24,21,29,29,63,0,0
2026-05-06 02:24:00,1081,599,258,85.37,,0,0,0,4.621,5.373,0,132,705,430,275,1264,,,27,32,16,28,18,27,20,23,25,30,64,0,0
2026-05-06 02:25:00,1074,593,252,85.71,,0,0,0,4.654,4.936,0,128,681,414,267,1241,,,25,35,20,26,18,27,24,23,27,28,63,0,0
2026-05-06 02:26:00,1061,600,244,82.93,,0,0,0,4.412,4.185,0,136,661,405,256,1238,,,26,34,22,29,20,28,22,27,30,26,63,0,0
2026-05-06 02:27:00,1044,607,241,80.49,,0,0,0,4.48,5.215,0,140,691,424,267,1235,,,27,35,24,34,22,28,24,24,28,26,65,0,0
2026-05-06 02:28:00,1035,612,236,80.84,,0,0,0,4.381,5.627,0,143,676,420,256,1240,,,27,33,26,32,18,25,25,25,24,28,67,0,0
2026-05-06 02:29:00,1049,608,243,80.14,,0,0,0,4.467,5.813,0,130,675,429,246,1211,,,29,30,24,31,18,26,22,28,23,28,68,0,0
2026-05-06 02:30:00,1042,597,233,77.7,,0,0,0,4.261,4.585,0,152,667,420,247,1220,,,28,32,21,30,18,29,27,25,21,28,66,0,0
2026-05-06 02:31:00,1058,590,238,79.44,,0,0,0,4.369,5.976,0,144,703,439,264,1230,,,25,29,21,28,22,30,27,26,24,26,65,0,0
2026-05-06 02:32:00,1052,595,241,80.49,,0,0,0,4.222,4.259,0,145,709,437,272,1241,,,24,29,21,24,15,29,27,27,28,25,68,0,0
2026-05-06 02:33:00,1044,599,249,81.53,,0,0,0,4.393,6.758,0,140,712,443,269,1227,,,25,29,19,27,17,26,23,26,25,25,68,0,0
2026-05-06 02:34:00,1039,588,256,86.06,,0,0,0,4.227,4.517,0,134,691,430,261,1210,,,24,32,17,27,19,26,20,23,25,25,66,0,0
2026-05-06 02:35:00,1027,598,248,82.58,,0,0,0,4.437,7.031,0,140,686,415,271,1208,,,24,32,17,24,22,26,22,20,20,26,64,0,.59
2026-05-06 02:36:00,1019,601,246,81.53,,0,0,0,4.246,4.618,0,145,666,404,262,1195,,,26,28,19,27,21,30,22,27,20,24,62,0,1.78
2026-05-06 02:37:00,1028,598,247,82.93,,0,0,0,4.49,6.744,0,150,718,438,280,1238,,,24,27,18,27,18,27,20,23,20,20,62,0,1.18
2026-05-06 02:38:00,1035,594,258,86.76,,0,0,0,4.258,4.458,0,147,729,433,296,1241,,,23,22,23,30,16,25,22,24,19,24,60,0,.59
2026-05-06 02:39:00,1026,596,262,87.46,,0,0,0,4.511,7.341,0,147,711,421,290,1215,,,25,23,22,28,18,23,23,23,22,26,60,0,.59
2026-05-06 02:40:00,1011,593,257,86.06,,0,0,0,4.345,4.283,0,149,699,416,283,1212,,,22,29,25,28,19,24,19,24,23,26,60,0,0
2026-05-06 02:41:00,1035,622,245,83.28,,0,0,0,4.552,6.575,0,153,738,444,294,1235,,,26,27,24,30,17,23,22,25,22,24,61,0,1.18
