CRT_TM,M16HUB.QUE.ALL.CURRENTQCNT,M16HUB.QUE.ALL.CURRENTQCOMPLETED,M16HUB.QUE.OHT.CURRENTOHTQCNT,M16HUB.QUE.OHT.OHTUTIL,M16HUB.QUE.LOAD.AVGLOADTIME,M16HUB.QUE.ALL.TRANSPORT4MINOVERCNT,M16HUB.QUE.ALL.TRANSPORT4MINOVERRATIO,M16HUB.QUE.ALL.TRANSPORT4MINOVERTIMEAVG,M16HUB.QUE.TIME.AVGTOTALTIME,M16HUB.QUE.TIME.AVGTOTALTIME1MIN,M16HUB.OHT.ALERT.OHTMCPALARMCNT,M16HUB.QUE.M14TOM16.MESCURRENTQCNT,M16HUB.QUE.M16TOM14.MESCURRENTQCNT,M16HUB.QUE.M16TOM14A.MESCURRENTQCNT,M16HUB.QUE.M16TOM14B.MESCURRENTQCNT,M16HUB.QUE.ALL.FABTRANSJOBCNT,M16HUB.QUE.M14ATOM16.MESCURRENTQCNT,M16HUB.QUE.M14BTOM16.MESCURRENTQCNT,M16HUB.LFT.6ABL6011.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL6012.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL6021.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL6022.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL6031.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL6032.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL0111.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL0112.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL0121.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL0122.TOTAL_CURRENTQCNT,M16HUB.QUE.ALL.M16HUBTOM14MANUAL_CURRENTQCNT,M16HUB.STRATE.STK.STORAGERATIO,M16HUB.STRATE.ALL.FABSTORAGERATIO
2026-05-06 20:15:00,1026,558,248,82.93,,0,0,0,4.624,6.617,0,131,690,349,341,1191,,,29,36,27,32,14,31,25,25,26,26,73,0,0
2026-05-06 20:16:00,1008,558,235,80.14,,0,0,0,4.624,5.933,0,157,669,336,333,1202,,,29,37,27,36,12,30,25,27,24,22,70,0,0
2026-05-06 20:17:00,1034,568,244,82.23,,0,0,0,4.568,4.485,0,152,688,358,330,1213,,,29,34,26,33,11,28,21,24,24,23,72,0,0
2026-05-06 20:18:00,1031,575,248,83.62,,0,0,0,4.67,5.15,0,153,673,351,322,1208,,,31,38,26,33,14,28,23,25,21,25,72,0,0
2026-05-06 20:19:00,1040,578,248,83.97,,0,0,0,4.615,4.44,0,149,692,361,331,1226,,,35,37,26,33,15,29,25,23,20,26,71,0,0
2026-05-06 20:20:00,1020,593,242,81.18,,0,0,0,4.791,5.935,0,151,675,354,321,1216,,,33,34,24,36,13,31,28,23,19,28,69,0,0
2026-05-06 20:21:00,1034,591,232,76.31,,0,0,0,4.66,4.201,0,161,727,385,342,1252,,,33,36,22,35,16,31,32,23,24,27,71,0,0
2026-05-06 20:22:00,1026,598,236,77.7,,0,0,0,4.688,4.498,0,167,718,375,343,1272,,,27,36,25,36,19,28,33,24,24,23,67,0,0
2026-05-06 20:23:00,1038,587,233,78.75,,0,0,0,4.517,3.877,0,164,728,372,356,1265,,,31,36,26,34,20,33,29,24,26,23,68,0,0
2026-05-06 20:24:00,1047,578,255,84.67,,0,0,0,4.504,4.735,0,168,738,369,369,1267,,,30,40,22,31,19,33,22,22,23,23,67,0,0
2026-05-06 20:25:00,1033,590,244,83.28,,0,0,0,4.342,3.984,0,159,715,356,359,1244,,,28,38,20,30,19,32,22,27,25,24,68,0,.59
2026-05-06 20:26:00,1036,579,246,82.23,,0,0,0,4.314,5.269,0,179,692,343,349,1249,,,30,36,22,29,19,25,23,24,26,24,65,0,1.78
2026-05-06 20:27:00,1049,584,253,85.37,,0,0,0,4.231,4.347,0,168,700,360,340,1248,,,29,39,24,26,19,29,22,23,21,24,70,0,2.37
2026-05-06 20:28:00,1049,575,258,85.71,,0,0,0,4.244,5.195,0,161,682,350,332,1228,,,26,36,23,28,18,32,20,24,22,24,68,0,2.37
2026-05-06 20:29:00,1055,572,261,87.46,,0,0,0,4.183,4.261,0,158,685,345,340,1231,,,26,37,24,29,20,28,19,20,24,24,71,0,2.96
2026-05-06 20:30:00,1050,560,266,87.46,,0,0,0,4.388,7.453,0,152,673,346,327,1222,,,28,35,27,31,17,27,17,22,26,22,74,0,4.73
2026-05-06 20:31:00,1062,580,262,86.76,,0,0,0,4.212,4.858,0,146,706,368,338,1231,,,29,35,26,31,18,27,22,25,26,22,73,0,4.73
2026-05-06 20:32:00,1066,570,257,86.41,,0,0,0,4.366,6.126,0,135,704,368,336,1226,,,28,35,27,32,22,23,21,21,28,27,76,0,5.33
2026-05-06 20:33:00,1073,578,256,85.71,,0,0,0,4.387,5.423,0,136,721,381,340,1226,,,28,38,25,32,21,25,21,22,28,26,77,0,4.73
2026-05-06 20:34:00,1067,578,255,86.41,,0,0,0,4.541,5.792,0,127,710,376,334,1204,,,26,39,27,30,20,24,27,24,26,30,76,0,2.96
2026-05-06 20:35:00,1067,573,267,89.55,,0,0,0,4.476,5.54,0,126,707,370,337,1210,,,24,36,22,34,21,31,26,27,27,29,75,0,2.37
2026-05-06 20:36:00,1065,579,268,88.85,,0,0,0,4.559,5.111,0,135,682,362,320,1206,,,25,33,25,35,21,29,28,24,27,29,72,0,1.78
2026-05-06 20:37:00,1078,575,271,88.15,,0,0,0,4.529,6.256,0,131,695,382,313,1207,,,23,33,24,37,20,27,29,26,30,31,74,0,1.78
2026-05-06 20:38:00,1063,588,271,88.5,,0,0,0,4.539,4.62,0,133,682,376,306,1209,,,23,38,23,34,21,26,30,23,31,29,70,0,1.18
2026-05-06 20:39:00,1073,574,273,90.24,,0,0,0,4.599,7.063,0,130,698,378,320,1202,,,22,39,22,32,23,24,31,22,33,26,72,0,1.78
2026-05-06 20:40:00,1060,591,271,90.24,,0,0,0,4.682,5.06,0,138,683,370,313,1207,,,23,40,20,33,21,22,31,23,32,28,69,0,.59
2026-05-06 20:41:00,1059,575,260,85.37,,0,0,0,4.594,5.671,0,134,706,389,317,1224,,,27,41,17,34,24,20,29,28,31,24,66,0,0
2026-05-06 20:42:00,1044,583,267,86.76,,0,0,0,4.659,4.742,0,149,690,381,309,1221,,,27,42,18,35,18,24,33,29,28,26,66,0,1.18
2026-05-06 20:43:00,1032,577,258,85.71,,0,0,0,4.675,6.801,0,145,696,379,317,1209,,,26,41,21,32,18,23,31,28,28,26,67,0,1.18
2026-05-06 20:44:00,1038,576,256,86.06,,0,0,0,4.784,5.699,0,140,692,370,322,1206,,,26,38,23,30,21,24,28,31,29,27,68,0,.59
2026-05-06 20:45:00,1026,582,257,86.76,,0,0,0,4.659,6.101,0,135,684,366,318,1190,,,24,33,26,31,20,25,29,26,28,24,64,0,.59
2026-05-06 20:46:00,1022,578,244,82.93,,0,0,0,4.819,5.615,0,152,669,359,310,1206,,,27,35,22,30,18,29,29,28,31,26,64,0,.59
2026-05-06 20:47:00,1023,574,223,77,,0,0,0,4.814,6.431,0,147,696,378,318,1210,,,28,33,20,34,16,28,31,25,35,25,65,0,0
2026-05-06 20:48:00,988,584,224,74.56,,0,0,0,4.977,5.969,0,139,690,388,302,1202,,,25,36,22,31,17,27,29,29,38,24,63,0,.59
2026-05-06 20:49:00,1004,587,228,77.35,,0,0,0,4.825,6.545,0,131,692,385,307,1197,,,22,35,23,28,21,24,31,26,36,26,66,0,1.78
2026-05-06 20:50:00,1008,568,239,82.23,,0,0,0,5.009,6.474,0,133,685,379,306,1209,,,26,34,23,32,20,23,30,23,31,26,63,0,0
2026-05-06 20:51:00,1040,552,252,84.32,,0,0,0,4.758,5.472,0,132,723,402,321,1234,,,27,30,17,32,19,26,25,25,33,28,63,0,0
2026-05-06 20:52:00,1034,544,256,85.37,,0,0,0,4.87,5.436,0,139,707,392,315,1250,,,28,30,17,30,17,28,25,26,33,25,65,0,.59
2026-05-06 20:53:00,1039,544,245,83.28,,0,0,0,4.921,9.383,0,141,718,396,322,1250,,,27,32,18,32,20,25,24,26,27,23,65,0,1.18
2026-05-06 20:54:00,1033,547,249,83.97,,0,0,0,5.03,5.751,0,138,717,392,325,1242,,,28,33,23,26,20,25,18,22,27,26,65,0,.59
2026-05-06 20:55:00,1035,547,236,79.44,,0,0,0,4.713,6.137,0,133,697,380,317,1232,,,29,31,24,31,22,26,19,17,29,27,65,0,.59
2026-05-06 20:56:00,1031,546,226,77.35,,0,0,0,4.911,6.451,0,143,683,371,312,1231,,,28,30,24,34,19,31,24,17,28,26,65,0,0
2026-05-06 20:57:00,1046,544,235,78.75,,0,0,0,4.909,6.433,0,153,719,390,329,1246,,,26,33,27,30,21,28,25,25,23,28,62,0,0
2026-05-06 20:58:00,1045,528,236,79.44,,0,0,0,5.046,5.951,0,136,704,379,325,1221,,,27,35,23,28,23,26,26,26,24,25,62,0,0
2026-05-06 20:59:00,1051,536,242,80.84,,0,0,0,4.99,8.86,0,136,741,405,336,1244,,,29,38,21,28,24,26,22,25,22,23,61,0,0
2026-05-06 21:00:00,1046,542,241,81.18,,0,0,0,5.036,4.816,0,141,729,400,329,1250,,,27,33,21,29,24,25,22,22,25,26,59,0,0
2026-05-06 21:01:00,1060,556,239,79.79,,0,0,0,4.771,5.334,0,139,746,420,326,1230,,,25,35,20,32,23,22,21,22,29,20,65,0,0
2026-05-06 21:02:00,1060,555,226,76.31,,0,0,0,4.845,5.329,0,144,739,412,327,1232,,,27,34,21,33,21,25,22,23,28,20,67,0,0
2026-05-06 21:03:00,1061,562,228,75.61,,0,0,0,4.862,7.857,0,144,762,414,348,1252,,,22,36,18,26,20,24,27,26,26,23,66,0,0
2026-05-06 21:04:00,1048,566,221,74.56,,0,0,0,4.899,4.882,0,141,742,402,340,1241,,,23,32,18,29,20,27,27,25,28,24,67,0,0
2026-05-06 21:05:00,1055,557,236,78.4,,0,0,0,4.649,5.731,0,135,749,403,346,1239,,,24,34,19,31,20,26,22,28,30,22,68,0,0
2026-05-06 21:06:00,1055,555,247,82.23,,0,0,0,4.624,4.811,0,154,739,396,343,1265,,,24,33,18,30,17,25,19,25,24,22,69,0,1.78
2026-05-06 21:07:00,1079,566,255,83.62,,0,0,0,4.708,7.59,0,147,775,417,358,1292,,,27,36,17,28,14,22,20,28,22,20,72,0,1.18
2026-05-06 21:08:00,1076,559,251,84.32,,0,0,0,4.856,5.657,0,168,760,411,349,1341,,,27,32,18,29,18,23,21,25,20,22,74,0,.59
2026-05-06 21:09:00,1099,554,256,84.32,,0,0,0,4.908,9.467,0,164,783,421,362,1325,,,27,35,24,29,20,25,23,25,23,21,74,0,1.78
2026-05-06 21:10:00,1079,560,256,87.11,,0,0,0,5.061,5.126,0,166,769,417,352,1302,,,25,34,31,25,20,23,22,25,26,20,71,0,1.78
2026-05-06 21:11:00,1089,566,265,89.2,,0,0,0,4.635,5.977,0,151,771,420,351,1280,,,25,33,29,25,19,23,23,24,19,21,72,0,.59
2026-05-06 21:12:00,1069,577,256,85.37,,0,0,0,4.733,5.561,0,147,759,410,349,1256,,,26,33,23,29,19,24,23,26,21,20,71,0,0
2026-05-06 21:13:00,1067,568,247,82.58,,0,0,0,4.701,6.936,0,153,762,413,349,1258,,,30,32,23,29,21,27,20,22,19,21,69,0,0
2026-05-06 21:14:00,1072,553,259,86.41,,0,0,0,4.805,5.553,0,145,749,405,344,1243,,,28,35,20,28,17,26,19,24,20,19,70,0,0
2026-05-06 21:15:00,1060,551,259,87.8,,0,0,0,4.557,4.597,0,142,735,397,338,1224,,,27,36,24,28,18,27,13,24,21,23,68,0,0
2026-05-06 21:16:00,1043,566,262,88.5,,0,0,0,4.609,5.421,0,168,709,386,323,1232,,,26,39,22,28,20,29,12,27,21,22,70,0,0
2026-05-06 21:17:00,1069,556,254,84.67,,0,0,0,4.871,8.911,0,174,727,397,330,1270,,,25,34,22,28,21,27,18,25,23,23,71,0,.59
2026-05-06 21:18:00,1047,568,251,83.62,,0,0,0,4.96,5.348,0,173,715,391,324,1270,,,25,32,21,29,17,30,20,23,23,20,71,0,1.18
2026-05-06 21:19:00,1047,581,241,79.09,,0,0,0,4.754,7.126,0,166,711,392,319,1269,,,26,33,26,26,16,29,20,27,21,21,76,0,2.37
2026-05-06 21:20:00,1028,577,244,81.53,,0,0,0,4.881,5.52,0,166,695,381,314,1260,,,24,31,22,30,19,31,22,25,22,21,74,0,1.18
2026-05-06 21:21:00,1042,576,247,82.58,,0,0,0,4.607,4.886,0,177,720,400,320,1279,,,22,32,22,29,21,32,25,24,21,23,74,0,1.18
2026-05-06 21:22:00,1033,563,249,81.53,,0,0,0,4.642,4.867,0,178,731,414,317,1285,,,24,33,21,29,16,31,22,25,24,22,72,0,1.18
2026-05-06 21:23:00,1051,555,257,84.67,,0,0,0,4.509,4.648,0,166,749,424,325,1283,,,27,31,19,32,19,26,21,23,26,23,73,0,.59
2026-05-06 21:24:00,1062,560,277,91.99,,0,0,0,4.574,5.258,0,163,738,416,322,1254,,,28,31,22,28,15,28,23,24,25,25,71,0,.59
2026-05-06 21:25:00,1061,562,279,93.38,,0,0,0,4.51,6.25,0,165,748,420,328,1278,,,23,31,17,26,17,25,22,23,19,24,71,0,1.18
2026-05-06 21:26:00,1060,564,289,96.86,,0,0,0,4.552,5.069,0,158,729,408,321,1277,,,21,34,22,26,21,26,22,23,23,22,70,0,1.78
2026-05-06 21:27:00,1069,580,280,92.68,,0,0,0,4.435,5.231,0,153,750,417,333,1279,,,23,30,20,28,21,26,23,20,23,20,67,0,1.78
2026-05-06 21:28:00,1054,583,271,92.68,,0,0,0,4.553,5.744,0,148,720,399,321,1249,,,27,33,24,30,21,24,23,21,21,23,66,0,1.18
2026-05-06 21:29:00,1061,570,278,92.33,,0,0,0,4.663,7.202,0,145,724,394,330,1257,,,25,33,24,30,23,27,29,24,20,20,66,0,0
2026-05-06 21:30:00,1056,575,283,93.73,,0,0,0,4.809,6.076,0,157,702,380,322,1277,,,22,37,26,33,24,29,32,20,17,21,65,0,1.18
2026-05-06 21:31:00,1073,574,276,91.64,,0,0,0,4.648,6.223,0,168,739,403,336,1301,,,23,36,25,34,24,28,27,22,16,24,65,0,1.78
2026-05-06 21:32:00,1068,574,262,89.2,,0,0,0,4.768,5.105,0,173,721,394,327,1285,,,26,33,27,35,23,30,26,21,19,24,65,0,1.18
2026-05-06 21:33:00,1068,585,254,83.97,,0,0,0,4.722,5.877,0,172,730,395,335,1288,,,26,33,28,31,26,28,28,20,20,22,68,0,1.18
2026-05-06 21:34:00,1075,593,248,81.88,,0,0,0,4.789,4.607,0,170,713,390,323,1294,,,30,36,28,31,28,24,28,22,21,23,67,0,1.18
2026-05-06 21:35:00,1082,587,245,80.84,,0,0,0,4.743,5.09,0,156,736,406,330,1286,,,30,40,24,33,22,30,28,22,23,23,65,0,1.18
2026-05-06 21:36:00,1078,578,250,82.93,,0,0,0,4.818,5.056,0,143,718,395,323,1257,,,27,42,24,36,24,32,24,25,27,22,63,0,1.18
2026-05-06 21:37:00,1088,565,241,81.53,,0,0,0,4.839,5.44,0,174,736,415,321,1283,,,28,41,25,33,23,34,26,23,27,23,66,0,1.18
2026-05-06 21:38:00,1076,544,253,85.37,,0,0,0,4.842,5.016,0,178,730,409,321,1292,,,29,39,23,37,22,32,22,21,27,24,65,0,1.18
2026-05-06 21:39:00,1087,552,249,85.37,,0,0,0,4.713,5.667,0,167,720,405,315,1276,,,32,43,25,33,24,30,24,24,27,29,67,0,1.18
2026-05-06 21:40:00,1064,563,247,83.97,,0,0,0,4.703,5.041,0,173,698,390,308,1259,,,29,39,23,30,22,31,26,26,26,31,66,0,1.18
2026-05-06 21:41:00,1098,555,249,83.62,,0,0,0,4.457,4.461,0,164,727,404,323,1271,,,28,41,23,33,16,30,29,25,31,30,71,0,.59
2026-05-06 21:42:00,1084,575,259,86.41,,0,0,0,4.463,4.879,0,161,700,387,313,1247,,,26,37,26,31,17,32,27,26,30,27,71,0,.59
2026-05-06 21:43:00,1098,572,273,89.2,,0,0,0,4.468,5.292,0,144,715,389,326,1247,,,27,37,25,30,22,28,28,28,31,28,69,0,0
2026-05-06 21:44:00,1092,579,269,88.85,,0,0,0,4.504,4.752,0,158,695,379,316,1262,,,25,38,20,29,22,31,30,26,28,30,70,0,0
2026-05-06 21:45:00,1077,591,252,85.71,,0,0,0,4.29,5.274,0,157,693,375,318,1246,,,24,38,23,28,22,33,27,26,29,28,68,0,0
2026-05-06 21:46:00,1082,593,245,81.53,,0,0,0,4.292,4.897,0,168,680,367,313,1255,,,23,39,22,30,24,32,26,25,29,25,66,0,0
2026-05-06 21:47:00,1091,594,237,78.75,,0,0,0,4.308,6.218,0,173,710,386,324,1280,,,26,39,23,30,28,30,24,29,32,23,64,0,.59
2026-05-06 21:48:00,1081,601,235,78.75,,0,0,0,4.279,3.939,0,158,693,373,320,1253,,,30,37,25,35,19,32,23,29,35,28,63,0,0
2026-05-06 21:49:00,1078,603,240,80.49,,0,0,0,4.243,6.923,0,150,692,361,331,1237,,,28,36,28,33,19,33,24,27,30,29,62,0,0
2026-05-06 21:50:00,1070,587,235,79.44,,0,0,0,4.285,4.547,0,140,696,374,322,1245,,,23,38,26,35,21,32,28,24,29,32,60,0,0
2026-05-06 21:51:00,1089,594,246,81.53,,0,0,0,4.146,4.063,0,140,729,393,336,1253,,,28,35,24,34,22,33,27,29,32,31,56,0,0
2026-05-06 21:52:00,1076,572,252,83.62,,0,0,0,4.154,4.261,0,145,704,377,327,1255,,,28,36,24,32,22,32,26,29,32,31,55,0,0
2026-05-06 21:53:00,1084,569,258,85.71,,0,0,0,4.297,5.924,0,145,720,384,336,1243,,,24,35,24,35,20,33,26,29,30,27,59,0,0
2026-05-06 21:54:00,1071,561,255,84.67,,0,0,0,4.376,4.556,0,136,696,370,326,1240,,,27,34,28,30,22,38,30,28,26,27,59,0,0
2026-05-06 21:55:00,1080,550,256,84.32,,0,0,0,4.222,4.18,0,124,697,363,334,1231,,,28,37,28,29,20,36,29,32,29,25,59,0,0
2026-05-06 21:56:00,1074,552,254,85.37,,0,0,0,4.294,4.747,0,113,679,355,324,1221,,,27,36,29,29,21,36,27,30,27,28,57,0,0
2026-05-06 21:57:00,1079,556,247,83.62,,0,0,0,4.275,4.371,0,132,701,368,333,1233,,,27,35,27,29,22,34,30,28,26,27,56,0,0
2026-05-06 21:58:00,1074,556,250,84.67,,0,0,0,4.321,4.932,0,132,710,384,326,1235,,,27,35,28,28,18,35,31,28,28,26,58,0,0
2026-05-06 21:59:00,1068,554,255,85.37,,0,0,0,4.177,4.291,0,130,714,383,331,1225,,,28,37,27,29,20,31,29,30,32,28,59,0,0
2026-05-06 22:00:00,1060,547,252,83.97,,0,0,0,4.241,5.708,0,138,693,375,318,1221,,,30,35,24,31,20,31,31,28,26,28,58,0,0
2026-05-06 22:01:00,1072,545,242,81.53,,0,0,0,4.116,4.159,0,141,718,391,327,1214,,,29,36,24,31,23,28,29,27,28,33,65,0,0
2026-05-06 22:02:00,1063,552,248,81.53,,0,0,0,4.269,6.034,0,145,738,397,341,1230,,,30,37,23,28,22,30,27,27,33,31,65,0,0
2026-05-06 22:03:00,1066,555,243,80.49,,0,0,0,4.223,4.434,0,142,730,394,336,1223,,,34,34,22,29,22,27,26,27,30,30,66,0,0
2026-05-06 22:04:00,1081,553,223,76.66,,0,0,0,4.399,6.51,0,155,740,388,352,1251,,,30,34,23,33,21,31,26,29,29,32,68,0,1.18
2026-05-06 22:05:00,1082,555,234,76.66,,0,0,0,4.315,4.593,0,137,727,384,343,1234,,,26,35,22,35,18,27,28,25,29,26,67,0,.59
2026-05-06 22:06:00,1071,553,225,75.96,,0,0,0,4.489,6.056,0,135,714,376,338,1208,,,24,36,29,34,19,30,30,26,28,25,66,0,.59
2026-05-06 22:07:00,1069,556,216,73.17,,0,0,0,4.412,4.974,0,152,737,397,340,1235,,,27,38,27,35,21,29,28,25,25,23,68,0,.59
2026-05-06 22:08:00,1052,557,209,70.38,,0,0,0,4.668,6.689,0,144,731,398,333,1253,,,27,35,24,36,19,32,28,23,26,23,66,0,.59
2026-05-06 22:09:00,1056,555,219,74.22,,0,0,0,4.49,4.403,0,138,746,400,346,1242,,,27,38,23,36,18,29,27,24,23,25,67,0,.59
2026-05-06 22:10:00,1042,566,214,72.82,,0,0,0,4.499,4.556,0,156,733,391,342,1248,,,26,37,26,33,17,30,25,26,23,24,70,0,0
2026-05-06 22:11:00,1086,565,229,77.7,,0,0,0,4.531,4.383,0,148,769,407,362,1263,,,26,35,20,33,18,27,26,24,21,27,72,0,0
2026-05-06 22:12:00,1072,568,235,78.75,,0,0,0,4.581,5.021,0,156,756,394,362,1280,,,27,33,17,33,17,25,23,25,17,26,71,0,0
2026-05-06 22:13:00,1067,579,238,79.79,,0,0,0,4.652,5.371,0,155,773,399,374,1261,,,25,35,17,29,13,28,21,26,17,28,70,0,0
2026-05-06 22:14:00,1058,585,231,78.4,,0,0,0,4.562,5.79,0,147,756,388,368,1245,,,25,35,19,33,13,29,19,24,24,29,66,0,0
2026-05-06 22:15:00,1073,579,242,82.23,,0,0,0,4.707,6.186,0,152,772,392,380,1267,,,29,32,21,33,14,28,15,27,20,27,65,0,0
2026-05-06 22:16:00,1066,571,246,83.62,,0,0,0,4.374,4.383,0,154,761,393,368,1250,,,27,29,22,32,17,28,18,27,19,26,65,0,.59
2026-05-06 22:17:00,1064,569,255,86.06,,0,0,0,4.505,7.309,0,149,742,377,365,1239,,,23,34,21,33,17,26,20,25,16,26,65,0,1.18
2026-05-06 22:18:00,1056,574,247,82.23,,0,0,0,4.308,4.969,0,141,724,365,359,1212,,,30,32,19,29,16,24,22,21,17,27,64,0,.59
2026-05-06 22:19:00,1025,582,247,82.93,,0,0,0,4.598,8.168,0,139,694,347,347,1199,,,29,36,17,27,17,26,22,19,17,22,60,0,1.78
2026-05-06 22:20:00,1006,577,254,84.32,,0,0,0,4.378,5.26,0,145,676,336,340,1203,,,28,40,16,27,18,26,21,19,17,20,55,0,2.37
2026-05-06 22:21:00,1004,582,249,84.32,,0,0,0,4.692,7.329,0,149,681,343,338,1179,,,31,36,18,32,19,28,20,19,19,22,64,0,.59
2026-05-06 22:22:00,1008,563,261,85.71,,0,0,0,4.528,6.203,0,155,681,343,338,1184,,,28,35,23,32,15,28,20,19,19,25,64,0,0
2026-05-06 22:23:00,1028,550,260,87.46,,0,0,0,4.808,8.693,0,147,710,357,353,1197,,,27,34,22,28,16,29,19,19,21,27,66,0,0
2026-05-06 22:24:00,1020,544,254,85.71,,0,0,0,4.659,6.521,0,149,725,363,362,1211,,,25,32,18,28,15,28,22,21,23,27,69,0,0
2026-05-06 22:25:00,1020,556,249,84.32,,0,0,0,4.958,8.274,0,143,702,347,355,1178,,,27,31,21,26,17,30,21,20,20,24,70,0,0
2026-05-06 22:26:00,1021,562,246,83.97,,0,0,0,4.613,5.435,0,141,680,341,339,1191,,,28,31,21,23,23,30,23,23,19,24,71,0,.59
2026-05-06 22:27:00,1045,545,260,86.41,,0,0,0,4.99,8.305,0,159,723,372,351,1229,,,28,28,23,28,23,27,22,26,18,25,71,0,1.18
2026-05-06 22:28:00,1045,537,258,86.06,,0,0,0,4.715,5.034,0,157,732,370,362,1232,,,29,27,24,29,21,29,24,26,16,26,69,0,1.78
2026-05-06 22:29:00,1051,527,262,86.41,,0,0,0,5.172,10.488,0,144,711,354,357,1220,,,28,30,21,31,17,29,21,24,22,24,67,0,1.78
2026-05-06 22:30:00,1040,542,257,85.02,,0,0,0,4.753,4.884,0,134,689,341,348,1205,,,29,26,20,32,19,33,22,26,23,22,66,0,2.96
2026-05-06 22:31:00,1062,541,257,86.06,,0,0,0,5.15,8.815,0,140,726,366,360,1230,,,29,30,20,30,18,32,25,26,21,22,63,0,1.78
2026-05-06 22:32:00,1036,570,258,84.67,,0,0,0,4.645,4.506,0,140,704,353,351,1219,,,26,32,17,30,19,31,26,26,18,25,60,0,.59
2026-05-06 22:33:00,1035,579,257,85.37,,0,0,0,5.165,10.945,0,148,716,356,360,1228,,,31,31,19,30,20,30,20,26,17,27,56,0,0
2026-05-06 22:34:00,1034,573,248,82.93,,0,0,0,4.673,5.531,0,157,717,347,370,1233,,,31,31,24,27,24,34,22,26,17,31,57,0,1.18
2026-05-06 22:35:00,1023,569,247,83.97,,0,0,0,5.171,10.882,0,154,697,336,361,1212,,,28,30,22,31,20,34,22,28,20,29,55,0,0
2026-05-06 22:36:00,1019,564,249,82.58,,0,0,0,4.686,5.146,0,162,683,326,357,1197,,,27,29,24,29,21,35,20,23,22,28,54,0,0
2026-05-06 22:37:00,1028,575,248,84.32,,0,0,0,5.097,10.28,0,147,701,341,360,1194,,,28,30,20,30,19,32,20,19,17,27,55,0,0
2026-05-06 22:38:00,1016,570,269,89.2,,0,0,0,4.544,4.462,0,148,688,333,355,1188,,,26,27,21,28,21,34,18,20,16,24,50,0,1.78
2026-05-06 22:39:00,1019,578,269,89.9,,0,0,0,5.049,11.036,0,137,679,320,359,1159,,,24,29,20,27,23,34,18,22,19,24,53,0,3.55
2026-05-06 22:40:00,998,575,267,88.5,,0,0,0,4.601,6.069,0,149,653,305,348,1161,,,22,33,20,30,20,33,16,20,20,22,55,0,2.96
2026-05-06 22:41:00,1006,571,261,86.41,,0,0,0,5.072,10.005,0,133,680,323,357,1165,,,24,35,20,30,21,33,20,21,23,20,56,0,5.33
2026-05-06 22:42:00,1002,547,256,84.67,,0,0,0,4.682,6.099,0,135,674,319,355,1168,,,29,31,22,31,17,36,16,22,24,20,55,0,8.88
2026-05-06 22:43:00,1004,535,237,79.44,,0,0,0,5.211,10.614,0,142,674,320,354,1162,,,28,32,22,27,21,36,19,25,22,21,56,0,11.83
2026-05-06 22:44:00,995,541,247,81.53,,0,0,0,4.843,6.373,0,132,657,314,343,1166,,,27,31,20,24,20,37,17,23,21,20,54,0,10.06
2026-05-06 22:45:00,995,541,245,82.93,,0,0,0,5.247,9.321,0,138,686,330,356,1174,,,25,32,20,28,22,34,15,25,20,19,52,0,10.65
2026-05-06 22:46:00,1008,534,269,85.71,,0,0,0,4.942,5.333,0,171,693,340,353,1208,,,22,31,19,31,18,35,18,23,21,20,50,0,11.83
2026-05-06 22:47:00,1018,535,266,88.15,,0,0,0,5.421,10.279,0,159,716,357,359,1221,,,26,32,21,33,19,34,15,22,19,23,53,0,11.83
2026-05-06 22:48:00,1007,539,276,91.29,,0,0,0,5.168,6.5,0,174,700,344,356,1209,,,29,30,20,29,21,31,15,24,20,19,53,0,11.83
2026-05-06 22:49:00,1004,538,269,88.5,,0,0,0,5.67,11.347,0,180,703,343,360,1217,,,27,33,18,34,22,28,15,26,16,18,56,0,12.43
2026-05-06 22:50:00,998,534,276,88.5,,0,0,0,5.451,7.067,0,185,685,335,350,1222,,,26,35,23,29,20,31,16,24,18,15,55,0,13.02
2026-05-06 22:51:00,1033,521,270,88.85,,0,0,0,5.727,7.82,0,174,722,362,360,1224,,,25,36,22,29,19,33,17,25,22,18,53,0,11.83
2026-05-06 22:52:00,1041,531,269,88.85,,0,0,0,5.604,5.929,0,171,735,367,368,1239,,,29,30,24,33,18,32,17,25,20,21,57,0,9.47
2026-05-06 22:53:00,1047,539,261,86.76,,0,0,0,5.768,6.555,0,164,721,361,360,1229,,,28,30,22,31,22,35,17,26,23,24,53,0,8.28
2026-05-06 22:54:00,1050,546,265,89.55,,0,0,0,5.652,5.853,0,154,717,353,364,1234,,,28,32,26,30,21,36,17,28,20,25,54,0,8.88
2026-05-06 22:55:00,1057,540,276,90.59,,0,0,0,5.901,6.621,0,145,705,348,357,1224,,,28,32,24,33,21,31,15,25,22,23,56,0,9.47
