CRT_TM,M16HUB.QUE.ALL.CURRENTQCNT,M16HUB.QUE.ALL.CURRENTQCOMPLETED,M16HUB.QUE.OHT.CURRENTOHTQCNT,M16HUB.QUE.OHT.OHTUTIL,M16HUB.QUE.LOAD.AVGLOADTIME,M16HUB.QUE.ALL.TRANSPORT4MINOVERCNT,M16HUB.QUE.ALL.TRANSPORT4MINOVERRATIO,M16HUB.QUE.ALL.TRANSPORT4MINOVERTIMEAVG,M16HUB.QUE.TIME.AVGTOTALTIME,M16HUB.QUE.TIME.AVGTOTALTIME1MIN,M16HUB.OHT.ALERT.OHTMCPALARMCNT,M16HUB.QUE.M14TOM16.MESCURRENTQCNT,M16HUB.QUE.M16TOM14.MESCURRENTQCNT,M16HUB.QUE.M16TOM14A.MESCURRENTQCNT,M16HUB.QUE.M16TOM14B.MESCURRENTQCNT,M16HUB.QUE.ALL.FABTRANSJOBCNT,M16HUB.QUE.M14ATOM16.MESCURRENTQCNT,M16HUB.QUE.M14BTOM16.MESCURRENTQCNT,M16HUB.LFT.6ABL6011.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL6012.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL6021.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL6022.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL6031.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL6032.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL0111.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL0112.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL0121.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL0122.TOTAL_CURRENTQCNT,M16HUB.QUE.ALL.M16HUBTOM14MANUAL_CURRENTQCNT,M16HUB.STRATE.STK.STORAGERATIO,M16HUB.STRATE.ALL.FABSTORAGERATIO,M14.OHT.STATECNT.HTSTOP,M14.OHT.STATECNT.CONGESTED,M14.OHT.STATECNT.ABNORMAL,M14.OHT.STATECNT.OBSANDBZSTOP,M14B.QUE.OHT.OHTUTIL,M14B.QUE.OHT.CURRENTOHTQCNT,M14B.QUE.TIME.AVGTOTALTIME,M14B.QUE.TIME.AVGTOTALTIME1MIN,M14B.QUE.ABN.AOTRANSDELAY,M14B.OHT.ALERT.OHTMCPALARMCNT,M14B.LFT.4ABLD111.TOTAL_CURRENTQCNT,M14B.LFT.4ABLD112.TOTAL_CURRENTQCNT,M14B.LFT.4ABLD121.TOTAL_CURRENTQCNT,M14B.LFT.4ABLD122.TOTAL_CURRENTQCNT,M14B.LFT.4ABLD131.TOTAL_CURRENTQCNT,M14B.LFT.4ABLD132.TOTAL_CURRENTQCNT,M14B.QUE.ALL.7F_TO_HUB_JOB,M14B.QUE.ALL.7F_TO_HUB_JOB_ALT,M14B.QUE.OHT.7F_TO_HUB_CMD,M14B.LFT.SENDFAB.TO_M16HUB_CURRENTQCNT,M16_PKT.QUE.OHT.OHTUTIL,M16_PKT.QUE.TIME.AVGTOTALTIME1MIN,M16_PKT.QUE.ABN.AOTRANSDELAY,M16_PKT.OHT.ALERT.OHTMCPALARMCNT,M16_WT.QUE.OHT.OHTUTIL,M16_WT.QUE.TIME.AVGTOTALTIME1MIN,M16_WT.QUE.ABN.AOTRANSDELAY,M16_WT.OHT.ALERT.OHTMCPALARMCNT
2026-05-07 07:22:00,1020,547,296,96.53,,0,0,0,6.028,6.529,0,200,655,320,335,1190,,,28,40,25,35,23,31,20,23,23,22,62,0,26.63,0,0,0,161,84.38,688,3.173,3.544,,0,11,12,7,20,12,21,65,9,49,108,20,4.111,,0,32.95,2.175,,0
2026-05-07 07:23:00,1007,549,294,95.14,,0,0,0,5.818,6.998,0,199,642,311,331,1185,,,27,37,25,39,24,27,22,22,19,26,64,0,26.04,0,0,0,161,87.5,693,3.165,3.255,,0,11,14,8,19,11,18,59,7,49,101,14.29,4.717,,0,39.2,1.64,,0
2026-05-07 07:24:00,982,550,285,93.06,,0,0,0,5.924,7.875,0,213,626,304,322,1170,,,31,34,30,37,22,27,23,22,15,30,60,0,27.81,0,0,0,161,82.07,657,3.203,3.537,,0,12,13,12,22,10,17,60,7,49,103,34.29,4.947,,0,36.93,1.956,,0
2026-05-07 07:25:00,983,556,281,91.67,,0,0,0,5.891,8.486,0,210,638,327,311,1175,,,30,35,26,36,21,27,20,24,15,28,75,0,26.04,0,0,0,161,82.88,687,3.18,3.387,0,0,16,13,10,22,10,20,68,15,50,110,54.29,5.127,0,0,22.73,1.491,0,0
2026-05-07 07:26:00,965,548,286,91.32,,0,0,0,6.233,8.613,0,213,627,320,307,1205,,,29,34,25,33,21,29,20,25,18,28,74,0,24.85,0,0,0,161,83.29,684,3.247,3.738,,0,13,13,9,23,9,20,63,10,51,106,51.43,4.979,,0,16.48,1.721,,0
2026-05-07 07:27:00,974,535,281,91.32,,0,0,0,6.276,7.485,0,214,656,339,317,1202,,,28,34,23,30,24,30,22,25,18,25,74,0,25.44,0,0,0,161,84.51,688,3.202,3.514,,0,14,12,11,21,8,23,63,8,52,107,40,6.194,,0,46.59,1.94,,0
2026-05-07 07:28:00,982,535,277,89.93,,0,0,0,6.614,10.005,0,205,650,333,317,1201,,,32,32,25,29,24,31,24,26,21,27,74,0,24.26,0,0,0,161,84.78,684,3.186,3.138,,0,12,10,10,20,9,22,70,13,54,100,48.57,4.413,,0,46.02,1.69,,0
2026-05-07 07:29:00,975,540,258,86.46,,0,0,0,6.53,8.266,0,208,655,336,319,1211,,,26,35,22,28,25,28,24,25,18,31,73,0,24.85,0,0,0,161,82.74,662,3.151,2.988,,0,13,10,10,20,12,22,78,20,53,104,42.86,4.496,,0,30.11,1.595,,0
2026-05-07 07:30:00,972,542,277,91.32,,0,0,0,6.823,8.939,0,200,648,326,322,1202,,,25,30,23,24,24,28,27,18,18,29,69,0,24.26,0,0,0,161,81.11,649,3.192,3.448,0,0,14,12,12,20,12,23,88,27,55,110,25.71,4.681,0,0,14.77,1.246,0,0
2026-05-07 07:31:00,984,548,289,93.75,,0,0,0,6.896,10.327,0,201,656,335,321,1203,,,24,34,24,26,23,30,27,18,18,27,67,0,24.26,0,0,0,161,79.89,652,3.168,3.137,,0,13,13,15,22,12,23,92,35,50,120,34.29,4.272,,0,18.75,1.911,,0
2026-05-07 07:32:00,989,546,290,93.06,,0,0,0,7.177,8.113,0,198,659,338,321,1206,,,25,34,20,25,22,28,26,18,14,26,65,0,27.81,0,0,0,161,81.39,671,3.147,3.011,,0,12,13,13,22,12,21,99,35,51,127,42.86,5.291,,0,46.59,2.115,,0
2026-05-07 07:33:00,977,545,283,90.97,,0,0,0,6.96,7.206,0,198,656,337,319,1208,,,29,31,25,33,22,30,21,18,20,22,63,0,26.04,0,0,0,161,80.98,670,3.117,2.942,,0,14,13,14,24,11,19,96,34,47,133,40,3.672,,0,53.98,1.585,,0
2026-05-07 07:34:00,958,543,284,89.24,,0,0,0,7.205,8.184,0,214,692,358,334,1251,,,30,36,25,31,24,29,18,17,21,22,63,0,28.99,0,0,0,161,84.78,698,3.121,3.134,,0,15,15,15,25,12,20,92,32,46,136,31.43,3.878,,0,36.93,1.631,,0
2026-05-07 07:35:00,976,525,277,90.63,,0,0,0,6.929,8.55,0,246,689,354,335,1276,,,29,36,25,29,24,31,20,18,23,19,65,0,28.99,0,0,0,161,84.65,704,3.133,3.312,0,0,15,14,16,24,8,21,100,41,47,141,57.14,3.351,0,0,15.91,1.734,0,0
2026-05-07 07:36:00,974,527,275,88.54,,0,0,0,7.105,9.11,0,245,673,344,329,1263,,,31,31,24,28,22,37,23,21,20,25,65,0,30.77,0,0,0,161,85.87,710,3.163,3.425,,0,16,16,16,26,8,18,107,42,54,145,60,3.917,,0,15.34,1.883,,0
2026-05-07 07:37:00,976,524,286,92.01,,0,0,0,7.053,8.586,0,253,689,344,345,1268,,,32,31,25,31,22,30,20,25,19,24,67,0,28.4,0,0,0,161,83.42,705,3.17,3.509,,0,14,17,18,24,9,17,105,44,55,155,45.71,5.043,,0,39.2,2.267,,0
2026-05-07 07:38:00,977,531,284,91.32,,0,0,0,7.164,8.318,0,254,682,340,342,1253,,,29,29,27,32,23,28,22,21,20,23,70,0,28.99,0,0,0,161,84.38,717,3.2,3.617,,0,16,19,17,26,8,18,102,43,53,155,22.86,4.249,,0,34.09,1.692,,0
2026-05-07 07:39:00,979,522,278,89.93,,0,0,0,7.073,9.106,0,256,674,343,331,1244,,,29,32,26,31,26,31,28,21,20,23,67,0,30.18,0,0,0,161,84.92,725,3.225,3.242,,0,21,17,14,25,7,19,120,59,45,161,25.71,5.018,,0,28.41,1.328,,0
2026-05-07 07:40:00,988,515,296,94.44,,0,0,0,7.296,7.078,0,242,665,336,329,1220,,,29,33,26,30,26,32,26,21,19,26,65,0,31.95,0,0,0,161,87.36,741,3.269,3.758,0,0,22,16,15,18,7,17,113,58,44,159,37.14,5.302,0,0,21.59,1.532,0,0
2026-05-07 07:41:00,989,518,287,92.36,,0,0,0,6.866,10.383,0,241,678,347,331,1217,,,30,34,30,32,29,28,24,22,21,27,64,0,32.54,0,0,0,161,87.09,765,3.325,4.044,,0,19,13,15,20,10,20,110,59,44,162,42.86,4.145,,0,17.05,1.77,,0
2026-05-07 07:42:00,975,534,290,92.01,,0,0,0,7.121,9.466,0,228,664,336,328,1200,,,31,33,24,32,26,32,26,24,19,25,65,0,32.54,0,0,0,161,90.88,762,3.407,3.816,,0,17,16,15,18,8,19,108,54,44,156,31.43,4.27,,0,48.86,1.866,,0
2026-05-07 07:43:00,974,529,301,94.44,,0,0,0,7.043,8.652,0,217,653,325,328,1184,,,32,33,30,33,27,32,23,23,20,24,60,0,34.32,0,0,0,161,89.93,740,3.447,3.443,,0,15,14,15,12,8,21,107,47,54,151,20,4.245,,0,50.57,1.919,,0
2026-05-07 07:44:00,973,519,290,89.93,,0,0,0,7.235,8.264,0,205,627,309,318,1163,,,34,33,30,31,31,33,28,21,24,23,59,0,34.91,0,0,0,161,85.85,737,3.476,3.486,,0,19,13,13,10,7,21,99,42,53,143,40,3.769,,0,36.36,1.613,,0
2026-05-07 07:45:00,958,526,302,94.1,,0,0,0,7.06,8.357,0,190,617,309,308,1134,,,29,35,32,30,32,32,30,20,23,19,61,0,34.32,0,0,0,161,87.76,733,3.503,3.573,0,0,19,16,15,11,7,21,90,35,50,133,42.86,4.652,0,0,14.77,1.257,0,0
2026-05-07 07:46:00,942,536,300,94.44,,0,0,0,7.161,8.274,0,173,596,297,299,1112,,,33,33,31,30,27,36,25,23,22,22,64,0,34.32,0,0,0,161,86.39,735,3.527,3.543,,0,17,16,14,12,11,19,82,28,50,121,34.29,5.13,,0,15.34,1.762,,0
2026-05-07 07:47:00,947,535,295,89.93,,0,0,0,7.207,11.114,0,185,586,298,288,1120,,,34,39,30,34,28,34,25,20,24,20,66,0,37.28,0,0,0,161,89.66,734,3.567,3.866,,0,15,17,13,11,11,25,78,26,47,119,31.43,5.553,,0,42.61,2.274,,0
2026-05-07 07:48:00,941,543,295,89.24,,0,0,0,7.575,10.56,0,182,562,286,276,1115,,,34,38,28,36,30,36,27,23,22,20,65,0,39.05,0,0,0,161,89.25,732,3.577,3.794,,0,16,15,14,12,9,20,73,20,48,110,28.57,5.63,,0,51.14,2.153,,0
2026-05-07 07:49:00,930,535,286,90.63,,0,0,0,7.444,9.08,0,171,554,284,270,1092,,,31,40,28,35,27,37,28,23,23,20,67,0,36.69,0,0,0,161,88.57,719,3.638,3.821,,1,15,13,15,13,9,25,63,13,46,102,22.86,4.878,,0,36.93,1.148,,0
2026-05-07 07:50:00,922,537,290,91.67,,0,0,0,7.611,7.332,0,173,542,275,267,1095,,,35,40,28,32,27,33,29,19,29,27,64,0,35.5,0,0,0,161,87.07,692,3.67,3.644,0,0,13,10,14,11,8,22,54,6,46,90,42.86,3.964,0,0,28.98,1.448,0,0
2026-05-07 07:51:00,936,541,279,89.24,,0,0,0,7.202,7.049,0,180,591,302,289,1131,,,36,37,34,30,24,34,26,22,28,26,64,0,33.14,0,0,0,161,86.26,693,3.632,3.633,,0,14,9,11,13,9,18,63,10,51,89,60,4.791,,0,20.45,1.882,,0
2026-05-07 07:52:00,932,528,278,90.63,,0,0,0,7.166,6.843,0,208,593,301,292,1150,,,36,36,27,30,21,36,27,23,25,30,65,0,30.77,0,0,0,161,86.8,705,3.617,3.877,,0,12,14,13,9,11,21,59,6,50,90,68.57,6.398,,0,33.52,2.203,,0
2026-05-07 07:53:00,952,530,288,91.67,,0,0,0,7.055,7.787,0,217,616,316,300,1186,,,35,35,23,28,24,38,21,20,25,31,67,0,28.99,0,0,0,161,86.67,711,3.553,3.383,,0,13,15,13,11,8,21,68,9,54,100,60,4.833,,0,40.91,1.657,,0
2026-05-07 07:54:00,951,522,283,89.24,,0,0,0,7.138,7.941,0,235,596,304,292,1184,,,33,38,28,26,27,37,21,21,25,30,68,0,24.26,0,0,0,161,87.89,712,3.546,3.492,,0,10,13,16,15,8,21,76,15,53,110,42.86,3.86,,0,31.82,1.698,,0
2026-05-07 07:55:00,949,531,273,87.85,,0,0,0,6.903,7.057,0,236,597,300,297,1177,,,31,38,28,28,24,35,23,21,23,31,67,0,24.26,0,0,0,161,86.26,693,3.492,3.102,0,0,13,15,11,13,9,18,85,20,51,118,25.71,6.12,0,0,21.59,1.263,0,0
2026-05-07 07:56:00,944,524,279,90.28,,0,0,0,7.152,8.556,0,237,582,299,283,1162,,,31,34,28,30,25,33,22,22,23,25,65,0,23.08,0,0,0,161,84.63,693,3.434,3.11,,0,15,14,14,19,12,19,88,24,53,127,22.86,4.213,,0,23.3,1.849,,0
2026-05-07 07:57:00,975,523,284,90.28,,0,0,0,6.854,8.934,0,225,594,313,281,1169,,,35,34,26,34,21,37,23,23,20,20,71,0,24.26,0,0,0,161,85.99,701,3.425,3.547,,0,13,11,12,19,11,17,85,22,56,126,17.14,4.761,,0,59.09,2.153,,0
2026-05-07 07:58:00,965,532,278,90.63,,0,0,0,7.202,13.547,0,224,585,305,280,1166,,,32,35,26,32,26,37,21,21,18,21,69,0,25.44,0,0,0,161,85.31,711,3.367,3.289,,0,15,12,14,16,9,18,89,29,53,131,17.14,5.009,,0,55.11,1.581,,0
2026-05-07 07:59:00,951,552,268,87.15,,0,0,0,7.064,9.836,0,221,596,307,289,1162,,,30,34,26,29,23,38,20,25,18,19,70,0,23.67,0,0,0,161,84.08,701,3.313,3.25,,0,14,13,16,15,11,21,87,26,52,135,22.86,4.462,,0,34.09,1.431,,0
2026-05-07 08:00:00,937,572,279,92.36,,0,0,0,7.414,8.708,0,213,588,298,290,1155,,,31,38,26,34,19,35,21,25,23,22,69,0,22.49,0,0,0,161,86.12,717,3.263,3.08,0,0,15,13,15,15,10,20,81,20,52,122,40,4.831,0,0,19.32,1.485,0,0
2026-05-07 08:01:00,973,566,298,95.49,,0,0,0,6.977,6.337,0,207,638,333,305,1203,,,30,35,30,32,19,36,18,23,20,26,71,0,21.89,0,0,0,161,84.63,703,3.286,3.553,,0,16,11,15,16,10,18,86,23,52,123,54.29,4.885,,0,14.77,1.829,,0
2026-05-07 08:02:00,964,572,294,94.79,,0,0,0,7.047,5.159,0,204,631,332,299,1234,,,28,35,30,30,17,34,21,26,23,23,67,0,19.53,0,0,0,161,84.9,709,3.282,3.539,,0,17,14,18,17,10,17,77,17,53,122,54.29,5.232,,0,52.84,2.089,,0
2026-05-07 08:03:00,975,583,290,94.79,,0,0,0,6.926,8.456,0,223,641,330,311,1246,,,33,38,26,31,17,36,24,25,27,25,65,0,23.08,0,0,0,161,84.22,718,3.292,3.386,,0,16,17,16,16,10,17,73,18,51,121,42.86,4.648,,0,59.09,1.645,,0
2026-05-07 08:04:00,955,604,295,94.44,,0,0,0,7.054,6.477,0,214,621,318,303,1223,,,31,41,27,34,20,37,21,25,26,25,62,0,21.89,0,0,0,161,86.12,731,3.281,3.442,,0,18,17,14,16,10,17,75,18,49,119,54.29,4.694,,0,49.43,1.254,,0
2026-05-07 08:05:00,977,592,296,94.1,,0,0,0,6.863,7.788,0,212,633,324,309,1226,,,34,39,28,32,27,33,18,26,23,29,68,0,20.71,0,0,0,161,88.3,732,3.326,3.531,0,0,19,13,11,16,12,20,74,18,52,113,60,4.027,0,0,32.95,1.202,0,0
2026-05-07 08:06:00,979,589,299,97.57,,0,0,0,6.882,7.067,0,212,623,317,306,1230,,,30,39,28,34,25,35,16,25,24,29,64,0,20.71,0,0,0,161,89.25,729,3.427,4.519,,0,18,13,10,16,11,19,79,21,54,112,42.86,5.232,,0,23.86,1.912,,0
2026-05-07 08:07:00,982,600,300,95.49,,0,0,0,6.54,7.775,0,206,622,316,306,1201,,,28,38,29,29,26,35,17,28,26,28,67,0,21.89,0,0,0,161,88.71,725,3.384,3.685,,0,18,15,10,15,11,20,82,23,50,113,34.29,4.958,,0,47.73,2.027,,0
2026-05-07 08:08:00,967,585,292,94.44,,0,0,0,6.185,6.045,0,212,619,310,309,1208,,,27,40,29,32,24,37,17,25,29,27,66,0,19.53,0,0,0,161,89.12,726,3.365,3.264,,0,18,17,12,16,8,19,79,18,52,120,25.71,4.592,,0,47.16,1.988,,0
2026-05-07 08:09:00,974,579,288,93.4,,0,0,0,5.861,6.003,0,202,624,309,315,1194,,,33,41,27,34,22,34,21,24,27,27,64,0,21.3,0,0,0,161,88.84,711,3.374,3.332,,0,15,15,12,18,8,20,73,16,49,118,28.57,4.5,,0,37.5,1.499,,0
2026-05-07 08:10:00,969,559,286,91.67,,0,0,0,5.891,6.969,0,200,624,312,312,1209,,,29,41,29,34,25,34,22,24,29,26,65,0,22.49,0,0,0,161,86.53,722,3.431,3.544,0,0,14,15,10,18,9,18,73,16,48,120,28.57,4.908,0,0,30.68,1.39,0,0
2026-05-07 08:11:00,981,565,288,91.32,,0,0,0,5.878,8.958,0,213,670,348,322,1240,,,32,39,27,36,25,34,22,23,27,25,64,0,24.85,0,0,0,161,85.71,718,3.398,3.194,,0,19,16,9,15,7,23,79,17,54,128,20,5.047,,0,34.66,1.706,,0
2026-05-07 08:12:00,984,562,298,93.4,,0,0,0,6.195,7.797,0,205,663,344,319,1235,,,29,43,31,35,26,37,22,22,21,29,65,0,23.67,0,0,0,161,88.98,726,3.377,3.343,,0,18,15,9,16,7,23,82,20,53,128,17.14,4.588,,0,57.39,2.382,,0
2026-05-07 08:13:00,998,541,309,96.18,,0,0,0,6.364,10.596,0,203,681,354,327,1226,,,31,40,29,39,24,35,23,21,22,28,66,0,23.67,0,0,0,161,88.16,703,3.385,3.507,,0,21,16,11,20,6,23,81,19,53,124,17.14,5.002,,0,51.7,1.805,,0
2026-05-07 08:14:00,989,541,303,95.14,,0,0,0,6.702,10.394,0,197,663,343,320,1206,,,33,41,26,37,25,38,21,16,25,26,62,0,22.49,0,0,0,161,85.58,685,3.403,3.565,,0,23,16,15,22,7,20,71,16,48,119,48.57,5.492,,0,41.48,1.608,,0
2026-05-07 08:15:00,1002,552,295,94.79,,0,0,0,6.519,10.247,0,203,682,337,345,1223,,,31,38,31,40,27,37,20,20,28,22,54,0,24.26,0,0,0,161,84.76,700,3.44,3.633,0,0,21,18,15,18,11,21,70,16,48,126,54.29,4.162,0,0,34.66,1.606,0,0
2026-05-07 08:16:00,1002,559,303,93.75,,0,0,0,7.067,10.869,0,197,657,321,336,1216,,,30,37,29,39,23,34,19,23,24,21,59,0,26.04,0,0,0,161,86.67,719,3.401,3.461,,0,20,15,15,18,11,24,65,13,49,121,54.29,5.116,,0,21.59,1.861,,0
2026-05-07 08:17:00,999,567,283,91.32,,0,0,0,6.992,8.983,0,194,668,324,344,1234,,,30,40,29,36,27,37,21,24,22,24,62,0,24.26,0,0,0,161,84.9,678,3.393,3.531,,0,22,15,13,19,8,20,75,17,51,127,45.71,3.758,,0,52.27,2.179,,0
2026-05-07 08:18:00,1010,557,291,93.4,,0,0,0,7.472,9.538,0,196,665,323,342,1239,,,32,43,31,39,25,35,23,29,17,20,62,0,26.63,0,0,0,161,85.44,700,3.404,3.537,,0,23,15,11,18,7,18,80,24,51,132,60,4.136,,0,54.55,1.727,,0
2026-05-07 08:19:00,1019,545,286,92.71,,0,0,0,7.496,7.991,0,195,681,326,355,1253,,,32,45,31,42,25,38,25,23,13,21,61,0,25.44,0,0,0,161,86.12,691,3.404,3.328,,0,20,14,13,18,6,16,70,16,50,125,71.43,4.141,,0,39.2,1.419,,0
2026-05-07 08:20:00,1012,557,297,94.44,,0,0,0,7.98,9.03,0,204,662,319,343,1248,,,31,44,28,40,24,34,21,26,13,28,64,0,23.67,0,0,0,161,85.17,687,3.39,3.217,0,0,19,11,17,18,7,17,72,17,50,122,65.71,4.966,0,0,33.52,1.207,0,0
2026-05-07 08:21:00,1026,555,299,95.14,,0,0,0,7.534,7.77,0,193,690,337,353,1254,,,32,43,35,40,19,35,22,24,16,27,62,0,22.49,0,0,0,161,88.16,711,3.395,3.339,,0,19,9,17,17,9,17,80,21,52,125,54.29,3.891,,0,28.41,1.703,,0
2026-05-07 08:22:00,1021,557,288,94.79,,0,0,0,7.865,8.519,0,199,691,345,346,1259,,,27,45,29,39,24,38,27,26,14,25,58,0,23.67,0,0,0,161,84.9,706,3.414,3.418,,0,23,12,17,15,11,16,80,21,51,131,37.14,4.047,,0,43.75,2.214,,0
2026-05-07 08:23:00,1021,574,299,94.79,,0,0,0,7.282,7.305,0,197,676,337,339,1234,,,30,42,28,36,25,40,26,28,19,25,63,0,24.26,0,0,0,161,86.26,686,3.385,3.311,,0,23,13,14,14,12,15,81,20,47,133,22.86,4.185,,0,51.14,1.781,,0
2026-05-07 08:24:00,1021,557,295,94.79,,0,0,0,7.455,8.794,0,209,677,324,353,1251,,,30,46,27,38,26,39,26,25,22,24,63,0,23.08,0,0,0,161,84.63,677,3.351,3.25,,0,20,11,12,17,10,16,82,21,49,130,14.29,5.828,,0,38.64,1.729,,0
2026-05-07 08:25:00,1025,544,294,93.75,,0,0,0,7.251,9.345,0,204,663,313,350,1230,,,33,42,29,35,24,39,23,29,24,24,67,0,22.49,0,0,0,161,85.85,682,3.317,3.361,0,0,21,12,11,17,11,18,79,18,47,130,34.29,4.057,0,0,26.14,1.371,0,0
2026-05-07 08:26:00,1012,548,292,94.79,,0,0,0,7.105,7.393,0,201,642,302,340,1251,,,35,41,32,34,22,37,21,24,25,21,69,0,19.53,0,0,0,161,86.67,700,3.349,3.591,,0,21,9,14,17,12,19,75,18,46,123,51.43,5.224,,0,21.02,1.751,,0
2026-05-07 08:27:00,1015,550,301,94.79,,0,0,0,6.814,8.592,0,192,661,318,343,1230,,,36,42,29,33,21,35,21,25,25,22,70,0,19.53,0,0,0,161,89.52,716,3.339,3.352,,0,21,11,14,16,13,18,80,20,51,122,45.71,4.778,,0,50.57,2.297,,0
2026-05-07 08:28:00,1004,558,293,91.67,,0,0,0,6.959,9.553,0,203,660,317,343,1237,,,35,43,31,35,21,37,24,27,22,23,71,0,19.53,0,0,0,161,85.99,695,3.318,3.319,,0,23,10,16,15,12,17,68,15,47,119,34.29,4.646,,0,44.89,1.923,,0
2026-05-07 08:29:00,1007,562,288,91.32,,0,0,0,6.804,7.801,0,201,672,318,354,1228,,,36,45,28,35,25,36,22,24,23,22,70,0,21.3,0,0,0,161,82.72,658,3.303,3.258,,0,23,8,18,17,13,17,62,12,48,116,37.14,3.818,,0,31.25,1.625,,0
2026-05-07 08:30:00,992,571,274,89.93,,0,0,0,7.085,9.891,0,201,650,307,343,1228,,,37,43,36,36,23,33,21,23,21,22,66,0,20.71,0,0,0,161,81.22,635,3.324,3.45,0,0,22,7,16,15,14,22,74,18,51,119,37.14,4.398,0,0,19.32,1.501,0,0
2026-05-07 08:31:00,1027,568,282,91.67,,0,0,0,6.881,9.652,0,213,680,311,369,1244,,,37,39,29,36,22,34,19,26,22,20,69,0,20.12,0,0,0,161,84.63,688,3.311,3.173,,0,24,9,14,16,10,20,86,19,50,122,34.29,3.755,,0,28.41,1.863,,0
2026-05-07 08:32:00,1018,566,284,94.1,,0,0,0,7.285,10.042,0,207,670,306,364,1260,,,39,38,29,36,22,36,22,26,23,22,68,0,20.12,0,0,0,161,85.17,706,3.329,3.445,,0,22,10,11,15,11,20,81,17,48,119,17.14,4.825,,0,51.14,2.171,,0
2026-05-07 08:33:00,1033,559,283,94.44,,0,0,0,7.127,7.609,0,204,697,315,382,1245,,,35,40,25,39,22,36,22,26,26,22,67,0,20.71,0,0,0,161,88.16,719,3.321,3.336,,0,20,9,13,17,10,17,77,16,50,122,28.57,4.01,,0,52.84,1.639,,0
2026-05-07 08:34:00,1028,568,280,92.01,,0,0,0,7.338,9.09,0,202,694,317,377,1237,,,37,37,31,40,25,35,24,28,28,20,65,0,22.49,0,0,0,161,88.71,741,3.334,3.328,,0,21,9,12,18,9,15,76,15,52,122,28.57,4.789,,0,43.75,1.692,,0
2026-05-07 08:35:00,1029,574,290,93.4,,0,0,0,7.023,7.217,0,185,677,312,365,1224,,,37,38,29,38,26,36,21,27,28,21,64,0,23.08,0,0,0,161,91.02,752,3.307,3.135,0,0,18,11,12,20,10,15,73,13,54,115,28.57,5.29,0,0,34.09,1.48,0,0
2026-05-07 08:36:00,1028,568,300,95.83,,0,0,0,7.244,6.763,0,172,661,303,358,1210,,,32,43,34,35,24,37,23,26,27,23,63,0,23.67,0,0,0,161,87.89,730,3.273,3.294,,0,19,10,17,20,12,14,75,19,54,112,34.29,5.233,,0,26.14,1.835,,0
2026-05-07 08:37:00,1013,572,296,95.14,,0,0,0,7.019,8.595,0,168,647,296,351,1188,,,33,47,34,33,21,38,27,24,24,24,57,0,24.26,0,0,0,161,89.66,746,3.301,3.598,,0,20,9,17,17,10,16,68,13,49,104,28.57,5.671,,0,49.43,2.346,,0
2026-05-07 08:38:00,999,577,293,94.79,,0,0,0,7.193,9.408,0,163,637,292,345,1164,,,33,47,32,36,21,35,26,24,23,25,56,0,23.67,0,0,0,161,88.98,731,3.322,3.648,,0,22,7,19,17,10,20,59,8,48,99,20,4.139,,0,43.75,2.353,,0
2026-05-07 08:39:00,979,590,276,90.63,,0,0,0,7.01,7.882,0,149,618,285,333,1150,,,38,43,33,37,24,34,30,24,22,28,54,0,23.67,0,0,0,161,89.39,715,3.334,3.435,,0,19,9,16,15,9,17,49,2,42,85,25.71,3.815,,0,30.68,1.871,,0
2026-05-07 08:40:00,961,589,283,91.32,,0,0,0,7.286,8.969,0,141,597,273,324,1158,,,33,43,31,38,25,35,26,22,25,30,53,0,24.26,0,0,0,161,86.39,694,3.337,3.417,0,0,23,10,15,13,9,21,45,0,41,77,17.14,4.562,0,0,26.14,1.459,0,0
2026-05-07 08:41:00,988,584,277,91.32,,0,0,0,6.715,7.183,0,162,637,295,342,1186,,,38,42,34,35,20,39,25,23,24,29,60,0,23.67,0,0,0,161,87.76,707,3.381,3.541,,0,20,11,15,13,12,19,54,2,50,87,28.57,5.333,,0,22.73,1.741,,0
2026-05-07 08:42:00,978,580,284,91.32,,0,0,0,6.606,7.554,0,166,621,288,333,1190,,,36,43,34,35,21,38,20,19,31,30,60,0,21.3,0,0,0,161,86.94,689,3.401,3.422,,0,20,9,16,14,13,20,57,5,48,89,25.71,4.778,,0,44.89,2.171,,0
2026-05-07 08:43:00,985,587,277,89.93,,0,0,0,6.497,8.514,0,203,640,301,339,1226,,,33,41,33,35,20,42,21,22,36,28,58,0,20.12,0,0,0,161,87.35,710,3.424,3.543,,0,26,9,16,15,11,21,70,13,46,108,14.29,4.968,,0,45.45,2.339,,0
