CRT_TM,M16HUB.QUE.ALL.CURRENTQCNT,M16HUB.QUE.ALL.CURRENTQCOMPLETED,M16HUB.QUE.OHT.CURRENTOHTQCNT,M16HUB.QUE.OHT.OHTUTIL,M16HUB.QUE.LOAD.AVGLOADTIME,M16HUB.QUE.ALL.TRANSPORT4MINOVERCNT,M16HUB.QUE.ALL.TRANSPORT4MINOVERRATIO,M16HUB.QUE.ALL.TRANSPORT4MINOVERTIMEAVG,M16HUB.QUE.TIME.AVGTOTALTIME,M16HUB.QUE.TIME.AVGTOTALTIME1MIN,M16HUB.OHT.ALERT.OHTMCPALARMCNT,M16HUB.QUE.M14TOM16.MESCURRENTQCNT,M16HUB.QUE.M16TOM14.MESCURRENTQCNT,M16HUB.QUE.M16TOM14A.MESCURRENTQCNT,M16HUB.QUE.M16TOM14B.MESCURRENTQCNT,M16HUB.QUE.ALL.FABTRANSJOBCNT,M16HUB.QUE.M14ATOM16.MESCURRENTQCNT,M16HUB.QUE.M14BTOM16.MESCURRENTQCNT,M16HUB.LFT.6ABL6011.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL6012.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL6021.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL6022.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL6031.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL6032.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL0111.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL0112.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL0121.TOTAL_CURRENTQCNT,M16HUB.LFT.6ABL0122.TOTAL_CURRENTQCNT,M16HUB.QUE.ALL.M16HUBTOM14MANUAL_CURRENTQCNT,M16HUB.STRATE.STK.STORAGERATIO,M16HUB.STRATE.ALL.FABSTORAGERATIO,M14.OHT.STATECNT.HTSTOP,M14.OHT.STATECNT.CONGESTED,M14.OHT.STATECNT.ABNORMAL,M14.OHT.STATECNT.OBSANDBZSTOP,M14B.QUE.OHT.OHTUTIL,M14B.QUE.OHT.CURRENTOHTQCNT,M14B.QUE.TIME.AVGTOTALTIME,M14B.QUE.TIME.AVGTOTALTIME1MIN,M14B.QUE.ABN.AOTRANSDELAY,M14B.OHT.ALERT.OHTMCPALARMCNT,M14B.LFT.4ABLD111.TOTAL_CURRENTQCNT,M14B.LFT.4ABLD112.TOTAL_CURRENTQCNT,M14B.LFT.4ABLD121.TOTAL_CURRENTQCNT,M14B.LFT.4ABLD122.TOTAL_CURRENTQCNT,M14B.LFT.4ABLD131.TOTAL_CURRENTQCNT,M14B.LFT.4ABLD132.TOTAL_CURRENTQCNT,M14B.QUE.ALL.7F_TO_HUB_JOB,M14B.QUE.ALL.7F_TO_HUB_JOB_ALT,M14B.QUE.OHT.7F_TO_HUB_CMD,M14B.LFT.SENDFAB.TO_M16HUB_CURRENTQCNT,M16_PKT.QUE.OHT.OHTUTIL,M16_PKT.QUE.TIME.AVGTOTALTIME1MIN,M16_PKT.QUE.ABN.AOTRANSDELAY,M16_PKT.OHT.ALERT.OHTMCPALARMCNT,M16_WT.QUE.OHT.OHTUTIL,M16_WT.QUE.TIME.AVGTOTALTIME1MIN,M16_WT.QUE.ABN.AOTRANSDELAY,M16_WT.OHT.ALERT.OHTMCPALARMCNT
2026-05-07 00:00:00,1072,572,237,79.09,,0,0,0,4.202,4.079,0,140,717,428,289,1204,,,33,37,19,32,26,32,21,31,31,23,62,0,0,0,0,0,161,86.82,683,2.828,2.879,0,0,11,7,7,7,7,11,47,4,41,69,34.29,3.558,0,0,21.02,1.504,0,0
2026-05-07 00:01:00,1096,565,239,79.44,,0,0,0,4.474,9.683,0,141,738,453,285,1210,,,34,36,18,35,22,29,24,28,28,31,68,0,0,0,0,0,161,85.19,671,2.832,2.813,,0,9,6,6,6,8,10,52,4,48,74,22.86,4.094,,0,25.57,1.913,,0
2026-05-07 00:02:00,1105,570,240,80.14,,0,0,0,4.177,4.572,0,140,744,457,287,1248,,,34,37,21,31,24,25,24,26,28,30,63,0,0,0,0,0,161,82.34,650,2.872,3.153,,0,8,8,8,8,4,8,50,4,46,77,17.14,4.689,,0,52.27,2.159,,0
2026-05-07 00:03:00,1110,571,235,78.75,,0,0,0,4.537,8.193,0,148,756,454,302,1239,,,32,36,22,29,23,28,26,28,30,28,62,0,0,0,0,0,161,78.67,622,2.851,2.748,,0,8,7,6,7,5,7,49,3,46,74,25.71,4.883,,0,55.11,2.085,,0
2026-05-07 00:04:00,1110,565,235,79.44,,0,0,0,4.233,4.374,0,149,745,450,295,1228,,,31,38,23,29,23,31,28,27,28,29,60,0,0,0,0,0,161,81.25,639,2.865,2.932,,0,8,6,4,8,8,7,54,6,48,79,31.43,4.158,,0,49.43,1.61,,0
2026-05-07 00:05:00,1112,561,243,81.18,,0,0,0,4.748,10.853,0,133,747,442,305,1217,,,33,38,22,30,24,29,29,23,30,29,59,0,0,0,0,0,161,81.66,642,2.889,3.237,0,0,7,7,6,8,6,6,45,3,41,68,34.29,4.267,0,0,40.91,1.552,0,0
2026-05-07 00:06:00,1106,563,248,82.93,,0,0,0,4.192,4.415,0,144,729,429,300,1224,,,31,36,22,32,21,30,22,27,28,32,60,0,0,0,0,0,161,80.57,633,2.95,3.33,,0,9,6,4,8,7,7,43,1,42,66,20,3.722,,0,25,1.909,,0
2026-05-07 00:07:00,1113,564,247,83.28,,0,0,0,4.808,11.137,0,142,758,449,309,1242,,,31,37,21,31,22,30,20,26,28,32,60,0,0,0,0,0,161,83.7,668,2.886,3.05,,0,6,5,4,4,9,8,56,7,49,73,17.14,3.789,,0,44.89,2.291,,0
2026-05-07 00:08:00,1121,561,254,86.76,,0,0,0,4.247,4.475,0,142,756,443,313,1261,,,30,39,20,33,18,31,23,26,27,33,62,0,0,0,0,0,161,81.79,668,2.908,3.114,,0,8,5,6,2,8,5,49,4,46,69,25.71,4.558,,0,39.77,1.981,,0
2026-05-07 00:09:00,1118,572,251,85.71,,0,0,0,4.929,10.198,0,134,769,445,324,1233,,,31,37,22,32,17,33,21,25,32,34,58,0,0,0,0,0,161,81.52,651,2.93,2.949,,0,5,4,6,6,7,4,43,2,41,64,31.43,3.724,,0,27.84,2.22,,0
2026-05-07 00:10:00,1107,566,245,81.88,,0,0,0,4.211,4.12,0,126,772,455,317,1236,,,32,40,21,32,21,30,26,26,27,38,59,0,0,0,0,0,161,75,585,2.923,2.816,0,0,6,3,5,8,7,6,38,1,37,58,37.14,5.358,0,0,18.75,1.517,0,0
2026-05-07 00:11:00,1118,583,238,80.14,,0,0,0,4.918,12.952,0,147,819,485,334,1289,,,29,40,22,32,25,31,28,23,23,35,62,0,.59,0,0,0,161,75.82,596,2.937,2.942,,0,8,6,8,6,8,7,48,3,45,70,34.29,5.067,,0,18.75,1.731,,0
2026-05-07 00:12:00,1121,575,233,78.05,,0,0,0,4.224,4.868,0,141,799,474,325,1276,,,34,39,25,31,23,28,26,25,26,39,61,0,.59,0,0,0,161,75.95,600,2.917,2.868,,0,8,9,9,9,5,3,46,5,40,70,34.29,3.479,,0,38.64,2.154,,0
2026-05-07 00:13:00,1130,574,231,77,,0,0,0,5.008,12.132,0,142,818,482,336,1294,,,32,39,26,29,21,29,32,28,32,38,61,0,.59,0,0,0,161,78.4,621,2.942,2.98,,0,8,5,6,9,2,6,49,5,43,67,45.71,3.569,,0,45.45,1.851,,0
2026-05-07 00:14:00,1131,582,225,75.96,,0,0,0,4.293,5.508,0,147,810,482,328,1277,,,31,40,23,30,19,30,27,33,33,38,66,0,0,0,0,0,161,77.72,611,2.941,2.921,,0,8,6,8,7,5,4,54,9,45,72,54.29,3.743,,0,38.07,1.348,,0
2026-05-07 00:15:00,1131,586,229,75.26,,0,0,0,4.826,9.997,0,155,789,469,320,1287,,,33,37,18,28,19,33,32,34,29,38,66,0,0,0,0,0,161,79.35,622,2.917,2.786,0,0,6,5,7,8,9,7,55,8,47,73,40,3.805,0,0,22.16,1.281,0,0
2026-05-07 00:16:00,1142,581,234,77.7,,0,0,0,4.183,4.135,0,149,789,473,316,1275,,,32,41,21,30,18,34,31,31,31,36,64,0,0,0,0,0,161,77.17,615,2.917,2.84,,0,7,3,4,9,6,7,49,7,42,70,37.14,3.848,,0,19.32,1.866,,0
2026-05-07 00:17:00,1140,581,243,81.18,,0,0,0,4.736,10.118,0,146,776,466,310,1264,,,31,37,20,30,21,31,29,31,30,38,62,0,0,0,0,0,161,81.79,639,2.899,2.799,,0,7,4,6,8,8,8,53,6,47,72,37.14,4.269,,0,48.3,2.007,,0
2026-05-07 00:18:00,1126,588,244,81.88,,0,0,0,4.19,4.136,0,137,759,457,302,1237,,,33,42,22,31,18,31,29,29,31,33,64,0,0,0,0,0,161,81.39,639,2.849,2.735,,0,8,7,8,7,6,6,47,5,42,71,45.71,4.614,,0,42.61,1.697,,0
2026-05-07 00:19:00,1126,579,252,85.37,,0,0,0,4.794,11.843,0,137,744,452,292,1232,,,33,41,20,34,14,34,29,29,29,30,65,0,0,0,0,0,161,82.34,642,2.822,2.689,,0,6,9,10,6,7,7,50,7,43,72,34.29,4.701,,0,28.98,1.608,,0
2026-05-07 00:20:00,1132,572,258,85.37,,0,0,0,4.254,4.707,0,129,746,459,287,1223,,,35,40,23,34,22,31,26,31,28,30,64,0,0,0,0,0,161,80.84,654,2.813,2.716,0,0,1,8,9,2,8,9,44,4,39,63,28.57,3.924,0,0,23.86,1.347,0,0
2026-05-07 00:21:00,1122,555,253,83.28,,0,0,0,4.862,11.627,0,133,728,451,277,1211,,,34,41,25,28,22,30,25,29,23,37,66,0,0,0,0,0,161,83.42,671,2.795,2.77,,0,6,6,5,5,8,8,41,5,36,62,42.86,3.749,,0,26.14,1.793,,0
2026-05-07 00:22:00,1103,554,238,80.49,,0,0,0,4.366,4.642,0,140,711,443,268,1198,,,38,39,25,28,23,30,23,32,21,36,65,0,0,0,0,0,161,83.42,659,2.786,2.781,,0,10,6,7,8,7,7,45,3,41,71,37.14,4.652,,0,38.07,2.172,,0
2026-05-07 00:23:00,1090,552,243,79.79,,0,0,0,4.906,10.873,0,135,692,434,258,1166,,,39,33,21,32,21,28,21,31,26,32,64,0,0,0,0,0,161,82.47,653,2.778,2.928,,0,11,6,8,8,4,6,48,5,43,69,48.57,4.84,,0,41.48,1.638,,0
2026-05-07 00:24:00,1061,558,224,74.91,,0,0,0,4.567,6.263,0,138,674,422,252,1144,,,35,36,22,30,20,30,20,33,25,37,63,0,.59,0,0,0,161,82.47,658,2.772,2.838,,0,9,6,6,6,6,9,52,6,46,74,54.29,4.132,,0,27.84,1.522,,0
2026-05-07 00:25:00,1040,561,229,75.26,,0,0,0,5.067,10.111,0,130,655,411,244,1107,,,34,38,21,33,20,32,24,30,24,38,63,0,.59,0,0,0,161,77.72,604,2.769,2.754,0,0,7,6,7,6,6,12,46,6,39,68,40,3.779,1,0,25.57,1.592,0,0
2026-05-07 00:26:00,1021,558,222,74.22,,0,0,0,4.398,4.36,0,115,634,402,232,1116,,,28,37,23,28,23,32,25,27,21,36,63,0,0,0,0,0,161,75.68,600,2.771,2.867,,0,9,4,8,3,7,9,42,3,38,62,28.57,3.814,,0,18.75,1.547,,0
2026-05-07 00:27:00,1038,542,233,78.05,,0,0,0,4.784,9.176,0,151,674,423,251,1160,,,31,34,20,28,24,32,24,25,23,35,64,0,0,0,0,0,161,75.54,602,2.804,3.013,,0,7,2,7,8,4,6,60,9,51,80,34.29,3.636,,0,39.2,1.841,,0
2026-05-07 00:28:00,1030,546,237,80.14,,0,0,0,4.434,4.265,0,167,667,417,250,1173,,,29,31,21,27,23,33,24,27,21,30,66,0,0,0,0,0,161,79.62,609,2.803,2.797,,0,7,4,7,8,4,7,50,3,46,75,31.43,4.4,,0,38.64,1.649,,0
2026-05-07 00:29:00,1025,549,244,80.49,,0,0,0,4.893,9.936,0,152,678,420,258,1181,,,28,31,19,27,22,31,23,30,22,31,66,0,0,0,0,0,161,76.09,595,2.82,2.849,,0,7,4,5,4,7,8,52,7,45,73,22.86,4.271,,0,21.59,2.102,,0
2026-05-07 00:30:00,1008,560,237,79.79,,0,0,0,4.436,4.675,0,159,665,415,250,1207,,,34,30,20,26,17,30,24,29,25,28,63,0,0,0,0,0,161,77.85,610,2.827,2.784,0,0,5,9,4,6,5,7,53,8,44,72,34.29,4.162,0,0,22.73,1.551,0,0
2026-05-07 00:31:00,1020,566,228,77.7,,0,0,0,4.834,9.485,0,179,695,432,263,1213,,,30,36,17,26,20,33,20,29,22,26,59,0,0,0,0,0,161,80.98,640,2.82,2.697,,0,4,8,4,5,6,9,61,8,50,81,34.29,4.728,,0,23.3,1.71,,0
2026-05-07 00:32:00,1014,575,221,74.56,,0,0,0,4.409,4.482,0,181,677,418,259,1214,,,33,32,19,26,23,30,20,28,18,24,57,0,1.18,0,0,0,161,80.98,643,2.833,2.875,,0,6,3,3,5,7,8,60,11,46,80,31.43,4.832,,0,48.3,2.392,,0
2026-05-07 00:33:00,1014,578,224,76.31,,0,0,0,4.672,8.434,0,174,680,424,256,1204,,,31,31,21,28,25,31,19,26,20,29,61,0,1.18,0,0,0,161,78.8,615,2.81,2.751,,0,8,1,5,7,5,5,49,5,41,71,51.43,4.184,,0,41.48,1.569,,0
2026-05-07 00:34:00,1006,564,220,75.61,,0,0,0,4.615,6.843,0,172,665,412,253,1177,,,28,32,16,27,27,33,22,26,20,29,59,0,.59,0,0,0,161,80.98,654,2.798,2.728,,0,7,1,6,7,4,6,53,5,46,72,54.29,3.946,,0,26.14,1.439,,0
2026-05-07 00:35:00,997,565,220,73.87,,0,0,0,4.399,4.401,0,172,653,404,249,1169,,,29,32,19,20,20,31,20,27,24,26,59,0,.59,0,0,0,161,85.85,700,2.794,2.703,0,0,5,8,4,7,7,6,50,4,44,77,57.14,4.198,0,0,22.73,1.617,0,0
2026-05-07 00:36:00,1001,558,239,79.79,,0,0,0,4.722,9.669,0,162,648,397,251,1160,,,26,31,17,27,19,30,21,28,24,27,61,0,0,0,0,0,161,85.99,690,2.796,2.889,,0,8,6,2,7,6,3,50,6,42,75,54.29,4.175,,0,27.27,1.897,,0
2026-05-07 00:37:00,1025,565,264,86.76,,0,0,0,4.372,6.236,0,147,664,405,259,1155,,,26,31,15,27,21,30,20,29,22,23,70,0,0,0,0,0,161,84.63,685,2.819,3.169,,0,7,7,4,7,2,5,50,5,44,69,40,4.252,,0,45.45,2.44,,0
2026-05-07 00:38:00,1002,571,254,84.67,,0,0,0,4.848,11.219,0,145,647,392,255,1167,,,23,32,17,27,21,29,24,25,21,24,68,0,0,0,0,0,161,81.09,642,2.821,2.877,,0,6,7,7,9,2,9,53,6,46,74,48.57,4.012,,0,42.05,2.152,,0
2026-05-07 00:39:00,1012,574,252,84.67,,0,0,0,4.554,8.676,0,146,656,394,262,1175,,,23,30,14,23,21,26,23,25,25,25,68,0,0,0,0,0,161,81.77,643,2.847,3.086,,0,8,5,7,10,4,8,53,6,45,75,65.71,3.323,,0,25,1.768,,0
2026-05-07 00:40:00,1021,560,255,85.02,,0,0,0,4.913,8.066,0,148,648,387,261,1191,,,26,30,15,26,22,27,22,27,27,21,67,0,0,0,0,0,161,82.86,651,2.861,2.936,0,0,9,5,5,7,8,7,53,3,49,70,48.57,3.769,0,0,12.5,1.477,0,0
2026-05-07 00:41:00,1023,568,250,82.58,,0,0,0,4.408,6.846,0,147,682,415,267,1208,,,26,31,18,22,18,26,21,24,27,21,65,0,0,0,0,0,161,83.67,660,2.895,3.025,,0,6,7,5,4,6,8,55,3,51,71,42.86,4.723,,0,17.61,1.918,,0
2026-05-07 00:42:00,1023,568,247,83.62,,0,0,0,4.81,7.969,0,144,678,414,264,1237,,,27,29,24,23,18,28,22,25,25,19,64,0,0,0,0,0,161,85.17,664,2.916,3.045,,0,6,8,4,9,5,6,55,6,49,73,45.71,3.841,,0,39.77,2.433,,0
2026-05-07 00:43:00,1027,572,240,81.53,,0,0,0,4.677,8.861,0,141,694,417,277,1230,,,27,34,20,22,24,28,22,26,26,19,63,0,0,0,0,0,161,81.22,637,2.919,2.846,,0,3,8,7,6,4,5,50,4,46,70,25.71,4.564,,0,43.75,1.389,,0
2026-05-07 00:44:00,1017,584,241,81.53,,0,0,0,4.998,7.13,0,131,689,404,285,1212,,,27,35,17,25,24,29,20,23,21,20,61,0,0,0,0,0,161,80.41,633,2.951,3.101,,0,7,6,7,7,5,7,41,1,40,61,28.57,3.493,,0,30.11,1.44,,0
2026-05-07 00:45:00,1013,584,238,80.84,,0,0,0,4.516,7.301,0,125,665,389,276,1199,,,27,33,16,27,25,25,18,23,22,19,60,0,0,0,0,0,161,80.82,627,2.95,2.76,0,0,8,6,9,4,3,6,44,3,39,58,28.57,4.04,0,0,21.59,1.564,0,0
2026-05-07 00:46:00,1014,590,237,79.79,,0,0,0,4.681,5.681,0,131,663,379,284,1183,,,27,31,21,23,24,29,17,28,25,22,58,0,0,0,0,0,161,76.87,602,2.941,2.838,,0,6,5,4,1,3,4,43,5,37,55,22.86,5.301,,0,11.93,1.564,,0
2026-05-07 00:47:00,1022,597,244,82.93,,0,0,0,4.858,10.275,0,123,688,396,292,1199,,,25,33,18,21,25,26,21,24,23,23,55,0,0,0,0,0,161,78.78,611,2.929,2.948,,0,5,2,6,5,6,4,43,6,37,58,14.29,4.581,,0,43.18,2.148,,0
2026-05-07 00:48:00,1019,588,251,84.67,,0,0,0,4.911,4.212,0,120,670,386,284,1192,,,23,32,20,20,20,22,21,23,24,21,56,0,0,0,0,0,161,75.92,579,2.91,2.817,,0,7,4,2,3,5,5,43,6,36,57,28.57,4.334,,0,48.86,2.142,,0
2026-05-07 00:49:00,1021,584,259,86.76,,0,0,0,4.94,13.382,0,130,660,377,283,1189,,,26,29,20,21,23,24,18,20,28,21,55,0,0,0,0,0,161,74.69,578,2.886,2.847,,0,5,2,5,7,4,3,47,7,39,59,34.29,3.906,,0,32.95,1.343,,0
2026-05-07 00:50:00,1001,595,251,84.32,,0,0,0,4.994,4.274,0,172,653,371,282,1210,,,31,25,18,24,22,24,20,17,26,18,54,0,0,0,0,0,161,77.01,596,2.876,2.877,0,0,4,3,5,5,4,2,48,6,42,61,25.71,4.831,0,0,13.07,1.228,0,0
2026-05-07 00:51:00,999,595,248,81.88,,0,0,0,4.385,5.278,0,171,672,387,285,1210,,,28,28,18,22,23,25,22,18,24,19,55,0,0,0,0,0,161,80.14,622,2.84,2.633,,0,5,7,5,5,6,5,59,6,51,75,34.29,4.622,,0,9.66,1.638,,0
2026-05-07 00:52:00,979,599,230,75.96,,0,0,0,4.393,4.539,0,177,653,380,273,1214,,,26,29,21,21,23,24,22,20,22,20,57,0,2.37,0,0,0,161,76.73,598,2.805,2.612,,0,6,8,11,10,3,6,61,9,49,77,45.71,4.526,,0,36.36,1.977,,0
2026-05-07 00:53:00,1001,581,232,79.09,,0,0,0,4.625,8.955,0,174,678,392,286,1223,,,24,25,20,22,22,28,18,24,23,22,59,0,2.37,0,0,0,161,80.82,631,2.787,2.676,,0,5,7,9,11,4,7,57,8,47,77,42.86,4.471,,0,49.43,2.067,,0
2026-05-07 00:54:00,992,578,235,80.14,,0,0,0,4.757,5.378,0,184,673,390,283,1212,,,28,26,15,20,19,26,18,25,24,19,59,0,1.18,0,0,0,161,79.86,632,2.736,2.596,,0,8,5,8,9,6,9,50,4,42,72,34.29,3.829,,0,33.52,1.253,,0
2026-05-07 00:55:00,998,568,238,78.05,,0,0,0,4.443,6.129,0,195,703,410,293,1251,,,29,25,17,20,20,25,19,25,24,23,58,0,.59,0,0,0,161,83.54,650,2.729,2.677,0,1,8,6,7,9,10,7,49,1,47,77,17.14,4.519,0,0,15.91,.993,0,0
2026-05-07 00:56:00,988,587,238,79.44,,0,0,0,4.431,5.132,0,202,690,409,281,1265,,,27,26,16,20,20,24,20,22,27,19,57,0,.59,0,0,0,161,83.4,663,2.732,2.772,,1,8,5,6,9,6,10,50,5,44,70,8.57,4.658,,0,11.93,1.694,,0
2026-05-07 00:57:00,1003,588,248,82.93,,0,0,0,4.765,9.815,0,195,709,421,288,1276,,,23,26,10,18,21,25,20,24,24,18,57,0,2.96,0,0,0,161,84.35,677,2.736,2.865,,0,8,7,6,11,6,8,52,4,45,73,11.43,4.552,,0,42.05,1.985,,0
2026-05-07 00:58:00,998,589,249,83.97,,0,0,0,4.954,5.469,0,192,693,413,280,1273,,,23,23,14,21,21,28,21,25,22,20,57,0,.59,0,0,0,161,85.17,691,2.731,2.849,,0,6,8,7,11,9,7,50,2,47,72,11.43,4.464,,0,40.34,1.815,,0
2026-05-07 00:59:00,1021,580,263,87.46,,0,0,0,5.161,12.21,0,175,699,412,287,1246,,,26,23,14,21,20,25,17,25,24,19,55,0,0,0,0,0,161,84.49,662,2.753,3.063,,0,3,6,8,11,7,10,51,6,43,70,31.43,4.293,,0,31.25,1.569,,0
2026-05-07 01:00:00,1003,602,261,87.8,,0,0,0,5.357,5.891,0,182,672,396,276,1240,,,27,22,17,22,20,24,19,22,19,20,54,0,0,0,0,0,161,85.99,680,2.77,3.088,0,0,8,6,10,11,6,11,45,1,41,71,31.43,3.679,0,0,16.48,1.38,0,0
2026-05-07 01:01:00,1028,591,269,90.24,,0,0,0,4.385,4.494,0,158,687,405,282,1229,,,26,25,17,21,23,24,19,19,19,25,60,0,0,0,0,0,161,86.26,690,2.824,3.174,,0,8,6,6,10,8,11,44,5,38,68,11.43,4.642,,0,19.89,1.642,,0
2026-05-07 01:02:00,1031,594,255,86.41,,0,0,0,4.532,5.747,0,154,668,393,275,1217,,,27,22,18,21,21,24,16,21,20,24,66,0,0,0,0,0,161,86.39,685,2.861,3.143,,0,5,9,7,9,9,7,53,7,45,70,14.29,5.474,,0,49.43,1.722,,0
2026-05-07 01:03:00,1032,603,261,87.8,,0,0,0,4.347,4.287,0,145,651,382,269,1204,,,27,20,23,24,19,25,22,24,20,18,65,0,0,0,0,0,161,89.66,718,2.881,2.954,,0,10,9,7,9,8,7,50,9,40,73,17.14,4.39,,0,51.7,1.635,,0
2026-05-07 01:04:00,1041,594,260,87.11,,0,0,0,4.49,6.225,0,135,650,384,266,1199,,,24,26,20,24,15,29,20,24,24,19,71,0,0,0,0,0,161,90.75,721,2.94,3.157,,0,9,7,8,6,4,9,54,5,49,73,17.14,4.75,,0,36.36,1.272,,0
2026-05-07 01:05:00,1026,600,259,86.41,,0,0,0,4.311,4.258,0,126,632,376,256,1177,,,28,27,19,20,21,28,23,26,23,18,71,0,0,0,0,0,161,90.07,706,3.002,3.301,0,0,12,4,8,7,6,8,49,4,45,70,37.14,4.782,0,0,21.02,1.231,0,0
2026-05-07 01:06:00,1029,572,265,87.46,,0,0,0,4.462,6.143,0,121,619,366,253,1196,,,29,25,20,21,20,30,22,25,21,21,71,0,.59,0,0,0,161,87.76,709,3.063,3.397,,0,9,5,5,8,6,6,54,6,48,73,42.86,5.102,,0,23.3,1.846,,0
2026-05-07 01:07:00,1036,576,255,83.97,,0,0,0,4.391,6.349,0,142,644,384,260,1199,,,28,28,24,19,21,30,23,24,22,24,73,0,1.18,0,0,0,161,85.44,683,2.996,2.98,,0,8,8,6,6,5,8,55,3,50,74,51.43,3.964,,0,45.45,2.159,,0
2026-05-07 01:08:00,1037,570,261,85.71,,0,0,0,4.527,6.037,0,141,630,377,253,1187,,,27,28,21,24,17,25,27,26,22,21,74,0,1.18,0,0,0,161,84.76,696,3.009,3.023,,0,7,8,6,8,5,11,50,5,43,71,31.43,4.896,,0,43.18,1.612,,0
2026-05-07 01:09:00,1042,572,259,85.71,,0,0,0,4.406,4.897,0,139,649,385,264,1197,,,25,30,24,26,18,26,28,23,21,24,74,0,1.18,0,0,0,161,82.99,665,3,2.979,,0,7,7,5,6,6,10,51,7,43,71,22.86,4.741,,0,27.27,1.133,,0
2026-05-07 01:10:00,1031,560,266,87.46,,0,0,0,4.593,6.501,0,162,639,380,259,1208,,,26,32,25,28,16,28,29,22,17,24,74,0,1.18,0,0,0,161,83.95,664,2.994,2.968,0,0,7,5,5,5,9,8,47,6,40,68,37.14,4.151,0,0,19.89,1.214,0,0
2026-05-07 01:11:00,1045,560,255,85.71,,0,0,0,4.506,5.639,0,161,673,399,274,1220,,,27,32,24,28,12,31,23,27,19,28,72,0,0,0,0,0,161,87.35,685,2.967,2.798,,0,8,6,8,8,5,8,49,4,44,74,45.71,4.41,,0,17.61,1.863,,0
2026-05-07 01:12:00,1042,554,244,81.88,,0,0,0,4.644,5.942,0,174,684,415,269,1250,,,27,28,28,27,18,30,26,29,19,27,70,0,0,0,0,0,161,83.67,660,2.974,3.125,,0,6,6,9,7,5,4,52,6,46,74,42.86,3.396,,0,36.93,1.966,,0
2026-05-07 01:13:00,1053,548,246,80.49,,0,0,0,4.592,5.549,0,175,702,423,279,1273,,,26,33,23,29,17,31,24,33,24,27,70,0,0,0,0,0,161,82.59,654,2.967,2.933,,0,6,6,6,6,5,2,50,5,44,70,31.43,4.44,,0,43.18,1.638,,0
2026-05-07 01:14:00,1038,551,237,78.05,,0,0,0,4.643,5.573,0,181,689,411,278,1255,,,25,32,21,28,14,32,22,33,27,25,67,0,0,0,0,0,161,80.95,628,2.94,2.884,,0,4,8,4,6,6,4,54,6,47,76,37.14,4.305,,0,32.95,1.32,,0
2026-05-07 01:15:00,1045,552,247,81.18,,0,0,0,4.46,5.787,0,165,703,415,288,1244,,,23,34,22,30,13,30,22,36,28,30,65,0,.59,0,0,0,161,83.95,665,2.918,2.813,0,0,6,6,3,7,4,7,48,5,43,73,40,4.115,0,0,25,1.307,0,0
2026-05-07 01:16:00,1056,560,254,83.28,,0,0,0,4.53,5.438,0,163,697,409,288,1251,,,26,30,24,29,18,29,23,34,30,30,63,0,0,0,0,0,161,87.89,712,2.926,2.942,,0,7,5,4,5,5,6,54,9,45,79,34.29,4.609,,0,13.07,1.724,,0
2026-05-07 01:17:00,1077,557,255,85.71,,0,0,0,4.704,9.032,0,164,728,432,296,1254,,,23,34,22,29,16,28,24,35,29,32,63,0,1.78,0,0,0,161,87.48,690,2.928,2.937,,0,7,9,5,6,4,6,50,7,42,75,37.14,4.755,,0,38.07,2.21,,0
2026-05-07 01:18:00,1079,557,267,87.46,,0,0,0,4.857,5.936,0,164,716,427,289,1234,,,23,33,21,31,15,30,24,27,26,27,64,0,.59,0,0,0,161,88.03,698,2.896,2.8,,0,5,7,11,6,4,7,49,3,44,74,20,3.443,,0,33.52,1.907,,0
2026-05-07 01:19:00,1083,557,270,88.5,,0,0,0,4.653,6.745,0,157,714,417,297,1234,,,26,31,18,33,17,30,23,30,27,25,58,0,.59,0,0,0,161,85.03,670,2.885,2.851,,0,4,5,6,9,6,7,52,8,42,73,11.43,4.628,,0,19.32,1.838,,0
2026-05-07 01:20:00,1083,539,280,91.29,,0,0,0,4.78,6.188,0,161,705,413,292,1221,,,28,31,19,33,17,26,23,30,29,24,58,0,.59,0,0,0,161,81.36,638,2.88,2.933,0,0,7,6,5,7,6,5,53,10,41,76,25.71,5.772,0,0,14.2,1.461,0,0
2026-05-07 01:21:00,1105,545,273,89.9,,0,0,0,4.559,5.673,0,153,750,446,304,1260,,,28,32,24,37,16,24,19,29,29,22,60,0,1.18,0,0,0,161,81.63,639,2.888,2.884,,0,9,6,9,6,5,8,49,9,40,74,31.43,4.886,,0,17.61,1.841,,0
2026-05-07 01:22:00,1087,554,262,86.76,,0,0,0,4.677,7.15,0,168,748,439,309,1290,,,28,33,24,36,17,25,20,24,28,25,60,0,.59,0,0,0,161,80.27,639,2.895,3.085,,0,10,10,10,7,6,5,47,5,42,75,34.29,4.314,,0,38.07,2.279,,0
