_time,VEHICLE,HID
2026-04-21 14:28:13.310+0900,BV0318,10811
2026-04-21 14:28:13.421+0900,BV0393,10781
2026-04-21 14:28:13.421+0900,BV0393,34
2026-04-21 14:28:13.567+0900,BV0241,10721
2026-04-21 14:28:13.604+0900,BV0244,10641
2026-04-21 14:28:13.641+0900,BV0312,10811
2026-04-21 14:28:13.689+0900,BV0112,10611
2026-04-21 14:28:14.176+0900,BV0214,11111
2026-04-21 14:28:14.223+0900,BV0239,10611
2026-04-21 14:28:14.223+0900,BV0239,3
2026-04-21 14:28:15.219+0900,BV0110,10681
2026-04-21 14:28:15.264+0900,BV0244,10651
2026-04-21 14:28:15.701+0900,BV0104,10681
2026-04-21 14:28:16.609+0900,BV0120,10631
2026-04-21 14:28:16.640+0900,BV0096,11111
2026-04-21 14:28:16.782+0900,BV0312,10781
2026-04-21 14:28:17.557+0900,BV0111,33
2026-04-21 14:28:17.859+0900,BV0105,10681
2026-04-21 14:28:17.943+0900,BV0092,10611
2026-04-21 14:28:17.943+0900,BV0092,3
2026-04-21 14:28:18.589+0900,BV0241,10721
2026-04-21 14:28:19.576+0900,BV0061,33
2026-04-21 14:28:19.597+0900,BV0241,10721
2026-04-21 14:28:19.602+0900,BV0333,34
2026-04-21 14:28:19.698+0900,BV0105,10681
2026-04-21 14:28:19.964+0900,BV0110,10711
2026-04-21 14:28:19.982+0900,BV0120,10611
2026-04-21 14:28:19.982+0900,BV0120,3
2026-04-21 14:28:20.409+0900,BV0367,11111
2026-04-21 14:28:20.856+0900,BV0241,10721
2026-04-21 14:28:21.070+0900,BV0105,10681
2026-04-21 14:28:21.363+0900,BV0061,33
2026-04-21 14:28:21.408+0900,BV0352,10831
2026-04-21 14:28:21.803+0900,BV0063,11111
2026-04-21 14:28:22.541+0900,BV0364,3
2026-04-21 14:28:22.695+0900,BV0384,10811
2026-04-21 14:28:22.721+0900,BV0110,10631
2026-04-21 14:28:23.003+0900,BV0347,10771
2026-04-21 14:28:23.054+0900,BV0365,10681
2026-04-21 14:28:23.527+0900,BV0082,11101
2026-04-21 14:28:24.255+0900,BV0104,10711
2026-04-21 14:28:24.375+0900,BV0371,10631
2026-04-21 14:28:24.539+0900,BV0140,11101
2026-04-21 14:28:24.981+0900,BV0164,11121
2026-04-21 14:28:25.568+0900,BV0185,10681
2026-04-21 14:28:26.039+0900,BV0140,11101
2026-04-21 14:28:26.103+0900,BV0184,34
2026-04-21 14:28:27.176+0900,BV0058,10681
2026-04-21 14:28:27.628+0900,BV0153,11101
2026-04-21 14:28:28.075+0900,BV0140,11101
2026-04-21 14:28:28.107+0900,BV0371,10631
2026-04-21 14:28:28.719+0900,BV0140,11101
2026-04-21 14:28:28.732+0900,BV0058,10681
2026-04-21 14:28:28.784+0900,BV0153,11101
2026-04-21 14:28:28.800+0900,BV0132,10681
2026-04-21 14:28:29.243+0900,BV0231,33
2026-04-21 14:28:30.032+0900,BV0333,33
2026-04-21 14:28:30.325+0900,BV0373,11121
2026-04-21 14:28:30.329+0900,BV0092,10641
2026-04-21 14:28:30.378+0900,BV0154,34
2026-04-21 14:28:30.933+0900,BV0231,10851
2026-04-21 14:28:31.430+0900,BV0383,33
2026-04-21 14:28:31.751+0900,BV0154,34
2026-04-21 14:28:32.026+0900,BV0140,11101
2026-04-21 14:28:32.596+0900,BV0371,10631
2026-04-21 14:28:32.646+0900,BV0102,11041
2026-04-21 14:28:32.894+0900,BV0383,33
2026-04-21 14:28:33.350+0900,BV0327,10771
2026-04-21 14:28:33.712+0900,BV0140,11101
2026-04-21 14:28:33.782+0900,BV0374,34
2026-04-21 14:28:34.082+0900,BV0057,11121
2026-04-21 14:28:34.434+0900,BV0153,11101
2026-04-21 14:28:34.442+0900,BV0151,10851
2026-04-21 14:28:34.531+0900,BV0110,10611
2026-04-21 14:28:34.531+0900,BV0110,3
2026-04-21 14:28:34.544+0900,BV0154,33
2026-04-21 14:28:34.564+0900,BV0140,33
2026-04-21 14:28:34.801+0900,BV0223,10811
2026-04-21 14:28:35.233+0900,BV0081,33
2026-04-21 14:28:35.871+0900,BV0194,11082
2026-04-21 14:28:36.115+0900,BV0104,10611
2026-04-21 14:28:37.086+0900,BV0102,11101
2026-04-21 14:28:37.548+0900,BV0110,10641
2026-04-21 14:28:37.732+0900,BV0223,10781
2026-04-21 14:28:37.747+0900,BV0003,11121
2026-04-21 14:28:38.621+0900,BV0081,33
2026-04-21 14:28:38.622+0900,BV0156,10771
2026-04-21 14:28:38.636+0900,BV0080,10711
2026-04-21 14:28:38.690+0900,BV0060,10681
2026-04-21 14:28:39.026+0900,BV0104,3
2026-04-21 14:28:39.026+0900,BV0104,10641
2026-04-21 14:28:39.115+0900,BV0231,34
2026-04-21 14:28:39.673+0900,BV0379,33
2026-04-21 14:28:39.700+0900,BV0102,11101
2026-04-21 14:28:40.824+0900,BV0184,10811
2026-04-21 14:28:40.870+0900,BV0060,10681
2026-04-21 14:28:41.057+0900,BV0333,10771
2026-04-21 14:28:41.097+0900,BV0342,11101
2026-04-21 14:28:41.526+0900,BV0151,33
2026-04-21 14:28:41.542+0900,BV0342,11101
2026-04-21 14:28:41.570+0900,BV0364,10721
2026-04-21 14:28:41.615+0900,BV0102,11101
2026-04-21 14:28:42.022+0900,BV0231,34
2026-04-21 14:28:42.026+0900,BV0393,11041
2026-04-21 14:28:42.302+0900,BV0147,11121
2026-04-21 14:28:42.699+0900,BV0061,10771
2026-04-21 14:28:42.720+0900,BV0102,11101
2026-04-21 14:28:42.887+0900,BV0371,10611
2026-04-21 14:28:42.887+0900,BV0371,3
2026-04-21 14:28:43.108+0900,BV0151,33
2026-04-21 14:28:43.365+0900,BV0393,11091
2026-04-21 14:28:43.381+0900,BV0060,10711
2026-04-21 14:28:43.410+0900,BV0231,11041
2026-04-21 14:28:43.459+0900,BV0061,10771
2026-04-21 14:28:43.666+0900,BV0184,10781
2026-04-21 14:28:44.073+0900,BV0102,11101
2026-04-21 14:28:44.153+0900,BV0149,10811
2026-04-21 14:28:44.820+0900,BV0364,10721
2026-04-21 14:28:44.846+0900,BV0004,34
2026-04-21 14:28:46.265+0900,BV0212,11121
2026-04-21 14:28:46.287+0900,BV0072,10811
2026-04-21 14:28:46.289+0900,BV0195,11101
2026-04-21 14:28:46.683+0900,BV0224,10831
2026-04-21 14:28:46.717+0900,BV0365,10641
2026-04-21 14:28:47.718+0900,BV0115,33
2026-04-21 14:28:47.743+0900,BV0102,11101
2026-04-21 14:28:48.298+0900,BV0072,10811
2026-04-21 14:28:48.411+0900,BV0059,10811
2026-04-21 14:28:48.516+0900,BV0072,10811
2026-04-21 14:28:48.927+0900,BV0381,10811
2026-04-21 14:28:48.967+0900,BV0059,10811
2026-04-21 14:28:48.975+0900,BV0238,10721
2026-04-21 14:28:49.047+0900,BV0061,10771
2026-04-21 14:28:49.405+0900,BV0102,11101
2026-04-21 14:28:49.610+0900,BV0115,33
2026-04-21 14:28:49.619+0900,BV0330,33
2026-04-21 14:28:49.855+0900,BV0166,3
2026-04-21 14:28:50.073+0900,BV0140,11121
2026-04-21 14:28:50.086+0900,BV0342,11101
2026-04-21 14:28:50.122+0900,BV0364,10711
2026-04-21 14:28:50.164+0900,BV0364,10711
2026-04-21 14:28:50.599+0900,BV0380,10831
2026-04-21 14:28:50.986+0900,BV0154,10771
2026-04-21 14:28:51.133+0900,BV0235,10721
2026-04-21 14:28:51.227+0900,BV0072,10811
2026-04-21 14:28:51.353+0900,BV0361,11082
2026-04-21 14:28:51.555+0900,BV0231,11101
2026-04-21 14:28:51.587+0900,BV0342,33
2026-04-21 14:28:51.677+0900,BV0099,10831
2026-04-21 14:28:52.141+0900,BV0235,10721
2026-04-21 14:28:52.362+0900,BV0211,11041
2026-04-21 14:28:52.503+0900,BV0072,10811
2026-04-21 14:28:52.858+0900,BV0208,11082
2026-04-21 14:28:52.972+0900,BV0235,10721
2026-04-21 14:28:53.285+0900,BV0105,10651
2026-04-21 14:28:53.327+0900,BV0231,11101
2026-04-21 14:28:53.744+0900,BV0072,10811
2026-04-21 14:28:53.813+0900,BV0059,10811
2026-04-21 14:28:54.358+0900,BV0094,11101
2026-04-21 14:28:54.756+0900,BV0364,10711
2026-04-21 14:28:54.988+0900,BV0165,34
2026-04-21 14:28:55.534+0900,BV0081,10771
2026-04-21 14:28:55.534+0900,BV0185,10651
2026-04-21 14:28:55.669+0900,BV0387,10811
2026-04-21 14:28:56.327+0900,BV0081,10771
2026-04-21 14:28:56.710+0900,BV0235,10721
2026-04-21 14:28:56.996+0900,BV0387,10811
2026-04-21 14:28:58.014+0900,BV0235,10721
2026-04-21 14:28:58.068+0900,BV0387,10811
2026-04-21 14:28:58.264+0900,BV0060,10631
2026-04-21 14:28:58.500+0900,BV0387,10811
2026-04-21 14:28:58.811+0900,BV0222,10771
2026-04-21 14:28:59.337+0900,BV0235,10721
2026-04-21 14:28:59.682+0900,BV0166,10681
2026-04-21 14:28:59.779+0900,BV0210,33
2026-04-21 14:28:59.970+0900,BV0338,33
2026-04-21 14:29:00.308+0900,BV0069,10721
2026-04-21 14:29:01.030+0900,BV0129,11121
2026-04-21 14:29:01.108+0900,BV0060,10611
2026-04-21 14:29:01.108+0900,BV0060,3
2026-04-21 14:29:01.268+0900,BV0210,10851
2026-04-21 14:29:01.501+0900,BV0387,10811
2026-04-21 14:29:01.577+0900,BV0102,11111
2026-04-21 14:29:01.580+0900,BV0069,10721
2026-04-21 14:29:01.654+0900,BV0183,3
2026-04-21 14:29:01.927+0900,BV0064,10831
2026-04-21 14:29:02.310+0900,BV0235,10711
2026-04-21 14:29:02.699+0900,BV0387,10811
2026-04-21 14:29:03.234+0900,BV0338,33
2026-04-21 14:29:03.665+0900,BV0177,10681
2026-04-21 14:29:03.722+0900,BV0146,10721
2026-04-21 14:29:04.003+0900,BV0166,10711
2026-04-21 14:29:04.215+0900,BV0195,11121
2026-04-21 14:29:04.406+0900,BV0081,10771
2026-04-21 14:29:04.667+0900,BV0123,34
2026-04-21 14:29:04.673+0900,BV0084,33
2026-04-21 14:29:04.678+0900,BV0224,10811
2026-04-21 14:29:05.049+0900,BV0384,11041
2026-04-21 14:29:05.728+0900,BV0191,33
2026-04-21 14:29:06.223+0900,BV0380,10811
2026-04-21 14:29:06.880+0900,BV0084,33
2026-04-21 14:29:07.141+0900,BV0195,11111
2026-04-21 14:29:07.689+0900,BV0191,33
2026-04-21 14:29:07.854+0900,BV0154,34
2026-04-21 14:29:07.939+0900,BV0062,34
2026-04-21 14:29:07.960+0900,BV0306,11121
2026-04-21 14:29:08.041+0900,BV0099,10811
2026-04-21 14:29:08.084+0900,BV0376,10771
2026-04-21 14:29:09.223+0900,BV0181,34
2026-04-21 14:29:09.597+0900,BV0094,11111
2026-04-21 14:29:10.052+0900,BV0099,10811
2026-04-21 14:29:10.256+0900,BV0238,10611
2026-04-21 14:29:10.346+0900,BV0360,11041
2026-04-21 14:29:10.397+0900,BV0099,10811
2026-04-21 14:29:10.950+0900,BV0083,10811
2026-04-21 14:29:11.512+0900,BV0083,10811
2026-04-21 14:29:11.546+0900,BV0238,3
2026-04-21 14:29:11.546+0900,BV0238,10641
2026-04-21 14:29:11.938+0900,BV0183,10681
2026-04-21 14:29:12.113+0900,BV0326,34
2026-04-21 14:29:12.363+0900,BV0372,11121
2026-04-21 14:29:13.064+0900,BV0374,10851
2026-04-21 14:29:13.110+0900,BV0389,10721
2026-04-21 14:29:13.196+0900,BV0165,34
2026-04-21 14:29:13.654+0900,BV0099,10811
2026-04-21 14:29:14.089+0900,BV0115,10771
2026-04-21 14:29:14.096+0900,BV0090,11041
2026-04-21 14:29:14.685+0900,BV0235,10611
2026-04-21 14:29:14.780+0900,BV0360,11101
2026-04-21 14:29:14.856+0900,BV0393,11082
2026-04-21 14:29:14.970+0900,BV0099,10811
2026-04-21 14:29:15.531+0900,BV0177,10711
2026-04-21 14:29:15.566+0900,BV0111,11121
2026-04-21 14:29:15.976+0900,BV0165,34
2026-04-21 14:29:16.148+0900,BV0200,34
2026-04-21 14:29:16.203+0900,BV0083,10811
2026-04-21 14:29:16.702+0900,BV0123,10781
2026-04-21 14:29:18.132+0900,BV0064,10811
2026-04-21 14:29:18.590+0900,BV0165,33
2026-04-21 14:29:18.614+0900,BV0090,11101
2026-04-21 14:29:19.295+0900,BV0138,10711
2026-04-21 14:29:19.800+0900,BV0357,10811
2026-04-21 14:29:19.838+0900,BV0242,34
2026-04-21 14:29:19.853+0900,BV0090,11101
2026-04-21 14:29:19.892+0900,BV0379,11121
2026-04-21 14:29:20.380+0900,BV0336,3
2026-04-21 14:29:20.615+0900,BV0090,11101
2026-04-21 14:29:20.898+0900,BV0379,11111
2026-04-21 14:29:21.153+0900,BV0062,10811
2026-04-21 14:29:21.192+0900,BV0357,10811
2026-04-21 14:29:21.210+0900,BV0090,11101
2026-04-21 14:29:21.495+0900,BV0357,10811
2026-04-21 14:29:22.090+0900,BV0004,10851
2026-04-21 14:29:22.129+0900,BV0193,34
2026-04-21 14:29:22.221+0900,BV0207,33
2026-04-21 14:29:22.513+0900,BV0149,10781
2026-04-21 14:29:22.587+0900,BV0178,11121
2026-04-21 14:29:22.878+0900,BV0384,11111
2026-04-21 14:29:22.901+0900,BV0223,10831
2026-04-21 14:29:23.505+0900,BV0191,10781
2026-04-21 14:29:23.505+0900,BV0191,34
2026-04-21 14:29:23.506+0900,BV0183,10641
2026-04-21 14:29:23.560+0900,BV0207,10851
2026-04-21 14:29:23.925+0900,BV0070,33
2026-04-21 14:29:23.925+0900,BV0062,10781
2026-04-21 14:29:24.232+0900,BV0090,11101
2026-04-21 14:29:24.264+0900,BV0192,34
2026-04-21 14:29:24.345+0900,BV0357,10811
2026-04-21 14:29:24.825+0900,BV0191,10781
2026-04-21 14:29:24.825+0900,BV0191,34
2026-04-21 14:29:24.889+0900,BV0070,33
2026-04-21 14:29:25.017+0900,BV0183,10641
2026-04-21 14:29:25.384+0900,BV0321,10721
2026-04-21 14:29:25.425+0900,BV0183,10641
2026-04-21 14:29:25.592+0900,BV0342,11121
2026-04-21 14:29:25.626+0900,BV0081,10851
2026-04-21 14:29:25.663+0900,BV0360,11111
2026-04-21 14:29:25.687+0900,BV0357,10811
2026-04-21 14:29:25.991+0900,BV0207,34
2026-04-21 14:29:26.095+0900,BV0072,11041
2026-04-21 14:29:26.321+0900,BV0321,10721
2026-04-21 14:29:26.360+0900,BV0183,10641
2026-04-21 14:29:26.419+0900,BV0238,10651
2026-04-21 14:29:26.530+0900,BV0177,10631
2026-04-21 14:29:27.264+0900,BV0321,10721
2026-04-21 14:29:27.298+0900,BV0072,11091
2026-04-21 14:29:27.322+0900,BV0123,10851
2026-04-21 14:29:27.883+0900,BV0070,33
2026-04-21 14:29:27.908+0900,BV0223,10811
2026-04-21 14:29:27.910+0900,BV0221,3
2026-04-21 14:29:28.203+0900,BV0183,10641
2026-04-21 14:29:28.238+0900,BV0146,10631
2026-04-21 14:29:28.417+0900,BV0374,33
2026-04-21 14:29:28.783+0900,BV0222,33
2026-04-21 14:29:28.827+0900,BV0070,10851
2026-04-21 14:29:29.358+0900,BV0151,11121
2026-04-21 14:29:29.406+0900,BV0207,34
2026-04-21 14:29:29.610+0900,BV0136,10811
2026-04-21 14:29:29.687+0900,BV0184,10781
2026-04-21 14:29:29.884+0900,BV0336,10681
2026-04-21 14:29:30.204+0900,BV0183,10641
2026-04-21 14:29:30.222+0900,BV0215,10711
2026-04-21 14:29:30.587+0900,BV0177,10611
2026-04-21 14:29:30.587+0900,BV0177,3
2026-04-21 14:29:30.675+0900,BV0242,33
2026-04-21 14:29:30.964+0900,BV0321,10721
2026-04-21 14:29:31.048+0900,BV0138,10631
2026-04-21 14:29:31.605+0900,BV0222,33
2026-04-21 14:29:32.332+0900,BV0242,33
2026-04-21 14:29:32.332+0900,BV0325,10711
2026-04-21 14:29:32.439+0900,BV0321,10721
2026-04-21 14:29:32.764+0900,BV0183,10651
2026-04-21 14:29:32.779+0900,BV0139,10811
2026-04-21 14:29:32.821+0900,BV0139,10811
2026-04-21 14:29:32.909+0900,BV0146,10611
2026-04-21 14:29:32.909+0900,BV0146,3
2026-04-21 14:29:32.916+0900,BV0181,10781
2026-04-21 14:29:33.125+0900,BV0193,33
2026-04-21 14:29:33.297+0900,BV0330,11121
2026-04-21 14:29:33.606+0900,BV0321,10721
2026-04-21 14:29:33.617+0900,BV0154,11101
2026-04-21 14:29:34.405+0900,BV0123,33
2026-04-21 14:29:34.841+0900,BV0090,11101
2026-04-21 14:29:34.938+0900,BV0154,11101
2026-04-21 14:29:35.034+0900,BV0242,10781
2026-04-21 14:29:35.034+0900,BV0242,34
2026-04-21 14:29:35.381+0900,BV0138,10611
2026-04-21 14:29:35.381+0900,BV0138,3
2026-04-21 14:29:35.798+0900,BV0001,10641
2026-04-21 14:29:35.812+0900,BV0090,11101
2026-04-21 14:29:35.897+0900,BV0004,11041
2026-04-21 14:29:36.077+0900,BV0387,11041
2026-04-21 14:29:36.212+0900,BV0154,11101
2026-04-21 14:29:36.351+0900,BV0321,10711
2026-04-21 14:29:36.620+0900,BV0215,10631
2026-04-21 14:29:36.642+0900,BV0123,33
2026-04-21 14:29:36.653+0900,BV0388,11121
2026-04-21 14:29:36.688+0900,BV0177,10651
2026-04-21 14:29:36.991+0900,BV0242,10781
2026-04-21 14:29:36.991+0900,BV0242,34
2026-04-21 14:29:37.034+0900,BV0139,10811
2026-04-21 14:29:37.274+0900,BV0193,33
2026-04-21 14:29:38.318+0900,BV0139,10811
2026-04-21 14:29:38.714+0900,BV0191,10851
2026-04-21 14:29:38.730+0900,BV0207,11041
2026-04-21 14:29:38.802+0900,BV0117,11101
2026-04-21 14:29:39.109+0900,BV0088,34
2026-04-21 14:29:39.290+0900,BV0215,10611
2026-04-21 14:29:39.290+0900,BV0215,3
2026-04-21 14:29:39.840+0900,BV0325,10631
2026-04-21 14:29:40.268+0900,BV0004,11101
2026-04-21 14:29:40.296+0900,BV0347,11121
2026-04-21 14:29:40.315+0900,BV0191,10851
2026-04-21 14:29:40.680+0900,BV0182,34
2026-04-21 14:29:40.809+0900,BV0191,10851
2026-04-21 14:29:41.150+0900,BV0191,10851
2026-04-21 14:29:41.623+0900,BV0072,11082
2026-04-21 14:29:42.035+0900,BV0191,10851
2026-04-21 14:29:42.385+0900,BV0144,10771
2026-04-21 14:29:43.116+0900,BV0118,3
2026-04-21 14:29:43.235+0900,BV0366,10681
2026-04-21 14:29:43.598+0900,BV0156,11121
2026-04-21 14:29:44.048+0900,BV0070,34
2026-04-21 14:29:44.615+0900,BV0331,34
2026-04-21 14:29:44.658+0900,BV0191,10851
2026-04-21 14:29:46.056+0900,BV0122,10771
2026-04-21 14:29:46.617+0900,BV0321,10611
2026-04-21 14:29:46.654+0900,BV0071,10711
2026-04-21 14:29:46.660+0900,BV0138,10641
2026-04-21 14:29:47.053+0900,BV0191,10851
2026-04-21 14:29:47.155+0900,BV0349,34
2026-04-21 14:29:47.173+0900,BV0243,33
2026-04-21 14:29:47.734+0900,BV0358,11121
2026-04-21 14:29:47.737+0900,BV0072,11082
2026-04-21 14:29:47.738+0900,BV0339,10811
2026-04-21 14:29:47.770+0900,BV0366,10711
2026-04-21 14:29:47.812+0900,BV0072,11082
2026-04-21 14:29:47.944+0900,BV0339,10811
2026-04-21 14:29:48.640+0900,BV0215,10641
2026-04-21 14:29:48.657+0900,BV0165,33
2026-04-21 14:29:49.135+0900,BV0072,11082
2026-04-21 14:29:49.537+0900,BV0172,3
2026-04-21 14:29:49.576+0900,BV0243,33
2026-04-21 14:29:50.013+0900,BV0005,10711
2026-04-21 14:29:50.210+0900,BV0215,10641
2026-04-21 14:29:50.329+0900,BV0165,33
2026-04-21 14:29:50.668+0900,BV0130,10721
2026-04-21 14:29:50.713+0900,BV0215,10641
2026-04-21 14:29:50.960+0900,BV0072,11082
2026-04-21 14:29:51.085+0900,BV0338,11121
2026-04-21 14:29:51.090+0900,BV0325,10611
2026-04-21 14:29:51.090+0900,BV0325,3
2026-04-21 14:29:51.187+0900,BV0215,10641
2026-04-21 14:29:51.509+0900,BV0242,10851
2026-04-21 14:29:51.850+0900,BV0137,34
2026-04-21 14:29:51.856+0900,BV0154,11111
2026-04-21 14:29:51.947+0900,BV0323,11091
2026-04-21 14:29:52.091+0900,BV0339,10811
2026-04-21 14:29:52.766+0900,BV0323,11091
2026-04-21 14:29:53.070+0900,BV0072,11082
2026-04-21 14:29:53.101+0900,BV0323,11091
2026-04-21 14:29:53.255+0900,BV0118,10681
2026-04-21 14:29:53.278+0900,BV0138,10651
2026-04-21 14:29:53.934+0900,BV0350,34
2026-04-21 14:29:54.456+0900,BV0215,10641
2026-04-21 14:29:55.180+0900,BV0088,10781
2026-04-21 14:29:55.202+0900,BV0149,10811
2026-04-21 14:29:55.208+0900,BV0117,11111
2026-04-21 14:29:55.717+0900,BV0210,11121
2026-04-21 14:29:55.742+0900,BV0215,10641
2026-04-21 14:29:55.766+0900,BV0362,3
2026-04-21 14:29:56.460+0900,BV0323,11091
2026-04-21 14:29:56.561+0900,BV0004,11111
2026-04-21 14:29:56.565+0900,BV0087,33
2026-04-21 14:29:56.580+0900,BV0088,10781
2026-04-21 14:29:56.585+0900,BV0099,11041
2026-04-21 14:29:56.839+0900,BV0336,10641
2026-04-21 14:29:56.910+0900,BV0196,34
2026-04-21 14:29:57.345+0900,BV0323,11091
2026-04-21 14:29:57.441+0900,BV0118,10711
2026-04-21 14:29:57.925+0900,BV0121,33
2026-04-21 14:29:57.926+0900,BV0088,34
2026-04-21 14:29:58.066+0900,BV0325,10641
2026-04-21 14:29:58.473+0900,BV0087,33
2026-04-21 14:29:58.510+0900,BV0070,11101
2026-04-21 14:29:59.491+0900,BV0174,10681
2026-04-21 14:29:59.596+0900,BV0333,11121
2026-04-21 14:29:59.619+0900,BV0207,11111
2026-04-21 14:29:59.639+0900,BV0336,10651
2026-04-21 14:29:59.838+0900,BV0088,34
2026-04-21 14:30:00.256+0900,BV0363,34
2026-04-21 14:30:00.613+0900,BV0121,10851
2026-04-21 14:30:00.617+0900,BV0387,11082
2026-04-21 14:30:00.764+0900,BV0366,3
2026-04-21 14:30:00.764+0900,BV0366,10641
2026-04-21 14:30:00.923+0900,BV0099,11101
2026-04-21 14:30:01.175+0900,BV0387,11082
2026-04-21 14:30:01.619+0900,BV0387,11082
2026-04-21 14:30:01.959+0900,BV0220,33
2026-04-21 14:30:03.351+0900,BV0172,10681
2026-04-21 14:30:03.366+0900,BV0191,11101
2026-04-21 14:30:03.378+0900,BV0387,11082
2026-04-21 14:30:03.417+0900,BV0327,11121
2026-04-21 14:30:03.448+0900,BV0186,34
2026-04-21 14:30:03.788+0900,BV0172,10681
2026-04-21 14:30:04.400+0900,BV0326,33
2026-04-21 14:30:04.513+0900,BV0366,3
2026-04-21 14:30:04.513+0900,BV0366,10641
2026-04-21 14:30:04.888+0900,BV0322,3
2026-04-21 14:30:04.967+0900,BV0387,11082
2026-04-21 14:30:05.320+0900,BV0130,10611
2026-04-21 14:30:05.337+0900,BV0228,11041
2026-04-21 14:30:05.348+0900,BV0083,10831
2026-04-21 14:30:06.241+0900,BV0242,11101
2026-04-21 14:30:06.721+0900,BV0331,34
2026-04-21 14:30:06.721+0900,BV0071,10631
2026-04-21 14:30:07.258+0900,BV0387,11082
2026-04-21 14:30:07.490+0900,BV0181,11041
2026-04-21 14:30:07.495+0900,BV0084,11121
2026-04-21 14:30:07.537+0900,BV0200,10851
2026-04-21 14:30:07.844+0900,BV0242,11101
2026-04-21 14:30:07.894+0900,BV0327,11111
2026-04-21 14:30:08.387+0900,BV0083,10811
2026-04-21 14:30:08.478+0900,BV0387,11082
2026-04-21 14:30:08.811+0900,BV0172,10681
2026-04-21 14:30:08.905+0900,BV0331,34
2026-04-21 14:30:09.205+0900,BV0005,10631
2026-04-21 14:30:09.210+0900,BV0242,11101
2026-04-21 14:30:09.266+0900,BV0221,10641
2026-04-21 14:30:09.757+0900,BV0328,10711
2026-04-21 14:30:09.799+0900,BV0319,33
2026-04-21 14:30:09.821+0900,BV0243,10771
2026-04-21 14:30:09.930+0900,BV0242,11101
2026-04-21 14:30:10.674+0900,BV0084,11111
2026-04-21 14:30:10.703+0900,BV0181,11091
2026-04-21 14:30:10.866+0900,BV0362,10681
2026-04-21 14:30:10.891+0900,BV0130,3
2026-04-21 14:30:10.891+0900,BV0130,10641
2026-04-21 14:30:11.193+0900,BV0175,10641
2026-04-21 14:30:11.238+0900,BV0061,11121
2026-04-21 14:30:11.618+0900,BV0189,3
2026-04-21 14:30:11.961+0900,BV0228,11101
2026-04-21 14:30:11.988+0900,BV0331,33
2026-04-21 14:30:11.998+0900,BV0071,10611
2026-04-21 14:30:11.998+0900,BV0071,3
2026-04-21 14:30:12.001+0900,BV0228,11101
2026-04-21 14:30:12.536+0900,BV0319,33
2026-04-21 14:30:12.569+0900,BV0220,10771
2026-04-21 14:30:12.593+0900,BV0326,11101
2026-04-21 14:30:13.003+0900,BV0174,10711
2026-04-21 14:30:13.587+0900,BV0242,11101
2026-04-21 14:30:13.594+0900,BV0130,3
2026-04-21 14:30:13.594+0900,BV0130,10641
2026-04-21 14:30:13.938+0900,BV0064,10811
2026-04-21 14:30:13.953+0900,BV0200,33
2026-04-21 14:30:14.208+0900,BV0331,33
2026-04-21 14:30:14.443+0900,BV0112,33
2026-04-21 14:30:14.451+0900,BV0005,10611
2026-04-21 14:30:14.451+0900,BV0005,3
2026-04-21 14:30:14.945+0900,BV0184,10811
2026-04-21 14:30:14.946+0900,BV0121,11101
2026-04-21 14:30:15.135+0900,BV0353,3
2026-04-21 14:30:15.622+0900,BV0242,11101
2026-04-21 14:30:15.706+0900,BV0220,10771
2026-04-21 14:30:15.707+0900,BV0192,11041
2026-04-21 14:30:15.708+0900,BV0383,11121
2026-04-21 14:30:16.026+0900,BV0340,10831
2026-04-21 14:30:16.263+0900,BV0228,11101
2026-04-21 14:30:16.810+0900,BV0383,11111
2026-04-21 14:30:16.836+0900,BV0112,33
2026-04-21 14:30:16.978+0900,BV0064,10781
2026-04-21 14:30:17.989+0900,BV0310,33
2026-04-21 14:30:17.990+0900,BV0099,11111
2026-04-21 14:30:18.557+0900,BV0088,33
2026-04-21 14:30:18.642+0900,BV0064,34
2026-04-21 14:30:18.809+0900,BV0148,10831
2026-04-21 14:30:19.379+0900,BV0310,10851
2026-04-21 14:30:19.396+0900,BV0374,11121
2026-04-21 14:30:19.436+0900,BV0340,10811
2026-04-21 14:30:20.527+0900,BV0346,3
2026-04-21 14:30:20.783+0900,BV0137,34
2026-04-21 14:30:20.803+0900,BV0328,10611
2026-04-21 14:30:20.814+0900,BV0323,11082
2026-04-21 14:30:20.834+0900,BV0394,33
2026-04-21 14:30:20.940+0900,BV0340,10811
2026-04-21 14:30:21.123+0900,BV0340,10811
2026-04-21 14:30:21.377+0900,BV0340,10811
2026-04-21 14:30:21.420+0900,BV0309,10711
2026-04-21 14:30:21.796+0900,BV0191,11111
2026-04-21 14:30:21.851+0900,BV0221,10651
2026-04-21 14:30:21.882+0900,BV0394,33
2026-04-21 14:30:23.564+0900,BV0350,10781
2026-04-21 14:30:23.565+0900,BV0310,34
2026-04-21 14:30:23.566+0900,BV0309,10711
2026-04-21 14:30:23.598+0900,BV0148,10811
2026-04-21 14:30:23.599+0900,BV0123,11121
2026-04-21 14:30:23.600+0900,BV0137,34
2026-04-21 14:30:23.603+0900,BV0141,11091
2026-04-21 14:30:23.603+0900,BV0186,10811
2026-04-21 14:30:23.605+0900,BV0309,10711
2026-04-21 14:30:23.605+0900,BV0189,10681
2026-04-21 14:30:23.665+0900,BV0196,10781
2026-04-21 14:30:24.308+0900,BV0366,10651
